cruise,cast,niskin,depth_grp,group_id,date,latitude,longitude,par,fleco_afl,depth,mean_temp,mean_sal,mean_nitr,mean_ammon,mean_phos,mean_sil,PAR
EN657,20,1,"(13.5,15]","EN65720(13.5,15]",2020-10-18 01:50:01+00:00,41.32042,-70.57818,1e-12,2.0356,15.679,16.489,32.3066,NA,NA,NA,NA,NA
EN657,20,2,"(13.5,15]","EN65720(13.5,15]",2020-10-18 01:50:13+00:00,41.32044,-70.5782,1e-12,2.0353,15.744,16.4881,32.3069,NA,NA,NA,NA,NA
EN657,20,3,"(13.5,15]","EN65720(13.5,15]",2020-10-18 01:50:21+00:00,41.32046,-70.5782,1e-12,2.014,15.707,16.4881,32.3066,NA,NA,NA,NA,NA
EN657,20,4,"(7.5,9]","EN65720(7.5,9]",2020-10-18 01:52:15+00:00,41.32058,-70.5782,0.16519,2.1623,8.266,16.4916,32.3068,NA,NA,NA,NA,NA
EN657,20,5,"(7.5,9]","EN65720(7.5,9]",2020-10-18 01:52:29+00:00,41.32058,-70.5782,0.15924,2.0221,8.298,16.4913,32.3067,NA,NA,NA,NA,NA
EN657,20,6,"(0,1.5]","EN65720(0,1.5]",2020-10-18 01:54:01+00:00,41.32058,-70.57812,7.191,2.2945,1.879,16.4877,32.3077,NA,NA,NA,NA,NA
EN657,20,7,"(0,1.5]","EN65720(0,1.5]",2020-10-18 01:54:17+00:00,41.32056,-70.5781,4.084,2.0717,2.004,16.4881,32.3077,NA,NA,NA,NA,NA
EN657,20,8,"(0,1.5]","EN65720(0,1.5]",2020-10-18 01:54:27+00:00,41.32056,-70.5781,4.0972,2.1245,1.987,16.4902,32.3078,NA,NA,NA,NA,NA
EN661,1,1,"(16.5,18]","EN6611(16.5,18]",2021-02-03 18:57:08+00:00,41.1984,-70.87974,1e-12,2.2363,17.494,3.6921,32.4087,NA,NA,NA,NA,NA
EN661,1,2,"(16.5,18]","EN6611(16.5,18]",2021-02-03 18:57:29+00:00,41.19836,-70.8796,1e-12,2.1006,17.368,3.696,32.4091,0,0.23562417013235698,0.1783830277632268,0.35338507662690327,NA
EN661,1,3,"(16.5,18]","EN6611(16.5,18]",2021-02-03 18:57:42+00:00,41.19832,-70.87952,0.019457,2.3495,16.599,3.6901,32.4084,NA,NA,NA,NA,NA
EN661,1,4,"(16.5,18]","EN6611(16.5,18]",2021-02-03 18:57:54+00:00,41.19829,-70.87946,0.0020245,2.5175,17.238,3.6824,32.4075,NA,NA,NA,NA,0.0165439976747148
EN661,1,5,"(16.5,18]","EN6611(16.5,18]",2021-02-03 18:58:05+00:00,41.19826,-70.8794,1e-12,2.2181,17.751,3.6912,32.4087,NA,NA,NA,NA,NA
EN661,1,6,"(13.5,15]","EN6611(13.5,15]",2021-02-03 18:59:31+00:00,41.19798,-70.87902,0.23522,2.0538,14.805,3.718,32.4105,NA,NA,NA,NA,NA
EN661,1,7,"(13.5,15]","EN6611(13.5,15]",2021-02-03 18:59:46+00:00,41.19792,-70.87898,0.15479,2.3778,14.739,3.6953,32.4094,0,0.3190640189635828,0.2456255631220534,0.31461241931674144,NA
EN661,1,8,"(13.5,15]","EN6611(13.5,15]",2021-02-03 19:00:02+00:00,41.19784,-70.87889,0.013957,1.9998,15.621,3.691,32.4088,NA,NA,NA,NA,NA
EN661,1,9,"(9,10.5]","EN6611(9,10.5]",2021-02-03 19:02:39+00:00,41.19709,-70.87827,1.6955,1.9548,11.027,3.7144,32.4117,0,0.22865009321512023,0.23852069146149812,0.3008758207268556,NA
EN661,1,10,"(9,10.5]","EN6611(9,10.5]",2021-02-03 19:02:47+00:00,41.19706,-70.87824,1.7485,1.8556,10.847,3.7176,32.412,NA,NA,NA,NA,NA
EN661,1,11,"(9,10.5]","EN6611(9,10.5]",2021-02-03 19:02:54+00:00,41.19702,-70.87822,1.3438,2.1358,10.878,3.7216,32.4121,NA,NA,NA,NA,0.8271998837357399
EN661,1,12,"(9,10.5]","EN6611(9,10.5]",2021-02-03 19:03:02+00:00,41.19698,-70.87817,1.6083,2.0234,10.996,3.7245,32.4124,NA,NA,NA,NA,NA
EN661,1,13,"(9,10.5]","EN6611(9,10.5]",2021-02-03 19:03:11+00:00,41.19694,-70.87814,2.4218,1.957,10.784,3.7273,32.4123,NA,NA,NA,NA,NA
EN661,1,14,"(0,1.5]","EN6611(0,1.5]",2021-02-03 19:05:52+00:00,41.19612,-70.87741,241.86,1.5425,1.502,3.8471,32.4194,NA,NA,NA,NA,NA
EN661,1,15,"(0,1.5]","EN6611(0,1.5]",2021-02-03 19:06:05+00:00,41.19605,-70.87736,379.5,1.7643,0.785,3.8567,32.4204,0,0.24608528550821218,0.2253259298061812,0.3075225619800262,NA
EN661,1,16,"(0,1.5]","EN6611(0,1.5]",2021-02-03 19:06:15+00:00,41.19598,-70.87731,389.03,1.5742,0.818,3.8631,32.4208,NA,NA,NA,NA,NA
EN661,1,17,"(0,1.5]","EN6611(0,1.5]",2021-02-03 19:06:27+00:00,41.19592,-70.87724,279.85,1.6667,1.273,3.8549,32.4203,NA,NA,NA,NA,10.75359848856462
EN661,1,18,"(0,1.5]","EN6611(0,1.5]",2021-02-03 19:06:34+00:00,41.19588,-70.8772,343.25,1.7504,1.043,3.8494,32.4198,NA,NA,NA,NA,NA
EN661,1,19,"(0,1.5]","EN6611(0,1.5]",2021-02-03 19:06:44+00:00,41.19583,-70.87716,346.14,1.7281,1.048,3.8482,32.4204,NA,NA,NA,NA,NA
EN661,1,20,"(0,1.5]","EN6611(0,1.5]",2021-02-03 19:06:52+00:00,41.19579,-70.87714,364.31,1.6502,1.026,3.8599,32.4206,NA,NA,NA,NA,NA
EN661,1,21,"(0,1.5]","EN6611(0,1.5]",2021-02-03 19:06:58+00:00,41.19574,-70.8771,306.11,1.8641,1.285,3.8474,32.4207,NA,NA,NA,NA,NA
EN661,1,22,"(0,1.5]","EN6611(0,1.5]",2021-02-03 19:07:05+00:00,41.19572,-70.87707,352.66,1.6057,1.091,3.8627,32.4209,NA,NA,NA,NA,NA
EN661,1,23,"(0,1.5]","EN6611(0,1.5]",2021-02-03 19:07:14+00:00,41.19568,-70.87702,299.11,1.6655,1.302,3.8596,32.4208,NA,NA,NA,NA,NA
EN661,1,24,"(0,1.5]","EN6611(0,1.5]",2021-02-03 19:07:21+00:00,41.19564,-70.877,303.48,1.6275,1.309,3.8737,32.4214,NA,NA,NA,NA,NA
EN661,2,1,"(39,40.5]","EN6612(39,40.5]",2021-02-04 01:54:30+00:00,41.0303,-70.88788,1e-12,1.0347,40.901,4.2962,32.4342,0,0.23637139265920382,0.11418543740178103,0.5521226400967041,NA
EN661,2,2,"(39,40.5]","EN6612(39,40.5]",2021-02-04 01:54:42+00:00,41.0303,-70.8879,1e-12,0.9633,41.235,4.2794,32.4325,NA,NA,NA,NA,NA
EN661,2,3,"(30,31.5]","EN6612(30,31.5]",2021-02-04 01:56:39+00:00,41.03048,-70.8881,1e-12,0.9253,31.924,4.1915,32.4184,NA,NA,NA,NA,NA
EN661,2,4,"(30,31.5]","EN6612(30,31.5]",2021-02-04 01:56:45+00:00,41.03048,-70.8881,1e-12,0.9462,31.876,4.1899,32.4179,0,0.5883132028040456,0.12078281822943948,0.9332024719451515,NA
EN661,2,5,"(30,31.5]","EN6612(30,31.5]",2021-02-04 01:56:52+00:00,41.0305,-70.88812,1e-12,0.9649,32.057,4.1891,32.4181,NA,NA,NA,NA,NA
EN661,2,6,"(22.5,24]","EN6612(22.5,24]",2021-02-04 01:58:54+00:00,41.0306,-70.88836,1e-12,0.9208,23.988,4.1086,32.4045,NA,NA,NA,NA,NA
EN661,2,7,"(22.5,24]","EN6612(22.5,24]",2021-02-04 01:59:01+00:00,41.03061,-70.88836,1e-12,0.9118,24.551,4.1065,32.4039,0,0.44733721940561644,0.1334700890518596,0.8303995405627796,NA
EN661,2,8,"(22.5,24]","EN6612(22.5,24]",2021-02-04 01:59:08+00:00,41.03062,-70.88839,1e-12,0.9354,24.494,4.1023,32.4034,NA,NA,NA,NA,NA
EN661,2,9,"(22.5,24]","EN6612(22.5,24]",2021-02-04 01:59:24+00:00,41.03062,-70.88844,1e-12,0.8939,24.094,4.101,32.403,NA,NA,NA,NA,0.163673309996569
EN661,2,10,"(22.5,24]","EN6612(22.5,24]",2021-02-04 01:59:40+00:00,41.03064,-70.8885,1e-12,0.9526,24,4.1004,32.4031,NA,NA,NA,NA,NA
EN661,2,11,"(13.5,15]","EN6612(13.5,15]",2021-02-04 02:01:11+00:00,41.0307,-70.88872,1e-12,0.8492,15.213,3.9758,32.3737,0,0.4020057194435774,0.059883918281822934,0.61105707920815,NA
EN661,2,12,"(13.5,15]","EN6612(13.5,15]",2021-02-04 02:01:24+00:00,41.03072,-70.88874,1e-12,0.8371,15.171,3.977,32.3741,NA,NA,NA,NA,NA
EN661,2,13,"(13.5,15]","EN6612(13.5,15]",2021-02-04 02:01:33+00:00,41.03072,-70.88876,1e-12,0.8962,15.162,3.9755,32.3741,NA,NA,NA,NA,0.8183665499828451
EN661,2,14,"(13.5,15]","EN6612(13.5,15]",2021-02-04 02:01:40+00:00,41.03072,-70.88878,1e-12,0.9037,15.17,3.9748,32.3738,NA,NA,NA,NA,NA
EN661,2,15,"(1.5,3]","EN6612(1.5,3]",2021-02-04 02:03:36+00:00,41.03084,-70.8889,1.5124,0.9314,3.277,3.9179,32.3642,NA,NA,NA,NA,NA
EN661,2,16,"(1.5,3]","EN6612(1.5,3]",2021-02-04 02:03:42+00:00,41.03085,-70.8889,1.4628,0.794,3.392,3.9153,32.3643,0,0.27248714812346575,0.14006746987951804,0.6033025477461177,NA
EN661,2,17,"(1.5,3]","EN6612(1.5,3]",2021-02-04 02:03:49+00:00,41.03086,-70.88891,1.2467,0.7705,3.738,3.9147,32.364,NA,NA,NA,NA,NA
EN661,2,18,"(1.5,3]","EN6612(1.5,3]",2021-02-04 02:03:56+00:00,41.03087,-70.88893,1.4596,0.7982,3.362,3.913,32.3635,NA,NA,NA,NA,10.638765149776985
EN661,2,19,"(1.5,3]","EN6612(1.5,3]",2021-02-04 02:04:02+00:00,41.03089,-70.88894,1.4998,0.8568,3.385,3.9105,32.3633,NA,NA,NA,NA,NA
EN661,2,20,"(1.5,3]","EN6612(1.5,3]",2021-02-04 02:04:08+00:00,41.0309,-70.88894,1.4512,0.8927,3.388,3.926,32.365,NA,NA,NA,NA,NA
EN661,2,21,"(1.5,3]","EN6612(1.5,3]",2021-02-04 02:04:15+00:00,41.0309,-70.88894,1.4437,0.852,3.487,3.9135,32.3638,NA,NA,NA,NA,NA
EN661,2,22,"(1.5,3]","EN6612(1.5,3]",2021-02-04 02:04:21+00:00,41.03092,-70.88896,1.386,0.856,3.512,3.9109,32.3626,NA,NA,NA,NA,NA
EN661,2,23,"(1.5,3]","EN6612(1.5,3]",2021-02-04 02:04:27+00:00,41.03092,-70.88896,1.4935,0.8125,3.201,3.9101,32.3628,NA,NA,NA,NA,NA
EN661,2,24,"(1.5,3]","EN6612(1.5,3]",2021-02-04 02:04:34+00:00,41.03094,-70.88898,1.4001,0.7874,3.365,3.9103,32.3628,NA,NA,NA,NA,NA
EN661,3,1,"(28.5,30]","EN6613(28.5,30]",2021-02-04 08:59:08+00:00,40.69766,-70.7743,1e-12,1.0133,29.821,6.5137,32.7468,NA,NA,NA,NA,NA
EN661,3,2,"(28.5,30]","EN6613(28.5,30]",2021-02-04 08:59:20+00:00,40.69766,-70.7743,1e-12,1.0286,29.983,6.5179,32.7468,NA,NA,NA,NA,NA
EN661,3,3,"(1.5,3]","EN6613(1.5,3]",2021-02-04 09:01:46+00:00,40.69762,-70.77436,1.962,0.9538,2.447,6.5119,32.7467,NA,NA,NA,NA,NA
EN661,3,4,"(1.5,3]","EN6613(1.5,3]",2021-02-04 09:01:53+00:00,40.6976,-70.77436,2.1201,0.9563,2.169,6.5138,32.7466,NA,NA,NA,NA,NA
EN661,4,1,"(28.5,30]","EN6614(28.5,30]",2021-02-04 10:42:55+00:00,40.69766,-70.99489,1e-12,1.1518,30.848,6.9855,32.8423,NA,NA,NA,NA,NA
EN661,4,2,"(1.5,3]","EN6614(1.5,3]",2021-02-04 10:45:39+00:00,40.6979,-70.99624,1.332,0.9647,2.312,6.9712,32.8418,NA,NA,NA,NA,NA
EN661,4,3,"(1.5,3]","EN6614(1.5,3]",2021-02-04 10:45:46+00:00,40.6979,-70.9963,1.3593,0.9257,2.733,6.9744,32.8421,NA,NA,NA,NA,NA
EN661,4,4,"(1.5,3]","EN6614(1.5,3]",2021-02-04 10:45:54+00:00,40.6979,-70.99636,1.4728,1.0244,2.584,6.977,32.842,NA,NA,NA,NA,NA
EN661,5,1,"(58.5,60]","EN6615(58.5,60]",2021-02-04 13:02:07+00:00,40.69743,-70.8851,1e-12,1.6142,60.003,6.316,32.7191,NA,NA,NA,NA,NA
EN661,5,2,"(58.5,60]","EN6615(58.5,60]",2021-02-04 13:02:16+00:00,40.69738,-70.8851,1e-12,1.4399,59.843,6.316,32.719,2.6651967308105684,0,0.292060974332111,0.9584600887071998,NA
EN661,5,3,"(39,40.5]","EN6615(39,40.5]",2021-02-04 13:04:27+00:00,40.69696,-70.88566,1e-12,1.137,40.693,6.3127,32.719,NA,NA,NA,NA,NA
EN661,5,4,"(39,40.5]","EN6615(39,40.5]",2021-02-04 13:04:34+00:00,40.69694,-70.88568,1e-12,1.0686,40.245,6.3123,32.7189,2.66320592092761,0,0.34813871136720786,0.9633343656261917,NA
EN661,5,5,"(27,28.5]","EN6615(27,28.5]",2021-02-04 13:06:29+00:00,40.69686,-70.88632,0.27501,1.3988,28.442,6.3021,32.7182,NA,NA,NA,NA,NA
EN661,5,6,"(27,28.5]","EN6615(27,28.5]",2021-02-04 13:06:38+00:00,40.69686,-70.88636,0.3032,1.491,28.4,6.301,32.7182,2.622892020797702,0,0.3075394447354635,0.9801727768008903,NA
EN661,5,7,"(27,28.5]","EN6615(27,28.5]",2021-02-04 13:06:47+00:00,40.69686,-70.8864,0.28705,1.1677,28.373,6.3037,32.7179,NA,NA,NA,NA,NA
EN661,5,8,"(27,28.5]","EN6615(27,28.5]",2021-02-04 13:06:54+00:00,40.69686,-70.88643,0.28247,1.2925,28.322,6.3048,32.718,NA,NA,NA,NA,0.0135742197558801
EN661,5,9,"(27,28.5]","EN6615(27,28.5]",2021-02-04 13:07:03+00:00,40.69684,-70.88648,0.29147,1.1105,28.376,6.3023,32.7183,NA,NA,NA,NA,NA
EN661,5,10,"(13.5,15]","EN6615(13.5,15]",2021-02-04 13:09:06+00:00,40.69662,-70.88704,4.773,1.2425,15.204,6.3036,32.7182,NA,NA,NA,NA,NA
EN661,5,11,"(13.5,15]","EN6615(13.5,15]",2021-02-04 13:09:13+00:00,40.6966,-70.88708,4.4732,1.1035,15.469,6.3024,32.7183,2.6627082184568707,0.044833351610807884,0.39482786799371394,0.944723490117314,NA
EN661,5,12,"(13.5,15]","EN6615(13.5,15]",2021-02-04 13:09:19+00:00,40.69659,-70.88711,4.7193,1.3258,14.997,6.3022,32.7181,NA,NA,NA,NA,NA
EN661,5,13,"(13.5,15]","EN6615(13.5,15]",2021-02-04 13:09:26+00:00,40.69658,-70.88716,4.5619,1.2343,15.317,6.3021,32.7179,NA,NA,NA,NA,0.135742197558801
EN661,5,14,"(13.5,15]","EN6615(13.5,15]",2021-02-04 13:09:34+00:00,40.69656,-70.88718,4.4638,1.3197,14.967,6.3004,32.718,NA,NA,NA,NA,NA
EN661,5,15,"(1.5,3]","EN6615(1.5,3]",2021-02-04 13:11:18+00:00,40.69633,-70.8877,113.73,1.0477,2.228,6.2953,32.718,NA,NA,NA,NA,NA
EN661,5,16,"(1.5,3]","EN6615(1.5,3]",2021-02-04 13:11:24+00:00,40.69632,-70.88774,78.881,1.1006,2.898,6.2931,32.718,NA,NA,NA,NA,NA
EN661,5,17,"(1.5,3]","EN6615(1.5,3]",2021-02-04 13:11:33+00:00,40.69632,-70.88778,90.272,1.1018,2.598,6.2944,32.7178,NA,NA,NA,NA,NA
EN661,5,18,"(1.5,3]","EN6615(1.5,3]",2021-02-04 13:11:39+00:00,40.69632,-70.8878,107.74,1.1878,2.331,6.2938,32.7178,NA,NA,NA,NA,8.823242841322065
EN661,5,19,"(1.5,3]","EN6615(1.5,3]",2021-02-04 13:11:47+00:00,40.69632,-70.88782,83.26,1.0607,2.895,6.2942,32.7178,NA,NA,NA,NA,NA
EN661,5,20,"(1.5,3]","EN6615(1.5,3]",2021-02-04 13:11:54+00:00,40.69632,-70.88786,102.96,1.0818,2.495,6.2948,32.7178,NA,NA,NA,NA,NA
EN661,5,21,"(1.5,3]","EN6615(1.5,3]",2021-02-04 13:12:01+00:00,40.69632,-70.88788,95.609,1.2035,2.644,6.2955,32.7174,NA,NA,NA,NA,NA
EN661,5,22,"(1.5,3]","EN6615(1.5,3]",2021-02-04 13:12:08+00:00,40.69632,-70.88792,74.92,1.202,2.777,6.2954,32.7176,NA,NA,NA,NA,NA
EN661,5,23,"(1.5,3]","EN6615(1.5,3]",2021-02-04 13:12:15+00:00,40.69632,-70.88794,83.838,1.1854,2.426,6.2953,32.7175,2.5676470465456065,0.08916855487038457,0.23192331063383967,1.018059201943963,NA
EN661,5,24,"(1.5,3]","EN6615(1.5,3]",2021-02-04 13:12:21+00:00,40.69632,-70.88796,79.363,1.1092,3.011,6.2946,32.7174,NA,NA,NA,NA,NA
EN661,6,1,"(70.5,72]","EN6616(70.5,72]",2021-02-04 15:51:02+00:00,40.5131,-70.88546,1e-12,0.9571,71.402,8.9311,33.2965,4.013472724044149,0.06725002741621183,0.2806424305919329,2.7601700843999755,NA
EN661,6,2,"(70.5,72]","EN6616(70.5,72]",2021-02-04 15:51:08+00:00,40.5131,-70.88549,1e-12,1.2181,71.165,8.9311,33.2964,NA,NA,NA,NA,NA
EN661,6,3,"(43.5,45]","EN6616(43.5,45]",2021-02-04 15:53:44+00:00,40.51318,-70.88654,0.13789,0.9628,45.352,8.9136,33.285,NA,NA,NA,NA,NA
EN661,6,4,"(43.5,45]","EN6616(43.5,45]",2021-02-04 15:53:50+00:00,40.51318,-70.88658,0.14645,1.0283,44.979,8.9134,33.2851,3.9945600301560455,0.16538525260875797,0.28520984808800415,2.2909101519261315,NA
EN661,6,5,"(43.5,45]","EN6616(43.5,45]",2021-02-04 15:53:57+00:00,40.5132,-70.88664,0.13857,1.0579,45.545,8.91,33.284,NA,NA,NA,NA,NA
EN661,6,6,"(28.5,30]","EN6616(28.5,30]",2021-02-04 15:55:47+00:00,40.51339,-70.88738,1.5658,0.9798,30.146,8.9029,33.2829,3.9744030800910912,0.23014453826881381,0.2692238868517548,2.2853712008818228,NA
EN661,6,7,"(28.5,30]","EN6616(28.5,30]",2021-02-04 15:55:53+00:00,40.5134,-70.88741,1.5522,0.8879,30.104,8.9045,33.2834,NA,NA,NA,NA,NA
EN661,6,8,"(13.5,15]","EN6616(13.5,15]",2021-02-04 15:57:33+00:00,40.5136,-70.88806,12.725,1.0081,15.098,8.898,33.2843,NA,NA,NA,NA,NA
EN661,6,9,"(13.5,15]","EN6616(13.5,15]",2021-02-04 15:57:40+00:00,40.51361,-70.8881,11.692,0.7834,15.482,8.9013,33.284,3.949517956554111,0.12354079110533729,0.3775731796752226,2.275179530960295,NA
EN661,6,10,"(13.5,15]","EN6616(13.5,15]",2021-02-04 15:57:46+00:00,40.5136,-70.88814,12.31,0.8185,15.212,8.9021,33.284,NA,NA,NA,NA,NA
EN661,6,11,"(0,1.5]","EN6616(0,1.5]",2021-02-04 15:59:26+00:00,40.51366,-70.88887,179.61,0.8961,1.871,8.9002,33.2846,NA,NA,NA,NA,NA
EN661,6,12,"(0,1.5]","EN6616(0,1.5]",2021-02-04 15:59:38+00:00,40.51366,-70.88894,174.56,0.82,1.869,8.8967,33.285,NA,NA,NA,NA,NA
EN661,6,13,"(0,1.5]","EN6616(0,1.5]",2021-02-04 15:59:47+00:00,40.51367,-70.88902,184.27,0.8732,1.951,8.8918,33.2852,NA,NA,NA,NA,NA
EN661,6,14,"(0,1.5]","EN6616(0,1.5]",2021-02-04 15:59:54+00:00,40.51368,-70.88908,200.56,0.8163,1.724,8.8946,33.2849,3.956236939909096,0.16638154931122037,0.28876228391828174,3.8192175240718234,NA
EN661,6,15,"(0,1.5]","EN6616(0,1.5]",2021-02-04 16:00:01+00:00,40.51368,-70.88912,205.33,1.0078,1.655,8.8902,33.2855,NA,NA,NA,NA,NA
EN661,6,16,"(0,1.5]","EN6616(0,1.5]",2021-02-04 16:00:09+00:00,40.5137,-70.8892,176.42,0.862,1.675,8.8932,33.2853,NA,NA,NA,NA,NA
EN661,7,1,"(430,432]","EN6617(430,432]",2021-02-05 01:01:10+00:00,39.94066,-70.8962,1e-12,-0.0204,432.036,7.141,35.108,4.418104832755446,0.08717596146545978,0.07713860660031428,2.2957844288451237,NA
EN661,7,2,"(430,432]","EN6617(430,432]",2021-02-05 01:01:18+00:00,39.94068,-70.89626,1e-12,-0.0569,432.812,7.1453,35.1081,NA,NA,NA,NA,NA
EN661,7,3,"(358,360]","EN6617(358,360]",2021-02-05 01:05:02+00:00,39.9406,-70.8978,1e-12,-0.0264,360.193,8.7986,35.205,24.244082754667488,0.2000065630193263,1.3988984808800415,13.488896699184405,NA
EN661,7,4,"(178,180]","EN6617(178,180]",2021-02-05 01:10:02+00:00,39.94052,-70.89986,1e-12,-0.0105,180.271,13.6731,35.716,NA,NA,NA,NA,NA
EN661,7,5,"(178,180]","EN6617(178,180]",2021-02-05 01:10:10+00:00,39.94052,-70.89993,7.6824e-6,0.0179,179.615,13.674,35.716,16.925367922441644,0.1120833790270197,0.5800620220010476,7.1988638932672995,NA
EN661,7,6,"(106,108]","EN6617(106,108]",2021-02-05 01:13:20+00:00,39.94056,-70.9013,7.6824e-6,0.0952,107.328,14.5502,35.5318,8.738162278775192,0.09514633508515896,0.29840460974332106,3.844475140833872,NA
EN661,7,7,"(106,108]","EN6617(106,108]",2021-02-05 01:13:29+00:00,39.94056,-70.90138,7.6824e-6,0.0669,107.405,14.5486,35.53,NA,NA,NA,NA,NA
EN661,7,8,"(85.5,87]","EN6617(85.5,87]",2021-02-05 01:16:32+00:00,39.9407,-70.90293,1.1524e-5,0.3271,86.226,13.6546,35.1764,5.255240388539457,0.06824632411867422,0.2710001047668936,2.3312337155287,NA
EN661,7,9,"(85.5,87]","EN6617(85.5,87]",2021-02-05 01:16:41+00:00,39.9407,-70.903,1e-12,0.3616,86.126,13.6426,35.1725,NA,NA,NA,NA,NA
EN661,7,10,"(85.5,87]","EN6617(85.5,87]",2021-02-05 01:16:47+00:00,39.94072,-70.90307,1.1524e-5,0.242,86.774,13.6686,35.1796,NA,NA,NA,NA,NA
EN661,7,11,"(85.5,87]","EN6617(85.5,87]",2021-02-05 01:16:55+00:00,39.94072,-70.90313,3.8412e-6,0.313,86.088,13.6559,35.1768,NA,NA,NA,NA,NA
EN661,7,12,"(48,49.5]","EN6617(48,49.5]",2021-02-05 01:19:18+00:00,39.94094,-70.90432,3.8412e-6,0.5765,50.194,13.1274,35.0242,4.5766230696860095,0.18082785149692515,0.24790927187008902,2.0511843507284455,NA
EN661,7,13,"(48,49.5]","EN6617(48,49.5]",2021-02-05 01:19:25+00:00,39.94094,-70.90438,1.1524e-5,0.506,49.505,13.2336,35.0513,NA,NA,NA,NA,NA
EN661,7,14,"(48,49.5]","EN6617(48,49.5]",2021-02-05 01:19:32+00:00,39.94094,-70.90444,3.8412e-6,0.5666,49.224,13.252,35.061,NA,NA,NA,NA,NA
EN661,7,15,"(24,25.5]","EN6617(24,25.5]",2021-02-05 01:21:58+00:00,39.94094,-70.90574,7.6824e-6,0.6729,25.928,12.981,34.9857,4.411385849400462,0.14147413174966045,0.12941016238868516,1.9501538836802526,NA
EN661,7,16,"(24,25.5]","EN6617(24,25.5]",2021-02-05 01:22:09+00:00,39.94094,-70.90584,3.8412e-6,0.7088,25.738,12.9792,34.9853,NA,NA,NA,NA,NA
EN661,7,17,"(24,25.5]","EN6617(24,25.5]",2021-02-05 01:22:20+00:00,39.94094,-70.90592,1.1524e-5,0.5566,26.006,12.9581,34.9804,NA,NA,NA,NA,NA
EN661,7,18,"(3,4.5]","EN6617(3,4.5]",2021-02-05 01:24:29+00:00,39.9411,-70.90701,0.97959,0.5724,4.399,12.98,34.9855,4.441994551350947,0.1584111756915212,0.08678093242535356,2.7083255026252453,NA
EN661,7,19,"(3,4.5]","EN6617(3,4.5]",2021-02-05 01:24:39+00:00,39.9411,-70.90711,1.2476,0.6186,4.233,12.9999,34.9909,NA,NA,NA,NA,NA
EN661,7,20,"(3,4.5]","EN6617(3,4.5]",2021-02-05 01:24:46+00:00,39.9411,-70.90715,1.0202,0.5481,4.298,12.9959,34.9905,NA,NA,NA,NA,NA
EN661,7,21,"(3,4.5]","EN6617(3,4.5]",2021-02-05 01:24:54+00:00,39.9411,-70.90722,1.1648,0.548,4.351,13.0022,34.992,NA,NA,NA,NA,NA
EN661,7,22,"(3,4.5]","EN6617(3,4.5]",2021-02-05 01:25:01+00:00,39.9411,-70.90729,1.1998,0.5718,4.363,12.9935,34.9905,NA,NA,NA,NA,NA
EN661,7,23,"(3,4.5]","EN6617(3,4.5]",2021-02-05 01:25:09+00:00,39.94108,-70.90736,1.2567,0.6222,4.352,12.9875,34.9876,NA,NA,NA,NA,NA
EN661,7,24,"(3,4.5]","EN6617(3,4.5]",2021-02-05 01:25:16+00:00,39.94108,-70.90743,1.2685,0.6365,4.363,12.9912,34.9891,NA,NA,NA,NA,NA
EN661,8,1,"(500,501]","EN6618(500,501]",2021-02-05 09:00:32+00:00,39.77144,-70.7732,1.5365e-5,-0.0192,501.493,6.2937,35.0623,NA,NA,NA,NA,NA
EN661,8,2,"(500,501]","EN6618(500,501]",2021-02-05 09:00:38+00:00,39.77142,-70.7732,1.1524e-5,0.0161,501.836,6.2874,35.062,NA,NA,NA,NA,NA
EN661,8,3,"(118,120]","EN6618(118,120]",2021-02-05 09:08:54+00:00,39.77016,-70.77258,1.1524e-5,0.175,119.114,14.2956,35.4796,NA,NA,NA,NA,NA
EN661,8,4,"(118,120]","EN6618(118,120]",2021-02-05 09:09:03+00:00,39.77012,-70.77258,3.8412e-6,0.2082,119.315,14.297,35.48,NA,NA,NA,NA,NA
EN661,8,5,"(1.5,3]","EN6618(1.5,3]",2021-02-05 09:14:25+00:00,39.76904,-70.77227,2.7593,0.3187,2.405,13.9561,35.361,NA,NA,NA,NA,NA
EN661,8,6,"(1.5,3]","EN6618(1.5,3]",2021-02-05 09:14:33+00:00,39.76902,-70.77226,2.2875,0.3795,2.213,13.963,35.3604,NA,NA,NA,NA,NA
EN661,8,7,"(1.5,3]","EN6618(1.5,3]",2021-02-05 09:14:50+00:00,39.76895,-70.77224,2.3377,0.3469,2.314,13.9606,35.3605,NA,NA,NA,NA,NA
EN661,8,8,"(1.5,3]","EN6618(1.5,3]",2021-02-05 09:14:56+00:00,39.76893,-70.77224,2.6807,0.3725,2.514,13.9565,35.3604,NA,NA,NA,NA,NA
EN661,8,9,"(1.5,3]","EN6618(1.5,3]",2021-02-05 09:15:03+00:00,39.76891,-70.77224,2.5112,0.3858,2.313,13.9635,35.36,NA,NA,NA,NA,NA
EN661,8,10,"(1.5,3]","EN6618(1.5,3]",2021-02-05 09:15:09+00:00,39.76889,-70.77224,3.487,0.3794,2.494,13.9606,35.3604,NA,NA,NA,NA,NA
EN661,8,11,"(1.5,3]","EN6618(1.5,3]",2021-02-05 09:15:16+00:00,39.76887,-70.77224,2.4457,0.3014,2.386,13.9622,35.3604,NA,NA,NA,NA,NA
