cruise,cast,niskin,depth_grp,group_id,date,latitude,longitude,par,fleco_afl,depth,mean_temp,mean_sal,mean_nitr,mean_ammon,mean_phos,mean_sil,PAR
EN608,1,1,"(16.5,18]","EN6081(16.5,18]",2018-01-31 19:34:26+00:00,41.19634,-70.87844,4.6488,3.1803,17.329,2.3824,32.3948,NA,NA,NA,NA,NA
EN608,1,2,"(16.5,18]","EN6081(16.5,18]",2018-01-31 19:34:45+00:00,41.19634,-70.87844,4.3959,3.9609,17.48,2.3779,32.394,0,0.414832751304489,0.33327218919135104,0,NA
EN608,1,3,"(16.5,18]","EN6081(16.5,18]",2018-01-31 19:34:54+00:00,41.19634,-70.87844,3.9022,3.3921,17.894,2.3937,32.3971,NA,NA,NA,NA,NA
EN608,1,4,"(10.5,12]","EN6081(10.5,12]",2018-01-31 19:37:01+00:00,41.19636,-70.87832,20.386,2.8745,12.474,2.3318,32.384,NA,NA,NA,NA,NA
EN608,1,5,"(10.5,12]","EN6081(10.5,12]",2018-01-31 19:37:05+00:00,41.19636,-70.87831,25.746,2.9635,11.591,2.3329,32.3843,NA,NA,NA,NA,NA
EN608,1,6,"(10.5,12]","EN6081(10.5,12]",2018-01-31 19:37:20+00:00,41.19636,-70.8783,24.688,3.1984,11.852,2.3502,32.3877,0,0.4349132032566544,0.3208521076065801,0,NA
EN608,1,7,"(10.5,12]","EN6081(10.5,12]",2018-01-31 19:38:07+00:00,41.19636,-70.87824,21.19,3.1249,12.366,2.3213,32.3818,NA,NA,NA,NA,NA
EN608,1,8,"(6,7.5]","EN6081(6,7.5]",2018-01-31 19:40:35+00:00,41.19636,-70.87806,110.39,2.7168,7.375,2.303,32.3787,NA,NA,NA,NA,NA
EN608,1,9,"(6,7.5]","EN6081(6,7.5]",2018-01-31 19:40:43+00:00,41.19636,-70.87806,128.36,2.543,7.022,2.3122,32.3798,0,0.4559731894503887,0.3265446449996001,0,NA
EN608,1,10,"(6,7.5]","EN6081(6,7.5]",2018-01-31 19:40:51+00:00,41.19636,-70.87804,105.19,2.558,7.394,2.3069,32.3796,NA,NA,NA,NA,NA
EN608,1,11,"(1.5,3]","EN6081(1.5,3]",2018-01-31 19:44:50+00:00,41.1964,-70.87774,668.44,1.7026,2.993,2.3001,32.3769,NA,NA,NA,NA,NA
EN608,1,12,"(1.5,3]","EN6081(1.5,3]",2018-01-31 19:44:56+00:00,41.1964,-70.87772,546.88,1.8945,2.848,2.3106,32.3794,NA,NA,NA,NA,NA
EN608,1,13,"(1.5,3]","EN6081(1.5,3]",2018-01-31 19:45:03+00:00,41.19642,-70.87772,705.78,1.4628,2.551,2.3129,32.3795,NA,NA,NA,NA,NA
EN608,1,14,"(1.5,3]","EN6081(1.5,3]",2018-01-31 19:45:09+00:00,41.19642,-70.87772,532.16,1.7033,2.983,2.3116,32.3798,NA,NA,NA,NA,NA
EN608,1,15,"(1.5,3]","EN6081(1.5,3]",2018-01-31 19:45:17+00:00,41.19642,-70.87772,736.1,1.7936,2.701,2.3058,32.3787,NA,NA,NA,NA,NA
EN608,1,16,"(1.5,3]","EN6081(1.5,3]",2018-01-31 19:45:23+00:00,41.19644,-70.8777,1368.8,1.4741,2.637,2.3097,32.3793,NA,NA,NA,NA,NA
EN608,1,17,"(1.5,3]","EN6081(1.5,3]",2018-01-31 19:45:30+00:00,41.19644,-70.8777,656.81,1.5706,2.922,2.3076,32.3791,NA,NA,NA,NA,NA
EN608,1,18,"(1.5,3]","EN6081(1.5,3]",2018-01-31 19:45:36+00:00,41.19644,-70.8777,700.53,1.6422,2.772,2.3078,32.3791,NA,NA,NA,NA,NA
EN608,1,19,"(1.5,3]","EN6081(1.5,3]",2018-01-31 19:45:42+00:00,41.19644,-70.87768,674.91,1.7145,2.726,2.309,32.3791,0,0.4474022648366596,0.33482469938944737,0,NA
EN608,1,20,"(1.5,3]","EN6081(1.5,3]",2018-01-31 19:45:50+00:00,41.19644,-70.87768,772.64,1.6292,2.743,2.3076,32.3791,NA,NA,NA,NA,NA
EN608,1,21,"(1.5,3]","EN6081(1.5,3]",2018-01-31 19:46:00+00:00,41.19646,-70.87768,1378.7,1.6304,2.63,2.3041,32.3784,NA,NA,NA,NA,NA
EN608,1,22,"(1.5,3]","EN6081(1.5,3]",2018-01-31 19:46:07+00:00,41.19646,-70.87768,811.56,1.8864,2.613,2.3042,32.3784,NA,NA,NA,NA,NA
EN608,1,23,"(1.5,3]","EN6081(1.5,3]",2018-01-31 19:46:14+00:00,41.19646,-70.87767,774.92,1.8285,2.698,2.302,32.3781,NA,NA,NA,NA,NA
EN608,1,24,"(1.5,3]","EN6081(1.5,3]",2018-01-31 19:46:21+00:00,41.19646,-70.87766,620.47,1.8491,2.767,2.3017,32.378,NA,NA,NA,NA,NA
EN608,2,1,"(7.5,9]","EN6082(7.5,9]",2018-02-01 00:35:19+00:00,41.0286,-70.65053,0.23274,1.3463,9.71285706942828,2.6597,32.3937,NA,NA,NA,NA,NA
EN608,2,2,"(7.5,9]","EN6082(7.5,9]",2018-02-01 00:35:34+00:00,41.0286,-70.65042,0.2124,1.0635,9.619590433903905,2.6521,32.3937,NA,NA,NA,NA,NA
EN608,2,3,"(1.5,3]","EN6082(1.5,3]",2018-02-01 00:37:55+00:00,41.02868,-70.64938,1.6502,1.3588,4.0661801737052965,2.6523,32.3928,NA,NA,NA,NA,NA
EN608,2,4,"(1.5,3]","EN6082(1.5,3]",2018-02-01 00:38:04+00:00,41.0287,-70.6493,1.6046,1.1376,3.918338533330245,2.6528,32.393,NA,NA,NA,NA,NA
EN608,3,1,"(7.5,9]","EN6083(7.5,9]",2018-02-01 03:38:00+00:00,41.02574,-71.09488,0.12412,2.482,9.858711478467397,3.3272,32.6663,NA,NA,NA,NA,NA
EN608,3,2,"(7.5,9]","EN6083(7.5,9]",2018-02-01 03:38:10+00:00,41.0257,-71.09478,0.11996,2.6402,9.595778984539857,3.3271,32.6668,NA,NA,NA,NA,NA
EN608,3,3,"(4.5,6]","EN6083(4.5,6]",2018-02-01 03:39:58+00:00,41.02532,-71.09385,0.48327,2.2446,6.749141026059718,3.3611,32.6712,NA,NA,NA,NA,NA
EN608,3,4,"(4.5,6]","EN6083(4.5,6]",2018-02-01 03:40:05+00:00,41.0253,-71.09378,0.45699,2.1549,6.306613756114393,3.3711,32.6724,NA,NA,NA,NA,NA
EN608,4,1,"(42,43.5]","EN6084(42,43.5]",2018-02-01 05:44:26+00:00,41.02064,-70.87162,1e-12,1.9232,43.662,4.2715,32.7592,0.5298734830407988,0.792932968550139,0.4181427466872851,0.7465561782580417,NA
EN608,4,2,"(42,43.5]","EN6084(42,43.5]",2018-02-01 05:44:40+00:00,41.02056,-70.87158,1e-12,2.14,43.821,4.2727,32.7591,NA,NA,NA,NA,NA
EN608,4,3,"(28.5,30]","EN6084(28.5,30]",2018-02-01 05:47:02+00:00,41.0201,-70.87136,1e-12,2.434,29.71,4.2783,32.7612,NA,NA,NA,NA,NA
EN608,4,4,"(28.5,30]","EN6084(28.5,30]",2018-02-01 05:47:15+00:00,41.02006,-70.87133,1e-12,2.0671,29.595,4.2745,32.7599,0.5608038968833717,0.5727826477574969,0.4274578078758632,0.7776202484311253,NA
EN608,4,5,"(28.5,30]","EN6084(28.5,30]",2018-02-01 05:47:25+00:00,41.02002,-70.8713,1e-12,2.1269,29.524,4.2754,32.7596,NA,NA,NA,NA,NA
EN608,4,6,"(28.5,30]","EN6084(28.5,30]",2018-02-01 05:47:34+00:00,41.01998,-70.87126,1e-12,1.9076,29.461,4.2747,32.7596,0.4583785920276384,0.5598038190567071,0.4052051617031488,0.6660951440392351,NA
EN608,4,7,"(13.5,15]","EN6084(13.5,15]",2018-02-01 05:49:28+00:00,41.01946,-70.87094,0.020377,2.0615,15.368,4.2791,32.7604,NA,NA,NA,NA,NA
EN608,4,8,"(13.5,15]","EN6084(13.5,15]",2018-02-01 05:49:37+00:00,41.01943,-70.87094,0.019401,2.1605,15.567,4.2787,32.7601,NA,NA,NA,NA,NA
EN608,4,9,"(13.5,15]","EN6084(13.5,15]",2018-02-01 05:49:44+00:00,41.01938,-70.87092,0.023676,2.1269,15.078,4.2783,32.7601,NA,NA,NA,NA,NA
EN608,4,10,"(13.5,15]","EN6084(13.5,15]",2018-02-01 05:49:51+00:00,41.01935,-70.87092,0.021293,1.9431,15.215,4.2789,32.7602,NA,NA,NA,NA,NA
EN608,4,11,"(1.5,3]","EN6084(1.5,3]",2018-02-01 05:52:14+00:00,41.0187,-70.87068,1.7968,2.4434,3.979,4.2862,32.7631,NA,NA,NA,NA,NA
EN608,4,12,"(1.5,3]","EN6084(1.5,3]",2018-02-01 05:52:23+00:00,41.01866,-70.87066,2.0442,2.0116,3.546,4.2858,32.7632,0.5384934344395487,0.6482067843583131,0.41891900178633334,0.7710000367548944,NA
EN608,4,13,"(1.5,3]","EN6084(1.5,3]",2018-02-01 05:52:30+00:00,41.01861,-70.87064,2.048,2.3406,3.462,4.2859,32.7634,NA,NA,NA,NA,NA
EN608,4,14,"(1.5,3]","EN6084(1.5,3]",2018-02-01 05:52:40+00:00,41.01856,-70.87062,1.7242,2.0864,3.737,4.286,32.7636,NA,NA,NA,NA,NA
EN608,5,1,"(43.5,45]","EN6085(43.5,45]",2018-02-01 09:24:00+00:00,40.85798,-70.88402,1e-12,1.6827,44.244,4.8071,32.7474,1.2681469675454908,0.6567777089720421,0.47144559682192666,1.5766288730469966,NA
EN608,5,2,"(43.5,45]","EN6085(43.5,45]",2018-02-01 09:24:09+00:00,40.85795,-70.88402,1e-12,2.0104,44.874,4.8069,32.747,NA,NA,NA,NA,NA
EN608,5,3,"(43.5,45]","EN6085(43.5,45]",2018-02-01 09:24:16+00:00,40.85793,-70.88402,1e-12,1.9238,44.915,4.8071,32.7472,NA,NA,NA,NA,NA
EN608,5,4,"(43.5,45]","EN6085(43.5,45]",2018-02-01 09:24:23+00:00,40.8579,-70.88402,1e-12,1.8117,44.757,4.8044,32.7481,NA,NA,NA,NA,NA
EN608,5,5,"(28.5,30]","EN6085(28.5,30]",2018-02-01 09:26:50+00:00,40.85748,-70.8841,1e-12,1.7126,30.037,4.8188,32.7455,2.202904638345216,0.812768536941912,0.4779143893139948,1.634173789925004,NA
EN608,5,6,"(28.5,30]","EN6085(28.5,30]",2018-02-01 09:26:57+00:00,40.85744,-70.88412,1e-12,1.6254,30.14,4.8238,32.7445,NA,NA,NA,NA,NA
EN608,5,7,"(28.5,30]","EN6085(28.5,30]",2018-02-01 09:27:04+00:00,40.85742,-70.88414,1e-12,1.6273,30.221,4.8281,32.7436,NA,NA,NA,NA,NA
EN608,5,8,"(28.5,30]","EN6085(28.5,30]",2018-02-01 09:27:15+00:00,40.85736,-70.88414,1e-12,1.9288,29.857,4.8338,32.7428,NA,NA,NA,NA,NA
EN608,5,9,"(13.5,15]","EN6085(13.5,15]",2018-02-01 09:29:30+00:00,40.8568,-70.88424,0.03123,1.6566,15.079,4.8809,32.7391,1.2978097414764829,1.0037777140478752,0.472998107020023,1.6364654016590838,NA
EN608,5,10,"(13.5,15]","EN6085(13.5,15]",2018-02-01 09:29:33+00:00,40.85678,-70.88425,0.031911,1.9792,14.979,4.8822,32.7389,NA,NA,NA,NA,NA
EN608,5,11,"(13.5,15]","EN6085(13.5,15]",2018-02-01 09:29:39+00:00,40.85676,-70.88426,0.028277,1.7743,15.136,4.883,32.7386,NA,NA,NA,NA,NA
EN608,5,12,"(13.5,15]","EN6085(13.5,15]",2018-02-01 09:29:52+00:00,40.85672,-70.8843,0.027785,1.6348,15.06,4.8781,32.7391,NA,NA,NA,NA,NA
EN608,5,13,"(1.5,3]","EN6085(1.5,3]",2018-02-01 09:32:45+00:00,40.85608,-70.88436,1.1578,2.0204,3.237,4.8721,32.7401,1.3295007392660043,1.1935624733518768,0.4740331138187539,1.6265350841447375,NA
EN608,5,14,"(1.5,3]","EN6085(1.5,3]",2018-02-01 09:32:54+00:00,40.85604,-70.88436,1.2666,1.8397,3.288,4.8733,32.7399,NA,NA,NA,NA,NA
EN608,5,15,"(1.5,3]","EN6085(1.5,3]",2018-02-01 09:33:01+00:00,40.85601,-70.88438,1.4834,1.7033,2.993,4.8723,32.74,NA,NA,NA,NA,NA
EN608,5,16,"(1.5,3]","EN6085(1.5,3]",2018-02-01 09:33:08+00:00,40.85598,-70.8844,1.6751,1.836,3.175,4.8711,32.7403,NA,NA,NA,NA,NA
EN608,5,17,"(1.5,3]","EN6085(1.5,3]",2018-02-01 09:33:15+00:00,40.85596,-70.88442,1.5368,1.6435,3.178,4.8706,32.7404,NA,NA,NA,NA,NA
EN608,5,18,"(1.5,3]","EN6085(1.5,3]",2018-02-01 09:33:23+00:00,40.85593,-70.88442,1.6794,1.5961,2.955,4.8697,32.7404,NA,NA,NA,NA,NA
EN608,5,19,"(1.5,3]","EN6085(1.5,3]",2018-02-01 09:33:30+00:00,40.85591,-70.88444,1.467,1.988,3.474,4.8702,32.7405,NA,NA,NA,NA,NA
EN608,5,20,"(1.5,3]","EN6085(1.5,3]",2018-02-01 09:33:37+00:00,40.85589,-70.88446,1.4786,1.7768,2.911,4.8703,32.7406,NA,NA,NA,NA,NA
EN608,6,1,"(9,10.5]","EN6086(9,10.5]",2018-02-01 13:54:08+00:00,40.69095,-70.65586,31.984,1.3339,10.553,4.0884,32.6173,NA,NA,NA,NA,NA
EN608,6,2,"(9,10.5]","EN6086(9,10.5]",2018-02-01 13:54:16+00:00,40.69088,-70.65584,33.172,1.4422,10.492,4.0898,32.6173,NA,NA,NA,NA,NA
EN608,6,3,"(3,4.5]","EN6086(3,4.5]",2018-02-01 13:56:43+00:00,40.68994,-70.65543,95.08,1.1825,4.913,4.083,32.6167,NA,NA,NA,NA,NA
EN608,6,4,"(3,4.5]","EN6086(3,4.5]",2018-02-01 13:56:50+00:00,40.68989,-70.65543,84.369,1.2342,5.235,4.0826,32.6167,NA,NA,NA,NA,NA
EN608,7,1,"(9,10.5]","EN6087(9,10.5]",2018-02-01 17:37:38+00:00,40.69006,-71.09536,118.29,1.3264,10.069,5.6203,32.8069,NA,NA,NA,NA,NA
EN608,7,2,"(9,10.5]","EN6087(9,10.5]",2018-02-01 17:37:46+00:00,40.69002,-71.0953,118.07,1.4373,10.192,5.6202,32.8068,NA,NA,NA,NA,NA
EN608,7,3,"(3,4.5]","EN6087(3,4.5]",2018-02-01 17:39:49+00:00,40.6894,-71.09458,408.47,0.9875,4.73,5.6163,32.8065,NA,NA,NA,NA,NA
EN608,7,4,"(3,4.5]","EN6087(3,4.5]",2018-02-01 17:39:58+00:00,40.68934,-71.09452,469.9,0.9582,4.397,5.62,32.8064,NA,NA,NA,NA,NA
EN608,8,1,"(60,61.5]","EN6088(60,61.5]",2018-02-01 19:20:33+00:00,40.69588,-70.88512,0.0060765,1.7793,61.897,4.4152,32.6111,NA,NA,NA,NA,NA
EN608,8,2,"(60,61.5]","EN6088(60,61.5]",2018-02-01 19:20:46+00:00,40.6958,-70.88511,0.0063776,1.8684,61.731,4.4155,32.6113,2.0502807929908804,1.0640190699043712,0.4807606580105048,1.4027210047829304,NA
EN608,8,3,"(43.5,45]","EN6088(43.5,45]",2018-02-01 19:22:58+00:00,40.69526,-70.88492,0.20983,2.0851,44.874,4.4221,32.6131,NA,NA,NA,NA,NA
EN608,8,4,"(43.5,45]","EN6088(43.5,45]",2018-02-01 19:23:05+00:00,40.69524,-70.88488,0.21641,2.0122,44.417,4.4186,32.6123,2.0018569483684914,0.9232110226788215,0.48334817500733207,1.4004293930488503,NA
EN608,8,5,"(43.5,45]","EN6088(43.5,45]",2018-02-01 19:23:12+00:00,40.69522,-70.88488,0.22242,1.8646,44,4.4253,32.6132,NA,NA,NA,NA,NA
EN608,8,6,"(43.5,45]","EN6088(43.5,45]",2018-02-01 19:23:21+00:00,40.69518,-70.88484,0.18783,1.8179,44.761,4.4197,32.6124,NA,NA,NA,NA,NA
EN608,8,7,"(28.5,30]","EN6088(28.5,30]",2018-02-01 19:25:30+00:00,40.69459,-70.8846,2.4475,2.3312,29.177,4.4192,32.6123,NA,NA,NA,NA,NA
EN608,8,8,"(28.5,30]","EN6088(28.5,30]",2018-02-01 19:25:45+00:00,40.69452,-70.88458,2.6758,2.3537,29.332,4.4221,32.6128,NA,NA,NA,NA,NA
EN608,8,9,"(28.5,30]","EN6088(28.5,30]",2018-02-01 19:25:56+00:00,40.69446,-70.88457,2.3861,2.1524,29.65,4.4216,32.6125,1.9808141258362493,1.1112815970600773,0.47610312741621574,1.395082299002664,NA
EN608,8,10,"(28.5,30]","EN6088(28.5,30]",2018-02-01 19:26:05+00:00,40.69441,-70.88456,2.1737,1.9699,29.632,4.4261,32.6132,NA,NA,NA,NA,NA
EN608,8,11,"(13.5,15]","EN6088(13.5,15]",2018-02-01 19:28:14+00:00,40.69378,-70.88452,33.297,1.8578,14.965,4.4396,32.6152,NA,NA,NA,NA,NA
EN608,8,12,"(13.5,15]","EN6088(13.5,15]",2018-02-01 19:28:22+00:00,40.69375,-70.8845,37.311,1.9649,14.602,4.4418,32.6154,1.9531795757637869,1.0809160355714371,0.47610312741621574,1.4029756283089392,NA
EN608,8,13,"(13.5,15]","EN6088(13.5,15]",2018-02-01 19:28:30+00:00,40.69372,-70.88448,37.801,1.9132,14.271,4.4394,32.6152,NA,NA,NA,NA,NA
EN608,8,14,"(13.5,15]","EN6088(13.5,15]",2018-02-01 19:28:37+00:00,40.69368,-70.88446,35.108,2.059,14.34,4.4425,32.6158,NA,NA,NA,NA,NA
EN608,8,15,"(4.5,6]","EN6088(4.5,6]",2018-02-01 19:30:48+00:00,40.69306,-70.88426,249.29,1.5924,5.48,4.4959,32.6193,NA,NA,NA,NA,NA
EN608,8,16,"(4.5,6]","EN6088(4.5,6]",2018-02-01 19:30:57+00:00,40.69302,-70.88424,287.28,1.5133,5.443,4.4943,32.6195,1.979800013906985,1.3211468083162445,0.48308942330764937,1.3932999343206016,NA
EN608,8,17,"(4.5,6]","EN6088(4.5,6]",2018-02-01 19:31:03+00:00,40.69298,-70.88423,274.27,1.6092,5.283,4.4953,32.6193,NA,NA,NA,NA,NA
EN608,8,18,"(4.5,6]","EN6088(4.5,6]",2018-02-01 19:31:11+00:00,40.69294,-70.88424,253.1,1.2759,5.303,4.4934,32.6192,NA,NA,NA,NA,NA
EN608,8,19,"(4.5,6]","EN6088(4.5,6]",2018-02-01 19:31:18+00:00,40.6929,-70.88422,269.81,1.3656,5.175,4.4941,32.6191,NA,NA,NA,NA,NA
EN608,8,20,"(4.5,6]","EN6088(4.5,6]",2018-02-01 19:31:25+00:00,40.69287,-70.88422,238.57,1.3501,5.372,4.493,32.6191,NA,NA,NA,NA,NA
EN608,8,21,"(4.5,6]","EN6088(4.5,6]",2018-02-01 19:31:32+00:00,40.69282,-70.88421,279.92,1.4466,5.055,4.4971,32.6191,NA,NA,NA,NA,NA
EN608,8,22,"(4.5,6]","EN6088(4.5,6]",2018-02-01 19:31:43+00:00,40.69276,-70.8842,266.68,1.3208,5.288,4.4988,32.6192,NA,NA,NA,NA,NA
EN608,8,23,"(4.5,6]","EN6088(4.5,6]",2018-02-01 19:31:53+00:00,40.6927,-70.8842,225.42,1.38,5.592,4.4977,32.6194,NA,NA,NA,NA,NA
EN608,8,24,"(4.5,6]","EN6088(4.5,6]",2018-02-01 19:31:59+00:00,40.69266,-70.88421,283.54,1.3769,4.947,4.5001,32.6193,NA,NA,NA,NA,NA
EN608,9,1,"(70.5,72]","EN6089(70.5,72]",2018-02-01 23:38:22+00:00,40.52355,-70.89454,1e-12,1.2591,71.173570144698175,7.4574,33.2064,NA,NA,NA,NA,NA
EN608,9,2,"(70.5,72]","EN6089(70.5,72]",2018-02-01 23:38:30+00:00,40.52352,-70.89457,1e-12,1.1837,71.33823307950566,7.459,33.2065,4.59063117579892,1.3444107465535091,0.5167271442664036,2.047937019689437,NA
EN608,9,3,"(43.5,45]","EN6089(43.5,45]",2018-02-01 23:41:18+00:00,40.52313,-70.89522,1e-12,1.1713,45.91310460619611,7.4361,33.1939,NA,NA,NA,NA,NA
EN608,9,4,"(43.5,45]","EN6089(43.5,45]",2018-02-01 23:41:26+00:00,40.52312,-70.89524,1e-12,1.4535,45.542070774238425,7.4401,33.1963,4.548799058716752,1.3453902807950784,0.5143983789692592,2.024257031770611,NA
EN608,9,5,"(43.5,45]","EN6089(43.5,45]",2018-02-01 23:41:33+00:00,40.52309,-70.89526,1e-12,1.3326,44.551982551333445,7.439,33.1957,NA,NA,NA,NA,NA
EN608,9,6,"(43.5,45]","EN6089(43.5,45]",2018-02-01 23:41:40+00:00,40.52307,-70.89528,1e-12,1.1401,44.39821090471888,7.4392,33.1958,NA,NA,NA,NA,NA
EN608,9,7,"(28.5,30]","EN6089(28.5,30]",2018-02-01 23:43:59+00:00,40.52268,-70.89572,1e-12,1.3856,29.884623684774095,7.4224,33.1857,NA,NA,NA,NA,NA
EN608,9,8,"(28.5,30]","EN6089(28.5,30]",2018-02-01 23:44:05+00:00,40.52268,-70.89574,1e-12,1.3089,29.222861323364384,7.4212,33.1855,NA,NA,NA,NA,NA
EN608,9,9,"(28.5,30]","EN6089(28.5,30]",2018-02-01 23:44:13+00:00,40.52266,-70.89578,1e-12,1.3974,29.430220374475436,7.4194,33.1842,4.676323633821788,0.9393733376647105,0.5138808755698937,2.015599831886309,NA
EN608,9,10,"(28.5,30]","EN6089(28.5,30]",2018-02-01 23:44:22+00:00,40.52264,-70.8958,1e-12,1.3619,29.336958434903067,7.42,33.1856,NA,NA,NA,NA,NA
EN608,9,11,"(13.5,15]","EN6089(13.5,15]",2018-02-01 23:46:38+00:00,40.52236,-70.89628,0.037043,1.2224,14.142631884287143,7.3744,33.1657,NA,NA,NA,NA,NA
EN608,9,12,"(13.5,15]","EN6089(13.5,15]",2018-02-01 23:46:46+00:00,40.52234,-70.8963,0.045062,1.1619,14.822302961751321,7.3743,33.1661,4.624350397446971,0.7037953525673561,0.5190559095635483,2.0324049846028953,NA
EN608,9,13,"(13.5,15]","EN6089(13.5,15]",2018-02-01 23:46:52+00:00,40.52232,-70.89633,0.054601,1.4715,14.500823784646759,7.3743,33.1661,NA,NA,NA,NA,NA
EN608,9,14,"(13.5,15]","EN6089(13.5,15]",2018-02-01 23:46:59+00:00,40.5223,-70.89632,0.04644,1.3115,14.480979374444054,7.3747,33.1664,NA,NA,NA,NA,NA
EN608,9,15,"(3,4.5]","EN6089(3,4.5]",2018-02-01 23:48:59+00:00,40.52209,-70.89656,0.82945,1.1738,5.1003111393648934,7.381,33.168,NA,NA,NA,NA,NA
EN608,9,16,"(3,4.5]","EN6089(3,4.5]",2018-02-01 23:49:07+00:00,40.52208,-70.8966,0.78408,1.1464,4.998107709639905,7.3814,33.1678,4.6220686456061255,0.9543112348486387,0.5198321646625964,2.028840255238771,NA
EN608,9,17,"(3,4.5]","EN6089(3,4.5]",2018-02-01 23:49:13+00:00,40.52205,-70.89662,0.84652,1.1881,4.878043421136086,7.3827,33.1685,NA,NA,NA,NA,NA
EN608,9,18,"(3,4.5]","EN6089(3,4.5]",2018-02-01 23:49:19+00:00,40.52204,-70.89662,0.98129,1.2896,4.785762556451324,7.3826,33.1685,NA,NA,NA,NA,NA
EN608,10,1,"(22.5,24]","EN60810(22.5,24]",2018-02-02 04:07:39+00:00,40.35988,-70.66178,1e-12,0.8947,24.13,7.9347,33.2816,NA,NA,NA,NA,NA
EN608,10,2,"(22.5,24]","EN60810(22.5,24]",2018-02-02 04:07:46+00:00,40.35986,-70.66176,1e-12,1.0529,24.153,7.9386,33.2831,NA,NA,NA,NA,NA
EN608,10,3,"(4.5,6]","EN60810(4.5,6]",2018-02-02 04:10:35+00:00,40.35944,-70.66133,0.050134,0.8984,5.878,7.7263,33.2212,NA,NA,NA,NA,NA
EN608,10,4,"(4.5,6]","EN60810(4.5,6]",2018-02-02 04:10:43+00:00,40.35942,-70.66132,0.089331,0.9937,5.495,7.7267,33.2214,NA,NA,NA,NA,NA
EN608,11,1,"(73.5,75]","EN60811(73.5,75]",2018-02-02 07:04:25+00:00,40.36082,-71.10338,1e-12,0.8455,74.156,7.6775,33.2084,NA,NA,NA,NA,NA
EN608,11,2,"(73.5,75]","EN60811(73.5,75]",2018-02-02 07:04:33+00:00,40.3608,-71.10338,1e-12,0.8679,73.68,7.6652,33.2047,NA,NA,NA,NA,NA
EN608,11,3,"(73.5,75]","EN60811(73.5,75]",2018-02-02 07:04:40+00:00,40.36078,-71.10338,1e-12,0.8118,74.701,7.6506,33.2005,NA,NA,NA,NA,NA
EN608,11,4,"(1.5,3]","EN60811(1.5,3]",2018-02-02 07:09:01+00:00,40.36017,-71.1034,1.5251,0.9738,3.643,7.3135,33.112,NA,NA,NA,NA,NA
EN608,11,5,"(1.5,3]","EN60811(1.5,3]",2018-02-02 07:09:14+00:00,40.36014,-71.1034,1.5884,1.2903,4.055,7.32,33.113,NA,NA,NA,NA,NA
EN608,12,1,"(87,88.5]","EN60812(87,88.5]",2018-02-02 09:18:54+00:00,40.35838,-70.88038,1e-12,0.7365,88.077,8.2323,33.3792,6.3006774165214985,1.0632844192231943,0.6354941744207749,3.713938750365551,NA
EN608,12,2,"(87,88.5]","EN60812(87,88.5]",2018-02-02 09:19:39+00:00,40.35821,-70.88032,1e-12,0.6779,89.603,8.3596,33.4221,NA,NA,NA,NA,NA
EN608,12,3,"(87,88.5]","EN60812(87,88.5]",2018-02-02 09:20:12+00:00,40.35808,-70.88028,1e-12,0.6443,88.555,8.3464,33.4178,NA,NA,NA,NA,NA
EN608,12,4,"(73.5,75]","EN60812(73.5,75]",2018-02-02 09:22:28+00:00,40.3577,-70.8803,1e-12,0.5994,75.04,7.546,33.1735,6.158701746424443,0.46723783322843276,0.6365291812195057,3.2780232738383455,NA
EN608,12,5,"(73.5,75]","EN60812(73.5,75]",2018-02-02 09:22:37+00:00,40.35764,-70.88031,1e-12,0.6231,75.355,7.5651,33.18,NA,NA,NA,NA,NA
EN608,12,6,"(73.5,75]","EN60812(73.5,75]",2018-02-02 09:22:45+00:00,40.35764,-70.8803,1e-12,0.7065,75.23,7.5479,33.1742,NA,NA,NA,NA,NA
EN608,12,7,"(52.5,54]","EN60812(52.5,54]",2018-02-02 09:25:15+00:00,40.35722,-70.88016,1e-12,0.7421,55.571,6.9041,33.0011,NA,NA,NA,NA,NA
EN608,12,8,"(52.5,54]","EN60812(52.5,54]",2018-02-02 09:25:23+00:00,40.35719,-70.88016,1e-12,0.7277,54.591,6.9014,33.0007,5.830383009325001,0.7353853318579577,0.6246266030341003,2.923332702107973,NA
EN608,12,9,"(52.5,54]","EN60812(52.5,54]",2018-02-02 09:25:32+00:00,40.35716,-70.88014,1e-12,0.975,54.971,6.9034,33.001,NA,NA,NA,NA,NA
EN608,12,10,"(52.5,54]","EN60812(52.5,54]",2018-02-02 09:25:40+00:00,40.35715,-70.88013,1e-12,0.9339,54.698,6.9018,33.0008,NA,NA,NA,NA,NA
EN608,12,11,"(34.5,36]","EN60812(34.5,36]",2018-02-02 09:27:54+00:00,40.35679,-70.88002,1e-12,1.0367,35.583,6.5924,32.9133,5.517783007129161,1.097568117678111,0.6075489908550404,2.7209069989309116,NA
EN608,12,12,"(34.5,36]","EN60812(34.5,36]",2018-02-02 09:28:04+00:00,40.35675,-70.88002,1e-12,0.8592,35.265,6.5927,32.9135,NA,NA,NA,NA,NA
EN608,12,13,"(34.5,36]","EN60812(34.5,36]",2018-02-02 09:28:12+00:00,40.35674,-70.88004,1e-12,1.1563,35.126,6.5914,32.9129,NA,NA,NA,NA,NA
