cruise,cast,niskin,mean_nitr,mean_ammon,mean_phos,mean_sil,sd_nitr,sd_phos,sd_ammon,sd_sil,date,latitude,longitude,depth_grp,depth
AR39B,5,6,0,0.05871486,0.132848496,0.2900897375,0,0.012907521526924997,NA,0.05340145718393003,2019-10-06T05:47:29Z,40.51416667,-70.88366667,"(19.5,21]",20.50269632167027
AR39B,5,8,0,0.5261754765,0.1346231895,0.3254069415,0,0.0111148099680387,0.5276648187051758,0.020418203988615193,2019-10-06T05:50:10Z,40.51416667,-70.88366667,"(1.5,3]",2.4191929145613202
AR39B,6,1,8.706061291813414,0.5072425444244141,0.6487598014197559,8.070673636730417,NA,NA,NA,NA,2019-10-06T14:27:31Z,40.36333333,-70.88333333,"(81,82.5]",82.44098983898158
AR39B,6,2,15.03424670778286,0,1.0390293694613277,13.059100281260068,NA,NA,NA,NA,2019-10-06T14:27:38Z,40.36333333,-70.88333333,"(81,82.5]",82.38841882584408
AR39B,6,4,10.21179868,0.17614458,0.840697735,12.23885494,0.010706515905979732,0.004302507175641714,0.010645557644587337,0.012565047085379909,2019-10-06T14:29:41Z,40.36333333,-70.88333333,"(66,67.5]",67.62237337724481
AR39B,6,7,2.069257943021668,0.0869707442698944,0.24277808193754927,1.9466290879220718,NA,NA,NA,NA,2019-10-06T14:32:01Z,40.36333333,-70.88333333,"(40.5,42]",41.56245701923554
AR39B,6,12,1.7272485617300672,0.2291444759206799,0.14292989375028994,1.4359549635580995,NA,NA,NA,NA,2019-10-06T14:34:10Z,40.36333333,-70.88333333,"(21,22.5]",22.62727989262642
AR39B,6,13,1.3407172491460686,0.3197607004893124,0.11454665243817565,1.0911235251261897,NA,NA,NA,NA,2019-10-06T14:34:16Z,40.36333333,-70.88333333,"(21,22.5]",22.472497319253872
AR39B,6,17,0,0.1885234097347412,0.06082123138310211,0.21235953686422598,NA,NA,NA,NA,2019-10-06T14:36:12Z,40.36333333,-70.88333333,"(6,7.5]",7.601910089073492
AR39B,7,1,9.356688605927317,0.23799778521761522,0.6426776782814456,7.539774794569853,NA,NA,NA,NA,2019-10-06T18:52:19Z,40.365,-70.77483333,"(82.5,84]",83.97148199679548
AR39B,7,2,14.274338289587615,0,0.9508385839558297,10.790898180372169,NA,NA,NA,NA,2019-10-06T18:52:27Z,40.365,-70.77483333,"(82.5,84]",83.89907341393976
AR39B,7,3,2.84434429233932,0,0.20983324827170227,2.794044763599316,NA,NA,NA,NA,2019-10-06T18:55:50Z,40.365,-70.77483333,"(42,43.5]",43.81947409594246
AR39B,7,5,0,0.16717131084213238,0.035985895235002084,0.4479774991945339,NA,NA,NA,NA,2019-10-06T18:57:18Z,40.365,-70.77483333,"(31.5,33]",33.94592919777447
AR39B,7,6,0.9369842812900072,0.2885137265001288,0.07298547765972253,0.9748313977957803,NA,NA,NA,NA,2019-10-06T18:57:32Z,40.365,-70.77483333,"(31.5,33]",33.91120427452701
AR39B,7,8,0,0.3770468194694824,0.034465364450424536,0.29629211572008674,NA,NA,NA,NA,2019-10-06T18:59:32Z,40.365,-70.77483333,"(7.5,9]",8.050413728631074
AR39B,10,1,10.723714269018895,0.2510173577131084,0.6578829861272212,6.282808583511601,NA,NA,NA,NA,2019-10-07T14:09:34Z,40.13783333,-70.775,"(122,123]",122.94299101544178
AR39B,10,2,12.968024350985672,0.13540355395312903,0.7673612026168051,7.542302884294427,NA,NA,NA,NA,2019-10-07T14:09:43Z,40.13783333,-70.775,"(122,123]",123.17406400674784
AR39B,10,3,13.82299917754093,0.2629622791344054,0.8579376160415892,7.762360286364839,0.7765793824153254,0.04159090231206349,0.37188482154441566,0.3940946343736349,2019-10-07T14:09:52Z,40.13783333,-70.775,"(122,123]",123.06894070393633
AR39B,10,4,10.152747605,0,0.598832343,3.9382004244999997,0.057101425236292795,0.0050195912335106955,0,0.03942867222007984,2019-10-07T14:11:44Z,40.13783333,-70.775,"(88.5,90]",90.99786600807518
AR39B,10,5,5.1058560295781605,0,0.3142430288126943,3.151011032709182,NA,NA,NA,NA,2019-10-07T14:14:12Z,40.13783333,-70.775,"(66,67.5]",67.96699212279071
AR39B,10,9,0.1509083085,0.101370955,0,0.8333106415,0.050677514985599095,0,0.12206906410253802,0.03317015353839777,2019-10-07T14:16:04Z,40.13783333,-70.775,"(54,55.5]",55.66190108459657
AR39B,10,12,0.3339144846929831,0.0926993561679114,0.02027374379436737,0.8848314036009417,NA,NA,NA,NA,2019-10-07T14:18:05Z,40.13783333,-70.775,"(30,31.5]",31.114983653430265
AR39B,10,13,0,0.18748184393510173,0,0.8024156785798253,NA,NA,NA,NA,2019-10-07T14:18:18Z,40.13783333,-70.775,"(30,31.5]",30.986000886310062
AR39B,10,17,0.7720507630931701,0.5020347154262168,0.052711733865355166,1.29134823131246,NA,NA,NA,NA,2019-10-07T14:20:42Z,40.13783333,-70.775,"(7.5,9]",8.011880980025277
AR39B,11,1,13.920186563398087,0,0.81399081334385,7.234381555841299,NA,NA,NA,NA,2019-10-07T18:48:33Z,40.22666667,-70.883,"(116,117]",117.46563481109266
AR39B,11,4,7.0142279027023005,0.06770177697656451,0.500761471720874,5.913707483723779,NA,NA,NA,NA,2019-10-07T18:51:24Z,40.22666667,-70.883,"(75,76.5]",76.83264170476588
AR39B,11,5,5.318347065291876,0.2692447592067989,0.4252417760868556,5.123932253766824,NA,NA,NA,NA,2019-10-07T18:51:36Z,40.22666667,-70.883,"(75,76.5]",76.72253574875047
AR39B,11,6,6.761600700500001,0.40096729200000003,0.5237881545,6.6160350994999995,2.2476548490074593,0.1541731721439104,0.38253037899892506,1.8512700504772142,2019-10-07T18:51:45Z,40.22666667,-70.883,"(75,76.5]",76.66103509890807
AR39B,11,8,1.7610831686819988,0.290565325410445,0,2.0440155557956143,0.24376781179810886,0,0.410921423950803,0.2884201251066942,2019-10-07T18:53:35Z,40.22666667,-70.883,"(55.5,57]",57.51756435690443
AR39B,11,10,0.2732027602033498,0.5166166366211692,0.024328492553240846,0.6825842256350122,NA,NA,NA,NA,2019-10-07T18:56:14Z,40.22666667,-70.883,"(31.5,33]",33.53163626480656
AR39B,11,13,0.11029296615616715,0.5832768477980943,0.016218995035493896,0.702808943431605,NA,NA,NA,NA,2019-10-07T18:58:43Z,40.22666667,-70.883,"(7.5,9]",8.577414389958015
AR39B,11,14,0,0.20102219933041465,0,0.6416291720969114,NA,NA,NA,NA,2019-10-07T18:59:02Z,40.22666667,-70.883,"(7.5,9]",8.631989567829189
AR39B,12,1,13.291820214930382,0,0.7795254488934255,6.787415292536594,NA,NA,NA,NA,2019-10-08T02:36:51Z,40.09516667,-70.888,"(135,136]",136.8044653831935
AR39B,12,2,12.182819380919748,0.3083034766932784,0.7430327100635642,6.918875958214449,NA,NA,NA,NA,2019-10-08T02:37:08Z,40.09516667,-70.888,"(135,136]",137.41235632108928
