cruise,cast,niskin,mean_nitr,mean_ammon,mean_phos,mean_sil,sd_nitr,sd_phos,sd_ammon,sd_sil,date,latitude,longitude,depth_grp,depth
AR39B,12,4,13.265705840512132,0,0.5387123010396541,8.089602246948257,NA,NA,NA,NA,2019-10-08T02:38:59Z,40.09516667,-70.888,"(100,102]",101.61214371690889
AR39B,12,5,8.723262947085477,0,0.5078572820489027,3.6859548184290656,NA,NA,NA,NA,2019-10-08T02:40:31Z,40.09516667,-70.888,"(75,76.5]",76.29492726431447
AR39B,12,8,13.262945915,0,0.487956758,8.0969767745,0.013128688971730688,NA,0,0.0032366349197780957,2019-10-08T02:42:10Z,40.09516667,-70.888,"(64.5,66]",66.53083465916464
AR39B,12,9,0.22969269098577927,0,0.017232682225212268,0.5738763674783249,NA,NA,NA,NA,2019-10-08T02:43:37Z,40.09516667,-70.888,"(45,46.5]",46.11431187916295
AR39B,12,10,0.2296926909857793,0.293721555498326,0.026355866932677583,0.726067368897687,NA,NA,NA,NA,2019-10-08T02:43:52Z,40.09516667,-70.888,"(45,46.5]",46.20657771311093
AR39B,12,13,0,0,0,0.6380898464825077,NA,NA,NA,NA,2019-10-08T02:46:13Z,40.09516667,-70.888,"(7.5,9]",8.094272177130845
AR39B,13,1,23.814641690000002,0,1.75634281,14.087381659999998,0.03690226242239314,0.014924383814126979,0,7.192548756872191e-4,2019-10-08T05:56:18Z,39.7735,-70.88433333,"(501,502]",502.35857844371054
AR39B,13,2,21.934129034999998,0,1.37542497,10.459114185,0.020934935703996748,7.106847414993529e-4,0,0.010788787779971328,2019-10-08T06:03:15Z,39.7735,-70.88433333,"(298,300]",300.5415726447155
AR39B,13,3,10.28272852,0,0.585196338,3.456873285,0.010999710661731409,0.003908767492459963,0,0.007911773934075913,2019-10-08T06:07:20Z,39.7735,-70.88433333,"(148,150]",150.0729581787369
AR39B,13,4,5.4531103555,0,0.31508639250000003,2.3028868965,0.03619260086440682,0.003553424414603565,0,0.005754017085188235,2019-10-08T06:11:15Z,39.7735,-70.88433333,"(73.5,75]",75.55117953418049
AR39B,13,7,0.34599425699999997,0,0.0369359645,0.875534406,0.002483805907012876,0.0010660278193558102,0,0.014744669797261405,2019-10-08T06:14:17Z,39.7735,-70.88433333,"(49.5,51]",50.17543520608772
AR39B,13,11,0,0,0,0.793397429,0,0,0,0.008631025981336086,2019-10-08T06:17:08Z,39.7735,-70.88433333,"(34.5,36]",35.122508797089836
AR39B,13,12,0,0,0,0.767459436,0,0,0,0.015104295820891492,2019-10-08T06:19:15Z,39.7735,-70.88433333,"(19.5,21]",20.620171738217515
AR39B,13,15,0,0,0,0.797974722,0,0,0,0.00935027802859626,2019-10-08T06:22:20Z,39.7735,-70.88433333,"(4.5,6]",5.116536781933163
AR39B,14,1,24.731940465,0,1.6586006995,14.508238305,0.12915791140730887,0.013858355994771344,0,0.004675142549832015,2019-10-08T19:42:07Z,39.93983333,-70.88233333,"(441,442]",442.6916961611342
AR39B,14,2,18.806882899971022,0.06629654483518174,1.2588379795749378,8.32635000540132,0.25583201209088047,0.06751506811848165,0.09375747284438998,0.08882764451540422,2019-10-08T19:46:38Z,39.93983333,-70.88233333,"(300,302]",301.6616923977943
AR39B,14,3,11.6940539,0,0.9256605025,4.2380645999999995,0.5180509503604365,0.1108668486652769,0,0.20930238535069975,2019-10-08T19:50:46Z,39.93983333,-70.88233333,"(170,171]",171.09784068781943
AR39B,14,4,10.75567934,0,0.780931824,3.573339959,0.031224986929060474,NA,0,0.001438504094520349,2019-10-08T19:53:34Z,39.93983333,-70.88233333,"(136,138]",137.50255541822537
AR39B,14,5,7.646498169,0,0.1472413285,2.6909396135,0.10644882640453983,0.012081644141022885,0,0.048189896358822176,2019-10-08T19:55:58Z,39.93983333,-70.88233333,"(99,100]",100.49972620821264
AR39B,14,6,7.1138326085,0,0.205786089,2.7814682939999997,0.037257089312299624,0.028782739101791542,0,0.006473269839555249,2019-10-08T19:58:22Z,39.93983333,-70.88233333,"(73.5,75]",75.26137304103328
AR39B,14,7,0,0,0,0.6728620505,0,0,0,0.016542800622518682,2019-10-08T20:00:57Z,39.93983333,-70.88233333,"(49.5,51]",50.54572269511813
AR39B,14,9,0,0,0.03718723,0.6741335205,0,0.004264109863209669,0,0.00467513901429813,2019-10-08T20:03:38Z,39.93983333,-70.88233333,"(19.5,21]",21.277716783600855
AR39B,14,11,0,0,0.0286442175,0.6512470565,0,7.106854486061338e-4,0,0.010429156806593362,2019-10-08T20:06:02Z,39.93983333,-70.88233333,"(1.5,3]",3.2201295771802574
AR39B,15,1,24.064103863540982,0,1.570201456873753,14.944043979902531,NA,NA,NA,NA,2019-10-13T14:22:13Z,39.94016667,-70.883,"(436,438]",438.2436231909603
AR39B,15,3,13.630794009997501,0.09374092196755086,1.0167282512875235,6.951235506688997,NA,NA,NA,NA,2019-10-13T14:27:47Z,39.94016667,-70.883,"(302,303]",302.23936863407187
AR39B,15,4,15.082816087374566,0.27601493690445533,1.0380156822716093,7.365842221519153,NA,NA,NA,NA,2019-10-13T14:27:55Z,39.94016667,-70.883,"(302,303]",302.9339761679168
AR39B,15,5,2.4203740829867137,0,0.14698464250916343,1.8606740372865518,NA,NA,NA,NA,2019-10-13T14:33:54Z,39.94016667,-70.883,"(46.5,48]",48.98117590185743
AR39B,15,7,0.9228821912979587,0.5998476282058598,0.04946237470919487,1.269846273196614,NA,NA,NA,NA,2019-10-13T14:36:17Z,39.94016667,-70.883,"(6,7.5]",7.284664297508265
AR39B,15,8,1.1906536708634523,0.1991317555613893,0.05854730067618985,1.5934929774188922,NA,NA,NA,NA,2019-10-13T14:36:30Z,39.94016667,-70.883,"(6,7.5]",7.199325773465469
AR39B,16,1,22.871602961911197,0.46202491068677015,1.4969939121170612,13.02564379957306,NA,NA,NA,NA,2019-10-14T14:52:46Z,39.94,-70.775,"(436,438]",438.94273014418195
AR39B,16,2,16.854531647172138,0.7813223808110668,1.1154270215032724,10.096161462759241,NA,NA,NA,NA,2019-10-14T14:52:54Z,39.94,-70.775,"(436,438]",439.0209579361799
AR39B,16,3,2.5581470430534594,1.0564773435449075,0.23015145783053942,2.8880797943080045,NA,NA,NA,NA,2019-10-14T14:57:03Z,39.94,-70.775,"(249,250]",250.6039445207697
AR39B,16,5,11.690510937127652,0.7406131795509798,1.0003512925880025,5.9023868523532474,NA,NA,NA,NA,2019-10-14T15:01:49Z,39.94,-70.775,"(69,70.5]",70.61885871959025
AR39B,16,6,2.403412304392724,0.9711351625900265,0.21299104211510445,2.9628063344404496,NA,NA,NA,NA,2019-10-14T15:02:04Z,39.94,-70.775,"(69,70.5]",71.25274653003494
AR39B,16,7,1.1891465143180557,0.7126562582036912,0.06914638097101733,1.6131844305619012,NA,NA,NA,NA,2019-10-14T15:04:48Z,39.94,-70.775,"(6,7.5]",7.5228182436747
AR61B,1,1,0,0,0.38689534,1.010754566,0,0.01019102516299994,0,0.013972852846101303,2021-11-08T20:17:56Z,41.19633333,-70.88333333,"(18,19.5]",19.67001225420206
AR61B,1,3,0,0,0.369749689,1.301976373,0,0.0014056589845342902,0,0.36643805842903093,2021-11-08T20:20:26Z,41.19633333,-70.88333333,"(10.5,12]",13.059313233331777
AR61B,1,6,0,0,0.3627920335,1.0902909715,0,0.0028113172619618192,0,0.09571403966234178,2021-11-08T20:22:42Z,41.19633333,-70.88333333,"(1.5,3]",3.64343580143828
AR61B,2,1,3.8959002055000003,0.4888566715,0.565061017,7.771349013,0.003459522048275679,0.1061272299978159,6.990365714928942e-4,0.07056290552930844,2021-11-08T21:50:26Z,41.02866667,-70.88716667,"(40.5,42]",41.11053799131569
AR61B,2,4,0.7306953355341703,0.011121612850884312,0.31856122420793864,2.3707776945747066,0.03148165117718161,0.02600468539419438,0.015728335729183494,0.12365974505520562,2021-11-08T21:53:47Z,41.02866667,-70.88716667,"(22.5,24]",24.791726521106177
AR61B,2,8,0.18371349050000002,0,0.2785547055,1.9382676155,0.01003261415213107,0.005271220131343447,0,0.4041647599821335,2021-11-08T21:56:39Z,41.02866667,-70.88716667,"(15,16.5]",16.007264248415826
AR61B,2,12,0.1785763625,0,0.2638939315,1.5704734925000001,0.003459522048275522,7.028294922671451e-4,0,0.11807060365041841,2021-11-08T21:59:30Z,41.02866667,-70.88716667,"(1.5,3]",4.074117914820181
AR61B,3,1,2.0822493123759154,0.02570328303315485,0.27134856227384474,3.9009051416924607,2.944745217804071,0.38374481689811163,0.036349931463001854,5.08309298646376,2021-11-08T23:54:29Z,40.86416667,-70.8835,"(46.5,48]",49.40362303233462
AR61B,3,4,1.7228949608862276,0.018783168370382394,0.3784467585559208,4.0353610331597185,0.010724518532886121,0.017922148041944794,0.026563411453732127,0.29936836585398713,2021-11-08T23:57:12Z,40.86416667,-70.8835,"(31.5,33]",32.95030195402498
AR61B,3,6,1.8447182875,0.06376391349999999,0.38540441400000003,3.5173863695,0.003113570055580163,0.004568390639076341,0.0048932602430907385,0.01816470841708905,2021-11-08T23:59:41Z,40.86416667,-70.8835,"(22.5,24]",24.67899512018076
AR61B,3,9,0,0,0.23109355599999998,0.579479524,0,0.004919805738763274,0,0.1264543154995006,2021-11-09T00:01:55Z,40.86416667,-70.8835,"(16.5,18]",17.873791366194965
AR61B,3,11,0,0,0.212208491,2.496257489,0,0.037249955311984356,0,2.0980238097994124,2021-11-09T00:04:06Z,40.86416667,-70.8835,"(3,4.5]",3.5552368190217245
AR61B,4,1,5.1496041205,0.5461947645,0.6878139384999999,9.849669862999999,0.0017297606705845767,0.0028113172619618192,6.990365714928942e-4,0.2654841984190716,2021-11-09T02:04:25Z,40.6965,-70.8835,"(58.5,60]",59.73716191825276
AR61B,4,4,4.590635643500001,0.3744276325,0.6135161175,8.310319312,6.919046924975577e-4,0.01019102587010678,0.012932187532773106,0.20959278844887883,2021-11-09T02:07:24Z,40.6965,-70.8835,"(51,52.5]",52.68501478942081
AR61B,4,8,1.0240008955,0,0.2614090545,2.643967956,0.0062271394040531725,0.033735807850648614,0,0.8006444515353072,2021-11-09T02:10:03Z,40.6965,-70.8835,"(40.5,42]",42.38858261159455
AR61B,4,12,0.80873076,0,0.273336464,3.0312756685,0.0020757133703866184,0.0056226345239236385,0,1.912883514184764,2021-11-09T02:13:38Z,40.6965,-70.8835,"(22.5,24]",23.71400320867325
AR61B,4,16,0.7612734795,0,0.2882457255,5.990425156000001,0.012454279515213263,0.015462245294343386,0,1.78153870040126,2021-11-09T02:17:04Z,40.6965,-70.8835,"(3,4.5]",4.348103815120821
AR61B,6,1,4.5847646394999995,0,0.525302986,10.5044866655,0.0062271394040531725,0.004919805738763255,0,1.012682488065528,2021-11-09T05:03:49Z,40.51316667,-70.8835,"(70.5,72]",72.28561192846547
AR61B,6,6,2.7314844715,0,0.389628705,4.446134455,0.0062271394040531725,0.011245269047847277,0,0.6944507718848363,2021-11-09T05:06:52Z,40.51316667,-70.8835,"(54,55.5]",55.091569634984495
AR61B,6,7,1.899269697,0,0.291227578,2.775869945,0.009686661452328852,0.04498107760560267,0,0.01606878098514844,2021-11-09T05:09:28Z,40.51316667,-70.8835,"(43.5,45]",43.26331740642388
AR61B,6,10,1.8143847685,0,0.32353097799999997,3.7910706459999997,0.003805474040971038,0.010542440262686931,0,0.6818752044647665,2021-11-09T05:12:22Z,40.51316667,-70.8835,"(22.5,24]",24.428765710951026
AR61B,6,12,1.779892622,0,0.328003757,2.721775309,0.0027676173557778074,0,0,0.0017466060754326507,2021-11-09T05:14:49Z,40.51316667,-70.8835,"(1.5,3]",3.7280063690915353
AR61B,7,3,25.360778985,0,1.493411043,17.141824385,0.21033894590916322,0.03443863734291574,0,4.172992415726162,2021-11-09T16:11:51Z,39.93983333,-70.8835,"(436,438]",438.0624245145501
AR61B,7,6,23.24428215,0,1.3562458359999998,13.39472107,0.00138380797078018,0.014759415802076242,0,3.333922616389199,2021-11-09T16:16:53Z,39.93983333,-70.8835,"(298,300]",300.7035039682121
AR61B,7,9,13.456095855000001,0,0.729311383,5.523581038,0.014875949828043824,0.006676878408770975,0,0.7971512379702288,2021-11-09T16:21:10Z,39.93983333,-70.8835,"(201,202]",202.29151317827225
AR61B,7,10,11.728063765,0,0.5849400325,4.193692821,0.0065730878612146465,0.007731123000725074,0,0.04541177068916889,2021-11-09T16:24:40Z,39.93983333,-70.8835,"(129,130]",130.9018432220892
AR61B,7,12,7.5202664895,0,0.324027953,3.0465901315000004,0.039438551916026014,0,0,0.03982262969214993,2021-11-09T16:28:22Z,39.93983333,-70.8835,"(79.5,81]",80.66461013598355
AR61B,7,14,0.30994007,0,0,1.1792136605,0.03563307787505537,0,0,1.0877865705223326,2021-11-09T16:30:50Z,39.93983333,-70.8835,"(54,55.5]",55.12222192050938
AR61B,7,17,0.05601916,0,0,0.9420864895000001,0.00864880547424221,0,0,0.12924888564445683,2021-11-09T16:34:08Z,39.93983333,-70.8835,"(22.5,24]",23.757310456444145
AR61B,7,22,0.1135060715,0,0,1.045829627,0.0013838086778888545,0,0,0.7706028177040575,2021-11-09T16:37:05Z,39.93983333,-70.8835,"(4.5,6]",7.016741117236206
AR61B,9,1,24.250670035,0,1.3965008425,14.5398477,0.024216660701888482,0.023896197787335684,0,1.27711872382929,2021-11-10T02:57:59Z,39.77333333,-70.88216667,"(498,500]",499.6204041144046
AR61B,9,3,16.300841775,0,0.896295114,9.1261849845,0.015221894749670473,0.013705171917228982,0,1.0147784162045745,2021-11-10T03:03:32Z,39.77333333,-70.88216667,"(298,300]",300.7506582095525
AR61B,9,6,8.629152314,0,0.3737254925,3.5443101835,0.0044973787334692235,0.011245269754954077,0,0.5620579933247019,2021-11-10T03:08:13Z,39.77333333,-70.88216667,"(176,177]",177.89130489856726
AR61B,9,7,7.3402223765,0,0.2653848575,3.4012928584999997,0.0062271394040531725,0.001405658277427529,0,1.6760436627566975,2021-11-10T03:11:34Z,39.77333333,-70.88216667,"(102,104]",103.38062832033934
AR61B,9,9,1.5849263740000001,0,0,1.589987083,0.015567849570793347,0,0,0.37761634042306913,2021-11-10T03:14:59Z,39.77333333,-70.88216667,"(64.5,66]",65.17070952409664
AR61B,9,12,1.506401699,0,0,0.85711592,0.0200652283042621,0,0,0.18234572546969235,2021-11-10T03:17:47Z,39.77333333,-70.88216667,"(36,37.5]",38.320307077550915
AR61B,9,16,0.5861218695,0,0,0.327778912,0.00276761806288449,0,0,0.005239819640511278,2021-11-10T03:20:33Z,39.77333333,-70.88216667,"(13.5,15]",15.87910570486117
AR61B,9,20,0.32535145499999996,0,0,0.8457535764999999,0.0020757133703866574,0,0,0.39822629762860645,2021-11-10T03:22:36Z,39.77333333,-70.88216667,"(1.5,3]",3.6121533468132205
AR61B,11,6,9.535488509916961,0,0.41050167113222663,3.684363418657671,NA,NA,NA,NA,2021-11-10T13:52:39Z,40.098,-70.883,"(99,100]",100.33661127106171
AR61B,11,7,6.994077783,0,0.27433041449999995,5.730573298,0.024562607037731325,0.04919805385209878,0,4.492272094562162,2021-11-10T13:54:52Z,40.098,-70.883,"(79.5,81]",80.64361189959412
AR61B,11,9,2.5152358355,0,0.09989205300000001,1.7073156305000001,0.003459522048275365,0.01475941580207625,0,0.11038553522145884,2021-11-10T13:57:19Z,40.098,-70.883,"(64.5,66]",66.32646401908116
AR61B,11,11,0.890435561,0,0,1.1352463309999998,0.006919044096551044,0,0,0.05589140997019169,2021-11-10T14:00:17Z,40.098,-70.883,"(49.5,51]",51.7235888339323
AR61B,11,15,0.2583241628135534,0,0,0.8398253971196085,NA,NA,NA,NA,2021-11-10T14:02:55Z,40.098,-70.883,"(39,40.5]",40.51279452692112
AR61B,11,16,0,0,0,0.807714426,0,0,0,NA,2021-11-10T14:05:13Z,40.098,-70.883,"(19.5,21]",20.744584820777945
AR61B,12,3,13.090381250453474,0,0.6689288732977932,9.515715764304646,NA,NA,NA,NA,2021-11-10T21:16:31Z,40.13633333,-70.77566667,"(128,129]",128.47182950113435
AR61B,12,6,0,0.036577748931797285,0,1.808588693444051,0,0,0.05172874862042571,2.058899823037806,2021-11-10T21:23:56Z,40.13633333,-70.77566667,"(49.5,51]",51.96745885693881
AR61B,12,10,0.2771353877176912,0.05733809292011467,0,2.7307801917873453,0.014911175904309003,0,0.08108830864823491,1.3555567585658195,2021-11-10T21:26:31Z,40.13633333,-70.77566667,"(37.5,39]",39.863799651403085
AR61B,12,17,0.6120272824999999,0,0.138912654,1.1166698935000001,0.011150238846203227,0.001403229365634156,0,0.04049255679878163,2021-11-10T21:33:05Z,40.13633333,-70.77566667,"(10.5,12]",12.288594300895014
AR61B,17,1,10.932965625,0,0.5710302305,9.2179569325,0.13763575401820966,0.04560496569681813,0,0.8960723519533609,2021-11-11T05:35:07Z,40.22633333,-70.88366667,"(118,120]",119.5354073428094
AR61B,17,3,2.4214992485,0.026048768,0.1235330385,2.3276297735,0.002787559888327497,0.006314533559567214,0.0020851999149630726,0.07749437561332562,2021-11-11T05:40:00Z,40.22633333,-70.88366667,"(61.5,63]",63.66613070847452
AR61B,17,4,1.182168640100874,0.010321209955566603,0.18480344127135853,1.3383254113873762,0.05087296433535865,0.02981863128406692,0.014596395099262499,0.00628332774949206,2021-11-11T05:42:20Z,40.22633333,-70.88366667,"(42,43.5]",43.91526931277826
AR61B,17,7,0.40553882199741037,0.08983056882436276,0.24235432876335683,1.016054658799479,0.12476520010943168,0.00806664823440875,0.12703960874710354,0.2386357879446484,2021-11-11T05:46:09Z,40.22633333,-70.88366667,"(1.5,3]",3.2408840459007267
AR61B,18,5,0.323702129,0.1771932645,0.27862038749999996,0.6187360319999999,0.013198626075031005,0.017877891764504127,0.02582673365026332,0.002786703582015519,2021-11-11T14:05:03Z,40.36366667,-70.883,"(64.5,66]",65.41024951986317
AR61B,18,8,0.3153516948761703,0.16682819924524514,0.264967482645232,0.6266180200497381,NA,NA,NA,NA,2021-11-11T14:07:34Z,40.36366667,-70.883,"(49.5,51]",50.57155194605576
AR61B,18,10,0,0.234941488,0.24297113599999998,0.2645392115,0,0.013229639778453832,NA,0.031350414237014165,2021-11-11T14:09:43Z,40.36366667,-70.883,"(39,40.5]",40.449312288279835
AR61B,18,14,0,0.3030547761437293,0.2366503470953599,0.3290729853720323,NA,NA,NA,NA,2021-11-11T14:12:47Z,40.36366667,-70.883,"(24,25.5]",25.28039298036201
AR61B,32,4,7.433360122,0,0.428296675,4.7257442345000005,0.03681722151824717,7.151154725902515e-4,0,0.0020900273329585136,2021-11-14T17:43:13Z,40.227,-70.883,"(94.5,96]",96.89275800707328
AR61B,32,5,9.430587523500002,0.028380536999999997,0.6816339055,8.0280507575,0.014587955842667255,0.008581387792403538,0.012913366471578277,0.019158586596025807,2021-11-14T17:45:24Z,40.227,-70.883,"(78,79.5]",79.50492245503577
AR61B,32,9,7.344452557302958,0.06416469201740198,0.5582521008403362,6.32628035650844,NA,NA,NA,NA,2021-11-14T17:48:27Z,40.227,-70.883,"(63,64.5]",64.77320592399202
AR61B,32,10,2.7708705775,0.1189514675,0.243223968,2.5266696735,0.06599313249647516,0.00500580972234542,0.03699505109554121,0.013236841661020274,2021-11-14T17:49:56Z,40.227,-70.883,"(52.5,54]",53.45413132516041
AR61B,32,11,2.20647946,0.085388398,0.358262331,2.7086943265,0.030565240745864315,0.008938945528698663,0.05514356676734105,0.05677908283191538,2021-11-14T17:52:22Z,40.227,-70.883,"(33,34.5]",35.115108588502096
AR61B,32,15,2.0316115420682874,0.0878562706084427,0.36913408841797585,2.6670675790481773,NA,NA,NA,NA,2021-11-14T17:54:55Z,40.227,-70.883,"(22.5,24]",24.97907997389922
AT46,1,2,0,0,0.32173162899999996,0.219680859,0,0.01929440837366357,0,6.981477382689199e-4,2022-02-16T18:29:56Z,41.19686,-70.883,"(16.5,18]",17.905
AT46,1,7,0,0,0.322475804,0.2211618535,0,0,0,0.011170360276768718,2022-02-16T18:33:11Z,41.19668,-70.88286,"(7.5,9]",9.867
AT46,1,13,0,0,0.3130495875,0.16241573599999998,0,0.004911304193933068,0,0.00628332823020666,2022-02-16T18:35:38Z,41.19656,-70.88282,"(0,1.5]",2.056
AT46,2,2,1.1392971635,0.7011050475,0.481233122,1.5419621625,0.002787559888327497,0.1220809845086553,0.07889004035061466,0.11275082578930405,2022-02-17T02:32:13Z,40.69686,-70.88188,"(58.5,60]",59.848
AT46,2,4,1.1893138859999999,0.7315771915,0.360428725,1.4368115490000002,0.1041850438435613,0.01648794964239526,0.10460749842602018,0.044332367945047225,2022-02-17T02:35:22Z,40.69698,-70.88176,"(49.5,51]",52.024
AT46,2,8,1.018567144,0.6536766305,0.367126299,1.8235979599999999,0.004878229274243069,0.005612918876750146,0.03336318944702095,0.18291465227212644,2022-02-17T02:38:14Z,40.69682,-70.8817,"(37.5,39]",38.226
AT46,2,14,0.93972305,0.6399150174999999,0.3909398975,3.7957890405,0.006272008864853397,0.03788720206451003,0.023632258867549237,2.174729549219681,2022-02-17T02:42:22Z,40.6973,-70.88146,"(16.5,18]",17.343
AT46,2,19,0.823920786,0.7175698349999999,0.3423204685,4.004609272,0.013937798734530802,0.0028064594383750336,0.08340797255689228,3.2352156433307897,2022-02-17T02:45:33Z,40.69738,-70.88132,"(1.5,3]",2.493
AT46,3,2,3.7884587345,0.579707959,0.4703185565,4.108772556,0.03484449612921993,0.002806459438375073,0.08236537189230392,0.6485790536903496,2022-02-17T05:24:08Z,40.51412,-70.882,"(69,70.5]",70.879
AT46,3,4,3.781067101,0.5283476525,0.457419524,2.8400538885,0.1275308558753724,0,0.04378918477919566,0.4684569916641917,2022-02-17T05:27:48Z,40.51406,-70.8818,"(54,55.5]",55.5
AT46,3,6,3.4612557434999998,0.5681580335,0.447497192,1.6384736405,0.011150238846203463,NA,0.02780265728326181,0.16685725924168904,2022-02-17T05:31:37Z,40.51412,-70.8816,"(43.5,45]",44.396
AT46,3,10,3.3538306645000002,0.5199923875,0.4710627315,3.93623669,0.002787559888327497,0.006665340547422324,0.02502239120138228,3.4394237952561566,2022-02-17T05:35:30Z,40.5141,-70.88121,"(27,28.5]",28.045
AT46,3,13,3.1604162455,0.6696499315,0.41376126150000003,1.5343103574999999,0.2477443678393801,0.05472595869476043,0.27489877437438737,0.04887032682958147,2022-02-17T05:40:37Z,40.5141,-70.8807,"(1.5,3]",3.136
AT46,6,2,5.8655078465,0.0747059005,0.4911554545,5.032419492,6.968897953047718e-4,0.008419378315125181,0.0681165105207682,0.8433622132704065,2022-02-17T13:09:59Z,40.364,-70.88144,"(85.5,87]",87.488
AT46,6,4,5.661991527619442,0.014744585650809432,0.47676807264906185,3.648676914630799,0.030663156585696193,0.00491130397619928,0.020851992998946425,0.16825355418084492,2022-02-17T13:12:33Z,40.3641,-70.88146,"(78,79.5]",79.333
AT46,6,6,5.0075855442705635,0.01228715470900786,0.4532025331580833,2.9269389022927896,0.004181339534413117,0.00385888169558512,0.017376660832455357,0.89991216323282,2022-02-17T13:14:55Z,40.3641,-70.88138,"(70.5,72]",71.532
AT46,6,7,4.8802030545,0.0813409645,0.44799330849999996,2.031924527,0.0024391146371213774,7.01614682817078e-4,0.038576187113108326,0.230388684332277,2022-02-17T13:18:00Z,40.36404,-70.88128,"(48,49.5]",49.818
AT46,6,11,4.860245642500001,0.076180359,0.456427291,2.814876981,0.007665789162570565,0.028064594383750693,0.04795958390201502,1.3418395484877739,2022-02-17T13:20:37Z,40.36378,-70.88126,"(33,34.5]",34.805
AT46,6,13,4.894739934,0.0923994035,0.4455127255,3.8984713295,0.035541385924525645,0.01683875592314364,0.03197305569897441,2.581051409855609,2022-02-17T13:23:09Z,40.36354,-70.88122,"(21,22.5]",21.973
AT46,6,18,4.8412737825,0.073722928,0.5181938105,2.333553751,0.008014234413776999,0.04174608317355732,0.006950664497592153,0.1403276529656451,2022-02-17T13:26:54Z,40.36336,-70.88124,"(1.5,3]",2.935
AT46,7,1,21.582585285176357,0.017202016592611006,1.2844459314135497,12.930563445396363,0.16864736122132593,0.010524222806141436,0.0243273251654375,0.08168326074339771,2022-02-17T21:36:47Z,39.7727,-70.8816,"(495,496]",496.166
AT46,7,2,22.769681685000002,0,1.3271119605,11.196318824999999,0.29617821603771183,0.010524223070683176,0,0.10891101181461188,2022-02-17T21:49:41Z,39.77264,-70.88098,"(224,225]",224.991
AT46,7,3,13.098221565,0,0.692578803,5.3950163255,0.16202690746049309,NA,0,0.008028696161665358,2022-02-17T21:54:46Z,39.77264,-70.8808,"(154,156]",155.759
AT46,7,4,6.6534560145,0,0.302879197,2.5280577025,0.002787559888327811,0.01578633425247142,0,0.014661097553899638,2022-02-17T21:59:44Z,39.77264,-70.88076,"(97.5,99]",99.355
AT46,7,5,6.606642333402425,0.02260836466457446,0.31900298721472087,3.101202594738287,6.968899224018721e-4,0.02876620900345284,0.03197305593171785,0.85872145909726,2022-02-17T22:04:22Z,39.77262,-70.88068,"(64.5,66]",66.715
AT46,7,9,6.6229039278681725,0.030963629866699805,0.29518938941331097,3.289782567866276,0.10592726820513042,0.013330682221112281,0.04378918529778749,1.2273433537341332,2022-02-17T22:09:52Z,39.7726,-70.88056,"(43.5,45]",45.97
AT46,7,14,6.2989039775,0,0.3088325965,2.5189249030000003,0.017073802459850896,0.006665340547422324,0,0.011519434145903,2022-02-17T22:14:40Z,39.77264,-70.88028,"(19.5,21]",20.794
AT46,7,19,6.2772218515735645,0.011549925426467388,0.31230541283307434,2.460672450409582,0.0017422248060053084,0.02280248274663944,0.016334061182508033,0.015010171846009175,2022-02-17T22:18:47Z,39.77265,-70.88024,"(1.5,3]",3.683
AT46,8,1,14.120977305,0.102229127,0.7491360975,10.0880412335,0.04041961661298145,0.02104844543425967,0.06672637747982842,3.8405095506834956,2022-02-18T04:27:21Z,40.09078,-70.86982,"(140,141]",141.471
AT46,8,3,5.8765952970083255,0.029489171301618863,0.33959182698052326,2.494241660285768,0.0045297844956134255,0.01297987479424088,0.04170398599789285,0.028973122400436497,2022-02-18T04:31:45Z,40.09072,-70.86914,"(97.5,99]",99.339
AT46,8,6,5.519579382,0.04816564649999999,0.316522404,2.363667307,0.027178706966649677,0.0014032293656341167,0.023632258867549254,0.233181273871139,2022-02-18T04:35:24Z,40.09068,-70.86856,"(79.5,81]",80.025
AT46,8,9,4.8871019125,0.072002727,0.31677046249999996,1.934919384,0.005226673818342348,0.005262111181788207,0.03718605407216853,0.04293607246850931,2022-02-18T04:38:34Z,40.09064,-70.86806,"(58.5,60]",60.882
AT46,8,12,4.6971369225,0.075197387,0.304615605,3.9981916295,0.004181339478937982,NA,0.05908064681531976,2.9664288454145367,2022-02-18T04:41:33Z,40.0906,-70.86752,"(43.5,45]",45.292
AT46,8,13,3.8559689905,0.18873069650000002,0.280802007,3.7933207159999998,0.009059568753181051,0.011225837753500254,0.11260076217398714,2.947578861431024,2022-02-18T04:44:34Z,40.09058,-70.86694,"(27,28.5]",28.411
AT46,8,18,3.5487234105,0,0.369358824,1.5602277619999998,0.028224042013160883,0.05227030624424049,0,0.07435271220532914,2022-02-18T04:47:46Z,40.09053,-70.86636,"(15,16.5]",16.642
AT46,8,22,3.5622747390000002,0.166122332,0.3118092965,2.1822454745,0.07177966235146259,0.005262111181788247,NA,0.46531532754908866,2022-02-18T04:51:00Z,40.09048,-70.86575,"(0,1.5]",1.88
AT46,9,1,22.087680265000003,0,1.2973449635,15.016791105,0.05226673818342223,0.007717762925201341,0,2.1537851220213593,2022-02-18T07:48:30Z,39.95168,-70.8793,"(405,406]",406.022
AT46,9,3,23.69462146336408,0.07470590063076779,1.3943357629346393,13.590346518918764,0.008362679068824978,0.00947180052552712,0.10565009786132856,0.9407537936045197,2022-02-18T07:54:54Z,39.95164,-70.87874,"(248,249]",249.35
