cruise,date_time_utc,cast,station,niskin,latitude,longitude,depth,alternate_sample_category,depth_category,filter_size,replicate,percent_surface_irradiance,npp_rate,iode_quality_flag,nearest_station,distance,incub_type
EN649,2020-02-02 08:49:20,5,L2,15,41.0301,-70.8854,3.727,Dark_GFF,Dark,>0,NA,65,0.118,1,L2,0.18,ambient_temp
EN649,2020-02-02 08:49:20,5,L2,15,41.0301,-70.8854,3.727,Dark_5,Dark,>0&<5,NA,65,0.051,1,L2,0.18,ambient_temp
EN649,2020-02-02 08:49:20,5,L2,15,41.0301,-70.8854,3.727,Dark_20,Dark,>0&<20,NA,65,0.051,1,L2,0.18,ambient_temp
EN649,2020-02-05 10:13:04,21,L4,7,40.6996,-70.8829,37.691,D1_GFF,D1,>0,NA,1,0.513,1,L4,0.32,ambient_temp
EN649,2020-02-05 10:13:04,21,L4,7,40.6996,-70.8829,37.691,D1_5,D1,>0&<5,NA,1,0.138,1,L4,0.32,ambient_temp
EN649,2020-02-05 10:13:04,21,L4,7,40.6996,-70.8829,37.691,D1_20,D1,>0&<20,NA,1,0.16,1,L4,0.32,ambient_temp
EN649,2020-02-05 10:19:11,21,L4,14,40.7007,-70.8831,15.492,D2_GFF,D2,>0,NA,10,5.663,1,L4,0.45,ambient_temp
EN649,2020-02-05 10:19:11,21,L4,14,40.7007,-70.8831,15.492,D2_5,D2,>0&<5,NA,10,1.12,1,L4,0.45,ambient_temp
EN649,2020-02-05 10:19:11,21,L4,14,40.7007,-70.8831,15.492,D2_20,D2,>0&<20,NA,10,2.11,1,L4,0.45,ambient_temp
EN649,2020-02-05 10:22:41,21,L4,20,40.7012,-70.8835,3.221,D3_GFF,D3,>0,NA,65,9.046,1,L4,0.5,ambient_temp
EN649,2020-02-05 10:22:41,21,L4,20,40.7012,-70.8835,3.221,D3_5,D3,>0&<5,NA,65,2.276,1,L4,0.5,ambient_temp
EN649,2020-02-05 10:22:41,21,L4,20,40.7012,-70.8835,3.221,D3_20,D3,>0&<20,NA,65,4.209,1,L4,0.5,ambient_temp
EN649,2020-02-05 10:19:11,21,L4,14,40.7007,-70.8831,15.492,Dark_GFF,Dark,>0,NA,10,0.146,1,L4,0.45,ambient_temp
EN649,2020-02-05 10:19:11,21,L4,14,40.7007,-70.8831,15.492,Dark_5,Dark,>0&<5,NA,10,0.075,1,L4,0.45,ambient_temp
EN649,2020-02-05 10:19:11,21,L4,14,40.7007,-70.8831,15.492,Dark_20,Dark,>0&<20,NA,10,0.07,1,L4,0.45,ambient_temp
EN649,2020-02-05 03:55:37,19,L6,6,40.3501,-70.8829,49.939,D1_GFF,D1,>0,NA,1,0.223,1,L6,1.47,ambient_temp
EN649,2020-02-05 03:55:37,19,L6,6,40.3501,-70.8829,49.939,D1_5,D1,>0&<5,NA,1,0.067,1,L6,1.47,ambient_temp
EN649,2020-02-05 03:55:37,19,L6,6,40.3501,-70.8829,49.939,D1_20,D1,>0&<20,NA,1,0.167,1,L6,1.47,ambient_temp
EN649,2020-02-05 03:58:33,19,L6,11,40.3495,-70.8829,35.364,D2_GFF,D2,>0,NA,5,5.422,1,L6,1.53,ambient_temp
EN649,2020-02-05 03:58:33,19,L6,11,40.3495,-70.8829,35.364,D2_5,D2,>0&<5,NA,5,1.573,1,L6,1.53,ambient_temp
EN649,2020-02-05 03:58:33,19,L6,11,40.3495,-70.8829,35.364,D2_20,D2,>0&<20,NA,5,3.024,1,L6,1.53,ambient_temp
EN649,2020-02-05 04:01:21,19,L6,16,40.349,-70.883,14.778,D3_GFF,D3,>0,NA,30,2.015,1,L6,1.59,ambient_temp
EN649,2020-02-05 04:01:21,19,L6,16,40.349,-70.883,14.778,D3_5,D3,>0&<5,NA,30,1.194,1,L6,1.59,ambient_temp
EN649,2020-02-05 04:01:21,19,L6,16,40.349,-70.883,14.778,D3_20,D3,>0&<20,NA,30,1.561,1,L6,1.59,ambient_temp
EN649,2020-02-05 04:03:53,19,L6,21,40.3485,-70.8829,4.011,D4_GFF,D4,>0,NA,65,11.826,1,L6,1.64,ambient_temp
EN649,2020-02-05 04:03:53,19,L6,21,40.3485,-70.8829,4.011,D4_5,D4,>0&<5,NA,65,4.67,1,L6,1.64,ambient_temp
EN649,2020-02-05 04:03:53,19,L6,21,40.3485,-70.8829,4.011,D4_20,D4,>0&<20,NA,65,11.317,1,L6,1.64,ambient_temp
EN649,2020-02-05 04:01:21,19,L6,16,40.349,-70.883,14.778,Dark_GFF,Dark,>0,NA,30,0.107,1,L6,1.59,ambient_temp
EN649,2020-02-05 04:01:21,19,L6,16,40.349,-70.883,14.778,Dark_5,Dark,>0&<5,NA,30,0.034,1,L6,1.59,ambient_temp
EN649,2020-02-05 04:01:21,19,L6,16,40.349,-70.883,14.778,Dark_20,Dark,>0&<20,NA,30,0.087,1,L6,1.59,ambient_temp
EN649,2020-02-03 01:11:46,8,L8,8,40.1278,-70.7967,70.198,D1_GFF,D1,>0,NA,0.1,0.008,1,L8,2.1,ambient_temp
EN649,2020-02-03 01:11:46,8,L8,8,40.1278,-70.7967,70.198,D1_5,D1,>0&<5,NA,0.1,-0.015,3,L8,2.1,ambient_temp
EN649,2020-02-03 01:11:46,8,L8,8,40.1278,-70.7967,70.198,D1_20,D1,>0&<20,NA,0.1,0.008,1,L8,2.1,ambient_temp
EN649,2020-02-03 01:17:39,8,L8,14,40.1264,-70.7991,29.534,D2_GFF,D2,>0,NA,5,4.095,1,L8,2.35,ambient_temp
EN649,2020-02-03 01:17:39,8,L8,14,40.1264,-70.7991,29.534,D2_5,D2,>0&<5,NA,5,2.204,1,L8,2.35,ambient_temp
EN649,2020-02-03 01:17:39,8,L8,14,40.1264,-70.7991,29.534,D2_20,D2,>0&<20,NA,5,2.931,1,L8,2.35,ambient_temp
EN649,2020-02-03 01:21:33,8,L8,20,40.1253,-70.8007,3.685,D3_GFF,D3,>0,NA,65,6.222,1,L8,2.53,ambient_temp
EN649,2020-02-03 01:21:33,8,L8,20,40.1253,-70.8007,3.685,D3_5,D3,>0&<5,NA,65,10.095,1,L8,2.53,ambient_temp
EN649,2020-02-03 01:21:33,8,L8,20,40.1253,-70.8007,3.685,D3_20,D3,>0&<20,NA,65,13.335,1,L8,2.53,ambient_temp
EN649,2020-02-03 01:21:33,8,L8,20,40.1253,-70.8007,3.685,Dark_GFF,Dark,>0,NA,65,0.032,1,L8,2.53,ambient_temp
EN649,2020-02-03 01:21:33,8,L8,20,40.1253,-70.8007,3.685,Dark_20,Dark,>0&<20,NA,65,0.056,1,L8,2.53,ambient_temp
EN649,2020-02-03 17:34:45,12,L10,8,39.9392,-70.8965,112.222,D1_GFF,D1,>0,NA,1,-0.031,3,L10,1.13,ambient_temp
EN649,2020-02-03 17:34:45,12,L10,8,39.9392,-70.8965,112.222,D1_5,D1,>0&<5,NA,1,-0.108,3,L10,1.13,ambient_temp
EN649,2020-02-03 17:34:45,12,L10,8,39.9392,-70.8965,112.222,D1_20,D1,>0&<20,NA,1,-0.032,3,L10,1.13,ambient_temp
EN649,2020-02-03 17:38:47,12,L10,12,39.9386,-70.8973,45.085,D2_GFF,D2,>0,NA,15,5.403,1,L10,1.2,ambient_temp
EN649,2020-02-03 17:38:47,12,L10,12,39.9386,-70.8973,45.085,D2_5,D2,>0&<5,NA,15,2.039,1,L10,1.2,ambient_temp
EN649,2020-02-03 17:38:47,12,L10,12,39.9386,-70.8973,45.085,D2_20,D2,>0&<20,NA,15,4.493,1,L10,1.2,ambient_temp
EN649,2020-02-03 17:43:28,12,L10,17,39.9382,-70.8996,16.987,D3_GFF,D3,>0,NA,50,5.458,1,L10,1.41,ambient_temp
EN649,2020-02-03 17:43:28,12,L10,17,39.9382,-70.8996,16.987,D3_5,D3,>0&<5,NA,50,0.007,1,L10,1.41,ambient_temp
EN649,2020-02-03 17:43:28,12,L10,17,39.9382,-70.8996,16.987,D3_20,D3,>0&<20,NA,50,5.404,1,L10,1.41,ambient_temp
EN649,2020-02-03 17:45:32,12,L10,21,39.938,-70.9003,5.001,D4_GFF,D4,>0,NA,65,6.408,1,L10,1.47,ambient_temp
EN649,2020-02-03 17:45:32,12,L10,21,39.938,-70.9003,5.001,D4_5,D4,>0&<5,NA,65,3.676,1,L10,1.47,ambient_temp
EN649,2020-02-03 17:45:32,12,L10,21,39.938,-70.9003,5.001,D4_20,D4,>0&<20,NA,65,5.692,1,L10,1.47,ambient_temp
EN649,2020-02-03 17:43:28,12,L10,17,39.9382,-70.8996,16.987,Dark_GFF,Dark,>0,NA,50,0.03,1,L10,1.41,ambient_temp
EN649,2020-02-03 17:43:28,12,L10,17,39.9382,-70.8996,16.987,Dark_5,Dark,>0&<5,NA,50,0.021,1,L10,1.41,ambient_temp
EN649,2020-02-03 17:43:28,12,L10,17,39.9382,-70.8996,16.987,Dark_20,Dark,>0&<20,NA,50,4.914,1,L10,1.41,ambient_temp
EN649,2020-02-04 12:47:02,16,L11,6,39.7718,-70.8824,111.853,D1_GFF,D1,>0,NA,0.1,0.039,1,L11,0.18,ambient_temp
EN649,2020-02-04 12:47:02,16,L11,6,39.7718,-70.8824,111.853,D1_5,D1,>0&<5,NA,0.1,-0.015,3,L11,0.18,ambient_temp
EN649,2020-02-04 12:47:02,16,L11,6,39.7718,-70.8824,111.853,D1_20,D1,>0&<20,NA,0.1,0.037,1,L11,0.18,ambient_temp
EN649,2020-02-04 12:50:48,16,L11,8,39.7716,-70.8829,62.213,D2_GFF,D2,>0,NA,5,0.475,1,L11,0.19,ambient_temp
EN649,2020-02-04 12:50:48,16,L11,8,39.7716,-70.8829,62.213,D2_5,D2,>0&<5,NA,5,0.124,1,L11,0.19,ambient_temp
EN649,2020-02-04 12:50:48,16,L11,8,39.7716,-70.8829,62.213,D2_20,D2,>0&<20,NA,5,0.406,1,L11,0.19,ambient_temp
EN649,2020-02-04 12:54:10,16,L11,12,39.7715,-70.8833,34.929,D3_GFF,D3,>0,NA,15,2.939,1,L11,0.2,ambient_temp
EN649,2020-02-04 12:54:10,16,L11,12,39.7715,-70.8833,34.929,D3_5,D3,>0&<5,NA,15,1.345,1,L11,0.2,ambient_temp
EN649,2020-02-04 12:54:10,16,L11,12,39.7715,-70.8833,34.929,D3_20,D3,>0&<20,NA,15,2.497,1,L11,0.2,ambient_temp
EN649,2020-02-04 13:00:09,16,L11,18,39.7714,-70.8843,3.433,D4_GFF,D4,>0,NA,65,14.024,1,L11,0.23,ambient_temp
EN649,2020-02-04 13:00:09,16,L11,18,39.7714,-70.8843,3.433,D4_5,D4,>0&<5,NA,65,7.1,1,L11,0.23,ambient_temp
EN649,2020-02-04 13:00:09,16,L11,18,39.7714,-70.8843,3.433,D4_20,D4,>0&<20,NA,65,11.974,1,L11,0.23,ambient_temp
EN649,2020-02-04 12:50:48,16,L11,8,39.7716,-70.8829,62.213,Dark_GFF,Dark,>0,NA,5,0.041,1,L11,0.19,ambient_temp
EN649,2020-02-04 12:50:48,16,L11,8,39.7716,-70.8829,62.213,Dark_5,Dark,>0&<5,NA,5,0.036,1,L11,0.19,ambient_temp
EN649,2020-02-04 12:50:48,16,L11,8,39.7716,-70.8829,62.213,Dark_20,Dark,>0&<20,NA,5,0.017,1,L11,0.19,ambient_temp
