Count	Criuse	Day	Month	Year	LAT	LONG	Temp D	ayLengh	Irr	Pb_opt	Depth	%Irr	O.D.	Chl	Pb	PP	IPP
6663											6.07	46	0.78	0.22	8.2	26.8	
6664											10.84	25	1.39	0.2	8.96	26.6	
6665											18	10	2.3	0.43	3.62	23.1	
6666											27.41	3	3.51	1.35	1.06	21.2	
6667											36	1	4.61	0.6	0.51	4.56	
6668																	
6669	marmap	13	7	1979	40.4	-67	16.84	14.65	42	7.53	0	100	0	0.33	5.17	25	1003.2
6670											3.22	69	0.37	0.33	6.95	33.6	
6671											6.74	46	0.78	0.46	5.28	35.6	
6672											12.04	25	1.39	0.3	7.53	33.1	
6673											20	10	2.3	0.81	2.89	34.3	
6674											30.46	3	3.51	0.89	1.1	14.4	
6675											40	1	4.61	0.35	0.55	2.82	
6676																	
6677	marmap	18	7	1979	40.4	-71.2N	D	14.54	35	4.93	0	100	0	0.33	4.17	20	864.1
6678											2.82	69	0.37	0.31	4.93	22.2	
6679											5.9	46	0.78	0.28	1.89	7.69	
6680											10.54	25	1.39	0.32	3.76	17.5	
6681											17.5	10	2.3	1.58	2.74	63	
6682											26.65	3	3.51	1.37	0.69	13.7	
6683											35	1	4.61	0.61	0.32	2.81	
6684																	
6685	marmap	18	7	1979	40.2	-72.1N	D	14.52	35	14.79	0	100	0	0.19	12.25	33.8	844.3
6686											2.26	69	0.37	0.17	14.79	36.5	
6687											4.72	46	0.78	0.19	11.02	30.4	
6688											8.43	25	1.39	1.13	3.97	65.2	
6689											14	10	2.3	1.38	2.17	43.4	
6690											21.32	3	3.51	1.11	0.24	3.82	
6691											28	1	4.61	1.4	0.25	5.15	
6692																	
6693	marmap	19	7	1979	40.1	-73.4N	D	14.49	45.2	5.71	0	100	0	2.99	3.07	133	2809.4
6694											1.53	69	0.37	2.99	5.01	217	
6695											3.2	46	0.78	3.01	5.71	249	
6696											5.72	25	1.39	2.97	5.3	228	
6697											9.5	10	2.3	5.19	3.07	231	
6698											14.47	3	3.51	1.16	0.99	16.6	
6699											19	1	4.61	5.13	0.19	13.9	
6700																	
6701	marmap	19	7	1979	39.4	-73.2N	D	14.43	45.2	13.52	0	100	0	0.36	8.66	45	893.9
6702											2.26	69	0.37	0.41	10.72	63.4	
6703											4.72	46	0.78	0.37	13.52	72.2	
6704											8.43	25	1.39	0.34	7.95	39	
6705											14	10	2.3	1.33	1.83	35.2	
6706											21.32	3	3.51	0.88	0.57	7.3	
6707											28	1	4.61	0.93	0.26	3.5	
6708																	
6709	marmap	20	7	1979	38.5	-74.3N	D	14.32	39.4	8.58	0	100	0	0.35	4.41	22.1	611.6
6710											1.37	69	0.37	0.24	8.58	29.5	
6711											2.87	46	0.78	0.3	7.1	30.5	
6712											5.12	25	1.39	1.18	5.29	89.4	
6713											8.5	10	2.3	0.47	3.63	24.4	
6714											12.94	3	3.51	2.03	1.01	29.4	
6715											17	1	4.61	2.03	0.42	12.2	
6716																	
6717	marmap	20	7	1979	38.4	-74.4N	D	14.32	39.4	14.16	0	100	0	0.5	12.63	90.4	898
6718											1.13	69	0.37	0.46	14.16	93.3	
6719											2.36	46	0.78	0.54	10.22	79	
6720											4.21	25	1.39	0.52	12.52	93.2	
6721											7	10	2.3	1.73	4.01	99.3	
6722											10.66	3	3.51	1.73	0.8	19.7	
6723											14	1	4.61	1.73	0.24	5.84	
6724																	
6725	marmap	21	7	1979	38.5	-72.4N	D	14.3	22.4	17.7	0	100	0	0.13	17.7	32.9	619.6
6726											3.55	69	0.37	0.17	13.7	33.3	
6727											7.42	46	0.78	0.17	6.5	15.8	
6728											13.25	25	1.39	0.2	8.15	23.3	
6729											22	10	2.3	0.29	1.99	8.27	
6730											33.5	3	3.51	1.45	0.46	9.47	
6731											44	1	4.61	0.34	0.13	0.64	
6732																	
6733	marmap	21	7	1979	39	-72N	D	14.34	22.4	4.84	0	100	0	0.13	3.4	6.34	336.9
6734											4.75	69	0.37	0.13	3.49	6.51	
6735											9.95	46	0.78	0.14	2.59	5.19	
6736											17.76	25	1.39	0.11	4.84	7.64	
6737											29.5	10	2.3	0.3	1.95	8.39	
6738											44.92	3	3.51	0.56	0.41	3.31	
6739											59	1	4.61	0.61	0.3	2.59	
6740																	
6741	marmap	22	7	1979	40.2	-70.4N	D	14.34	46.4	6.41	0	100	0	0.21	6.41	19.3	916
6742	marmap	22	7	1979	40.2	-70.4N	D	14.34	46.4	6.41	3.22	69	0.37	0.25	2.14	7.67	
6743	marmap	22	7	1979	40.2	-70.4N	D	14.34	46.4	6.41	6.74	46	0.78	0.27	3.33	12.9	
6744	marmap	22	7	1979	40.2	-70.4N	D	14.34	46.4	6.41	12.04	25	1.39	0.65	4.99	46.5	
6745	marmap	22	7	1979	40.2	-70.4N	D	14.34	46.4	6.41	20	10	2.3	0.89	3.09	39.5	
6746	marmap	22	7	1979	40.2	-70.4N	D	14.34	46.4	6.41	30.46	3	3.51	0.64	1.3	11.9	
6747	marmap	22	7	1979	40.2	-70.4N	D	14.34	46.4	6.41	40	1	4.61	0.37	0.44	2.35	
6748																	
6749	marmap	23	7	1979	39.5	-69.5N	D	14.33	40.6	9.32	0	100	0	0.12	4.8	8.25	601.9
6750											5	69	0.37	0.14	5.88	11.8	
6751											10.45	46	0.78	0.12	8.66	14.9	
6752											18.66	25	1.39	0.14	9.32	18.7	
6753											31	10	2.3	0.19	4.11	11.2	
6754											47.21	3	3.51	0.4	0.67	3.86	
6755											62	1	4.61	0.18	0.31	0.81	
6756																	
6757	marmap	23	7	1979	40.3	-69N	D	14.4	40.6	9	0	100	0	0.31	4.97	22.2	853
6758											2.82	69	0.37	0.24	9	31.1	
6759											5.9	46	0.78	0.3	4.84	20.9	
6760											10.54	25	1.39	0.26	7.75	29	
6761											17.5	10	2.3	0.67	3.6	34.7	
6762											26.65	3	3.51	1.46	1.06	22.2	
6763											35	1	4.61	0.31	0.39	1.75	
6764																	
6765	marmap	24	7	1979	40.1	-68.3N	D	14.36	45.8	6.85	0	100	0	0.28	4	16.1	719.1
6766											3.3	69	0.37	0.24	6.79	23.4	
6767											6.91	46	0.78	0.3	6.85	29.5	
6768											12.34	25	1.39	0.32	6.25	28.7	
6769											20.5	10	2.3	0.41	3.58	21.1	
6770											31.22	3	3.51	0.68	0.7	6.86	
6771											41	1	4.61	0.54	0.36	2.83	
6772																	
6773	marmap	24	7	1979	40.2	-68.2N	D	14.37	45.8	6.93	0	100	0	0.2	2.85	8.19	553.3
6774											3.14	69	0.37	0.29	3.72	15.5	
6775											6.58	46	0.78	0.28	6.93	27.9	
6776											11.74	25	1.39	0.39	3.59	20.1	
6777											19.5	10	2.3	0.33	2.97	14.1	
6778											29.7	3	3.51	0.95	0.63	8.65	
6779											39	1	4.61	1.09	0.39	6.17	
6780																	
6781	marmap	25	7	1979	40.5	-67.3N	D	14.36	46.5	5.46	0	100	0	1.12	3.68	59.2	957.6
6782											1.85	69	0.37	1.12	4.96	79.7	
6783											3.88	46	0.78	0.9	4.81	62.1	
6784											6.92	25	1.39	0.77	5.46	60.4	
6785											11.5	10	2.3	0.63	3.81	34.5	
6786											17.51	3	3.51	2.32	0.77	25.7	
6787											23	1	4.61	2.07	0.37	11	
6788																	
6789	marmap	25	7	1979	41.1	-68.1N	D	14.42	46.5	4.68	0	100	0	1.4	0.61	12.3	1070.6
6790											1.61	69	0.37	1.4	2.66	53.6	
6791											3.37	46	0.78	1.45	3.55	74.2	
6792											6.02	25	1.39	1.32	4.68	89.1	
6793											10	10	2.3	1.43	3.6	74.3	
6794											15.23	3	3.51	1.47	1.33	28.1	
6795											20	1	4.61	1.5	0.56	12.1	
6796																	
6797	marmap	26	7	1979	41.4	-69.3N	D	14.41	40.3	8.72	0	100	0	0.35	6.38	32.2	920.5
6798											2.34	69	0.37	0.41	7.36	43.5	
6799											4.89	46	0.78	0.53	5.5	42	
6800											8.73	25	1.39	0.34	8.72	42.7	
6801											14.5	10	2.3	0.66	4.77	45.4	
6802											22.08	3	3.51	0.73	1.47	15.5	
6803											29	1	4.61	0.88	0.49	6.24	
6804																	
6805	marmap	26	7	1979	41.4	-69.3N	D	14.41	40.3	8.72	0	100	0	0.35	6.38	32.2	920.5
6806											2.34	69	0.37	0.41	7.36	43.5	
6807											4.89	46	0.78	0.53	5.5	42	
6808											8.73	25	1.39	0.34	8.72	42.7	
6809											14.5	10	2.3	0.66	4.77	45.4	
6810											22.08	3	3.51	0.73	1.47	15.5	
6811											29	1	4.61	0.88	0.49	6.24	
6812																	
6813	marmap	12	8	1979	36.1	-75.1	27	13.5	28.7	12.87	0	100	0	0.61	12.87	106	1449
6814											2.82	69	0.37	0.65	12.42	109	
6815											5.9	46	0.78	0.78	8.7	91.6	
6816											10.54	25	1.39	0.63	5.91	50.3	
6817											17.5	10	2.3	0.33	4.62	20.6	
6818											26.65	3	3.51	1.99	0.61	16.4	
6819											35	1	4.61	2.65	0.16	5.58	
6820																	
6821	marmap	13	8	1979	36.4	-75.4	21.82	13.48	39.1	8.8	0	100	0	2.88	4.82	187	1931.4
6822											1.13	69	0.37	2.88	5.98	232	
6823											2.36	46	0.78	2.15	8.8	255	
6824											4.21	25	1.39	2.03	7.49	205	
6825											7	10	2.3	2.56	5.16	178	
6826											10.66	3	3.51	1.61	1.27	27.6	
6827											14	1	4.61	1.61	0.35	7.67	
6828																	
6829	marmap	13	8	1979	36.5	-75.2	25.12	13.49	39.1	8.74	0	100	0	1.84	2.87	71.2	2316.9
6830											1.69	69	0.37	1.27	7.12	122	
6831											3.54	46	0.78	1.33	8.69	156	
6832											6.32	25	1.39	1.34	8.74	158	
6833											10.5	10	2.3	2.45	4.93	163	
6834											15.99	3	3.51	3.67	1.17	57.8	
6835											21	1	4.61	3.83	0.3	15.3	
6836																	
6837	marmap	14	8	1979	37.1	-75.2	23.3	13.48	51.8	6.25	0	100	0	1.94	2.73	71.5	1395.2
6838											1.53	69	0.37	1.66	4.39	98.2	
6839											3.2	46	0.78	1.53	6.25	129	
6840											5.72	25	1.39	1.58	5.92	126	
6841											9.5	10	2.3	1.2	4.66	75.3	
6842											14.47	3	3.51	2.35	1.09	34.6	
6843											19	1	4.61	1.38	0.54	10	
6844																	
6845	marmap	14	8	1979	37.4	-75.1	22.44	13.5	51.8	5.81	0	100	0	12.17	1.78	292	3500
6846											0.89	69	0.37	12.17	2.97	488	
6847											1.85	46	0.78	8.67	5.36	627	
6848											3.31	25	1.39	7.06	5.81	554	
6849											5.5	10	2.3	5.13	4.92	341	
6850											8.38	3	3.51	7.15	0.93	89.9	
6851											11	1	4.61	5.53	0.38	28.5	
6852																	
6853	marmap	15	8	1979	38.3	-74.5	21.86	13.52	41.8	14.98	0	100	0	2.21	3.71	111	3279.4
6854											1.53	69	0.37	2.21	8.27	247	
6855											3.2	46	0.78	2.33	10.44	329	
6856											5.72	25	1.39	1.6	14.98	324	
6857											9.5	10	2.3	2.32	6.38	200	
6858											14.47	3	3.51	1.95	1.56	41	
6859											19	1	4.61	1.87	0.35	8.93	
6860																	
6861	marmap	15	8	1979	38.2	-74.3	20.38	13.51	41.8	12.1	0	100	0	2.99	4.18	169	2887.2
6862											1.53	69	0.37	1.48	12.1	242	
6863											3.2	46	0.78	2.65	9.47	339	
6864											5.72	25	1.39	2.19	9.87	292	
6865											9.5	10	2.3	2.19	4.7	139	
6866											14.47	3	3.51	2.64	0.61	21.7	
6867											19	1	4.61	2.49	0.39	13.2	
6868																	
6869	marmap	16	8	1979	38.1	-73.5	22.07	13.47	42.5	13.65	0	100	0	0.26	2.26	7.91	1868.9
6870											3.95	69	0.37	0.23	10.88	33.7	
6871											8.26	46	0.78	0.21	13.65	38.6	
6872											14.75	25	1.39	0.28	6.5	24.5	
6873											24.5	10	2.3	0.61	3.43	28.2	
6874											37.31	3	3.51	4.51	1.32	80.1	
6875											49	1	4.61	0.22	0.42	1.25	
6876																	
6877	marmap	16	8	1979	38.3	-74.1	17.5	13.47	42.5	10.15	0	100	0	0.3	2.14	8.63	1505.2
6878											2.42	69	0.37	0.35	4.48	21.1	
6879											5.06	46	0.78	0.36	5.98	29	
6880											9.03	25	1.39	0.36	10.15	49.2	
6881											15	10	2.3	1.38	3.56	66.1	
6882											22.84	3	3.51	4.22	1.32	74.9	
6883											30	1	4.61	2.67	0.64	23.1	
6884																	
6885	marmap	17	8	1979	38.4	-73.1	22.52	13.45	46.9	3.18	0	100	0	0.62	1.07	8.92	711.7
6886											2.98	69	0.37	0.65	2.79	24.4	
6887											6.24	46	0.78	0.66	3.18	28.2	
6888											11.14	25	1.39	0.77	1.6	16.6	
6889											18.5	10	2.3	0.92	1.53	18.9	
6890											28.17	3	3.51	2.53	0.71	24	
6891											37	1	4.61	1.77	0.21	5.11	
6892																	
6893	marmap	17	8	1979	38.5	-73	21.93	13.45	46.9	9.67	0	100	0	0.68	2.15	19.7	851.8
6894											2.98	69	0.37	0.3	7.66	30.9	
6895											6.24	46	0.78	0.28	9.67	36.4	
6896											11.14	25	1.39	0.74	3.84	38.2	
6897											18.5	10	2.3	0.38	4.73	24.2	
6898											28.17	3	3.51	0.8	1.04	11.2	
6899											37	1	4.61	1.28	0.44	7.64	
6900																	
6901	marmap	18	8	1979	40	-73.4	18.76	13.5	9.02	20.12	0	100	0	0.36	20.02	97.3	900.7
6902											2.18	69	0.37	0.36	20.12	97.8	
6903											4.55	46	0.78	0.36	17.63	85.7	
6904											8.13	25	1.39	0.39	8.45	44.5	
6905											13.5	10	2.3	0.64	1.57	13.6	
6906											20.56	3	3.51	0.84	0.34	3.83	
6907											27	1	4.61	1.79	0.1	2.41	
6908																	
6909	marmap	19	8	1979	39.2	-72.2	22.38	13.42	31.4	6.19	0	100	0	0.23	4.92	15.2	912.7
6910											4.43	69	0.37	0.37	4.79	23.8	
6911											9.27	46	0.78	0.29	6.19	24.1	
6912											16.56	25	1.39	0.27	1.86	6.74	
6913											27.5	10	2.3	0.2	2.95	7.91	
6914											41.88	3	3.51	2.69	0.85	30.7	
6915											55	1	4.61	1.4	0.32	5.93	
6916																	
6917	marmap	19	8	1979	39.5	-72.2	23.47	13.43	31.4	10.46	0	100	0	0.2	10.46	28.1	1266.5
6918											2.74	69	0.37	0.24	10.15	32.7	
6919											5.73	46	0.78	0.31	10.09	42	
6920											10.24	25	1.39	0.29	8.16	31.8	
6921											17	10	2.3	0.86	6.03	69.7	
6922											25.89	3	3.51	1.46	1.44	28.2	
6923											34	1	4.61	0.54	0.42	3.07	
6924																	
6925	marmap	20	8	1979	40.1	-72.4	19.03	13.42	37.7	4.18	0	100	0	0.49	3.35	22	1543.6
6926											3.3	69	0.37	0.41	3.6	19.8	
6927											6.91	46	0.78	0.58	2.95	23	
6928											12.34	25	1.39	0.86	2.53	29.2	
6929											20.5	10	2.3	1.87	4.18	105	
6930											31.22	3	3.51	0.41	2.34	12.9	
6931											41	1	4.61	0.33	0.61	2.71	
6932																	
6933	marmap	20	8	1979	40.2	-73.1	19.64	13.43	37.7	8.35	0	100	0	0.69	4.37	40.5	1144.7
6934											2.09	69	0.37	0.52	8.35	58.3	
6935											4.38	46	0.78	0.8	6.31	67.8	
6936											7.83	25	1.39	0.79	6.51	69.1	
6937											13	10	2.3	1.43	3.49	67.1	
6938											19.8	3	3.51	0.51	1.62	11.1	
6939											26	1	4.61	0.54	0.39	2.81	
6940																	
6941	marmap	22	8	1979	40.1	-70.4	22.3	13.34	39.9	17.6	0	100	0	0.08	4.38	4.67	1320.8
6942	marmap	22	8	1979	40.1	-70.4	22.3	13.34	39.9	17.6	4.59	69	0.37	0.04	17.6	9.39	
6943	marmap	22	8	1979	40.1	-70.4	22.3	13.34	39.9	17.6	9.61	46	0.78	0.06	14.74	11.8	
6944	marmap	22	8	1979	40.1	-70.4	22.3	13.34	39.9	17.6	17.16	25	1.39	0.07	12.64	11.8	
6945	marmap	22	8	1979	40.1	-70.4	22.3	13.34	39.9	17.6	28.5	10	2.3	1.19	4.58	72.7	
6946	marmap	22	8	1979	40.1	-70.4	22.3	13.34	39.9	17.6	43.4	3	3.51	0.42	1.51	8.48	
6947	marmap	22	8	1979	40.1	-70.4	22.3	13.34	39.9	17.6	57	1	4.61	0.12	0.42	0.67	
6948																	
6949	marmap	22	8	1979	39.5	-70.3	23.47	13.32	39.9	24.32	0	100	0	0.05	17.57	11.7	594.9
6950											4.03	69	0.37	0.06	20.4	16.3	
6951											8.43	46	0.78	0.05	14.43	9.61	
6952											15.05	25	1.39	0.05	24.32	16.2	
6953											25	10	2.3	0.11	11.4	16.7	
6954											38.07	3	3.51	0.42	1.46	8.15	
6955											50	1	4.61	0.28	0.96	3.58	
6956																	
6957	marmap	23	8	1979	40.4	-69.4	13.2	13.32	38.7	10.31	0	100	0	0.59	0.63	4.92	966.7
6958											2.01	69	0.37	0.62	3.16	26.1	
6959											4.22	46	0.78	0.38	9.03	45.7	
6960											7.53	25	1.39	0.59	8.79	69.1	
6961											12.5	10	2.3	0.44	10.31	60.4	
6962											19.04	3	3.51	0.52	2.86	19.8	
6963											25	1	4.61	0.83	0.7	7.77	
6964																	
6965	marmap	24	8	1979	40.2	-69	18	13.27	37.1	12.9	0	100	0	0.16	9.18	19.5	1014.5
6966											2.5	69	0.37	0.23	10.62	32.4	
6967											5.23	46	0.78	0.3	10.4	41.4	
6968											9.33	25	1.39	0.26	12.9	44.5	
6969											15.5	10	2.3	0.36	7.39	35.3	
6970											23.6	3	3.51	1.45	1.68	32.3	
6971											31	1	4.61	0.68	1	8.99	
6972																	
6973	marmap	24	8	1979	40.5	-69	16.39	13.27	37.1	17.22	0	100	0	0.4	4.63	24.6	1739
6974											2.09	69	0.37	0.2	17.22	45.7	
6975											4.38	46	0.78	0.66	6.62	58	
6976											7.83	25	1.39	0.67	9.81	87.2	
6977											13	10	2.3	0.59	13.92	109	
6978											19.8	3	3.51	1.15	3.79	57.8	
6979											26	1	4.61	0.61	1.72	13.9	
6980																	
6981	marmap	25	8	1979	41.5	-68.1	17.54	13.29	40.4	15.6	0	100	0	0.18	2.98	7.12	775.9
6982											2.01	69	0.37	0.21	6.95	19.4	
6983											4.22	46	0.78	0.21	9.21	25.7	
6984											7.53	25	1.39	0.15	15.6	31.1	
6985											12.5	10	2.3	0.87	3.62	41.8	
6986											19.04	3	3.51	1.64	1.79	39	
6987											25	1	4.61	2.6	0.43	14.7	
6988																	
6989	marmap	26	8	1979	40.1	-68.2	18.3	13.18	33	10.38	0	100	0	0.2	7.59	20	783.6
6990											2.82	69	0.37	0.27	6.01	21.4	
6991											5.9	46	0.78	0.34	8.73	39.1	
6992											10.54	25	1.39	0.25	10.38	34.2	
6993											17.5	10	2.3	0.27	7.28	25.9	
6994											26.65	3	3.51	0.33	2.39	10.4	
6995											35	1	4.61	0.75	1.05	10.4	
6996																	
6997	marmap	27	8	1979	40.4	-67.4	17.46	13.15	22.3	109.05	0	100	0	0.21	17.53	48.4	1350.4
6998											2.9	69	0.37	0.18	25.64	60.7	
6999											6.07	46	0.78	0.05	109.05	71.7	
7000											10.84	25	1.39	0.23	17.95	54.3	
7001											18	10	2.3	0.37	9.52	46.3	
7002											27.41	3	3.51	0.78	1.09	11.2	
7003											36	1	4.61	0.23	0.23	0.7	
7004																	
7005	marmap	28	8	1979	42.5	-67.4	16.94	13.2	34.8	15.41	0	100	0	0.24	13.23	41.9	1814.6
7006											2.66	69	0.37	0.32	11.65	49.2	
7007											5.56	46	0.78	0.31	14.61	59.8	
7008											9.93	25	1.39	0.32	15.41	65.1	
7009											16.5	10	2.3	0.61	8.98	72.3	
7010											25.13	3	3.51	2.41	1.79	56.9	
7011											33	1	4.61	0.61	0.94	7.58	
7012																	
7013	marmap	28	8	1979	43.2	-67.4	16.15	13.2	34.8	57.2	0	100	0	0.15	7.17	14.2	1304.3
7014											2.18	69	0.37	0.04	57.2	30.2	
7015											4.55	46	0.78	0.1	34.32	45.3	
7016											8.13	25	1.39	0.08	53.31	56.3	
7017											13.5	10	2.3	0.43	9.18	52.1	
7018											20.56	3	3.51	0.3	17.7	70.1	
7019											27	1	4.61	0.11	7.78	11.3	
7020																	
7021	marmap	29	8	1979	43.4	-68.1	13.1	13.19	16.5	3.43	0	100	0	2.32	2.83	86.6	1024.3
7022											1.53	69	0.37	2.08	3.24	88.8	
7023											3.2	46	0.78	2.28	3.07	92.2	
7024											5.72	25	1.39	2.09	3.43	94.6	
7025											9.5	10	2.3	2.5	1.63	53.6	
7026											14.47	3	3.51	2.95	0.39	15.1	
7027											19	1	4.61	3.01	0.21	8.26	
7028																	
7029	marmap	29	8	1979	43.3	-68.5	13.98	13.19	16.5	20.4	0	100	0	0.21	20.4	56.5	845.5
7030											1.77	69	0.37	0.34	13.56	60.8	
7031											3.71	46	0.78	0.31	13.57	55.5	
7032											6.62	25	1.39	0.26	15.75	54	
7033											11	10	2.3	0.8	3.06	32.3	
7034											16.75	3	3.51	1.45	1.48	28.3	
7035											22	1	4.61	2.66	0.35	12.2	
7036																	
7037	marmap	30	8	1979	42.5	-68.2	17.36	13.11	33.3	14.63	0	100	0	0.22	14.63	42.2	1970.5
7038											2.74	69	0.37	0.58	8.34	63.4	
7039											5.73	46	0.78	0.44	12.74	73.5	
7040											10.24	25	1.39	0.56	11.56	84.9	
7041											17	10	2.3	0.76	8.81	87.8	
7042											25.89	3	3.51	0.58	4.21	32	
7043											34	1	4.61	0.26	1.3	4.44	
7044																	
7045	marmap	30	8	1979	42.4	-68.3	17.45	13.1	33.3	17.74	0	100	0	0.27	3.42	12.1	886.1
7046											2.34	69	0.37	0.31	5.91	24	
7047											4.89	46	0.78	0.23	13.14	39.6	
7048											8.73	25	1.39	0.17	17.74	39.5	
7049											14.5	10	2.3	0.57	6.68	49.9	
7050											22.08	3	3.51	0.68	2.32	20.7	
7051											29	1	4.61	0.17	1.78	3.97	
7052																	
7053	marmap	31	8	1979	42.5	-69.1	15.88	13.06	42.7	14.36	0	100	0	0.27	2.71	9.56	1318.3
7054											2.01	69	0.37	0.27	8.56	30.2	
7055											4.22	46	0.78	0.4	6.57	34.3	
7056											7.53	25	1.39	0.2	14.36	37.5	
7057											12.5	10	2.3	0.27	9.61	33.9	
7058											19.04	3	3.51	5.38	1.72	121	
7059											25	1	4.61	1.38	0.82	14.7	
7060																	
7061	marmap	31	8	1979	43.2	-69.2	15.7	13.09	42.7	11.34	0	100	0	0.26	2.34	7.96	2239.8
7062											1.85	69	0.37	0.31	6.11	24.8	
7063											3.88	46	0.78	0.33	11.34	49	
7064											6.92	25	1.39	0.98	9.35	120	
7065											11.5	10	2.3	2.8	6.96	255	
7066											17.51	3	3.51	0.59	4.7	36.3	
7067											23	1	4.61	0.81	1.51	16	
7068																	
7069	marmap	1	9	1979	42.4	-70	16.92	13.01	39.9	13.88	0	100	0	0.36	4.16	19.5	1315
7070											2.18	69	0.37	0.29	10.6	40	
7071											4.55	46	0.78	0.4	10.05	52.3	
7072											8.13	25	1.39	0.37	13.88	66.8	
7073											13.5	10	2.3	0.39	11.88	60.3	
7074											20.56	3	3.51	1.32	3.04	52.2	
7075											27	1	4.61	0.4	1.26	6.54	
7076																	
7077	marmap	1	9	1979	42.2	-70.2	18.86	13.01	39.9	25.71	0	100	0	0.16	5.91	12.3	872.5
7078											2.26	69	0.37	0.18	12	28.1	
7079											4.72	46	0.78	0.17	15.51	34.3	
7080											8.43	25	1.39	0.11	25.71	36.8	
7081											14	10	2.3	0.27	11.02	38.7	
7082											21.32	3	3.51	1.06	2.42	33.4	
7083											28	1	4.61	0.81	0.92	9.71	
7084																	
7085	marmap	13	9	1979	41.5	-69.2N	D	12.44	43.1	3.38	0	100	0	0.84	0.55	5.78	564.7
7086											2.18	69	0.37	0.84	1.49	15.6	
7087											4.55	46	0.78	0.78	2.06	20	
7088											8.13	25	1.39	0.66	1.9	15.6	
7089											13.5	10	2.3	0.83	3.38	34.9	
7090											20.56	3	3.51	2.26	0.91	25.6	
7091											27	1	4.61	0.67	0.14	1.2	
7092																	
7093	marmap	13	9	1979	41.4	-69.2N	D	12.44	43.1	5.05	0	100	0	0.51	3.45	21.9	953.1
7094											2.42	69	0.37	0.68	3.87	32.7	
7095											5.06	46	0.78	0.61	5.05	38.3	
7096											9.03	25	1.39	0.82	4.62	47.1	
7097											15	10	2.3	1.49	2.55	47.3	
7098											22.84	3	3.51	2.39	0.67	19.9	
7099											30	1	4.61	1.64	0.1	2.02	
7100																	
7101	marmap	14	9	1979	43.2	-70.1N	D	12.42	29	3.69	0	100	0	0.94	2.31	27	597.7
7102											1.61	69	0.37	0.94	3.69	43.1	
7103											3.37	46	0.78	1.02	3.54	44.9	
7104											6.02	25	1.39	1.23	2.95	45	
7105											10	10	2.3	1.12	2.52	35.1	
7106											15.23	3	3.51	1.29	1.1	17.6	
7107											20	1	4.61	1.2	0.16	2.35	
7108																	
7109	marmap	14	9	1979	43.1	-69.4N	D	12.42	29	5.52	0	100	0	1.08	2.9	38.9	931.9
7110											2.01	69	0.37	0.95	4.45	52.5	
7111											4.22	46	0.78	1.17	4.63	67.3	
7112											7.53	25	1.39	0.84	5.52	57.6	
7113											12.5	10	2.3	1.19	2.88	42.6	
7114											19.04	3	3.51	1.17	1.14	16.5	
7115											25	1	4.61	1.16	0.23	3.25	
7116																	
7117	marmap	16	9	1979	42.4	-67.4N	D	12.32	45.4	4.21	0	100	0	1.55	0.85	16.2	680.7
7118											1.29	69	0.37	1.55	2.24	42.7	
7119											2.7	46	0.78	1.47	3.13	56.7	
7120											4.82	25	1.39	1.59	3.59	70.3	
7121											8	10	2.3	1.28	4.21	66.4	
7122											12.18	3	3.51	1.74	0.89	19	
7123											16	1	4.61	2.2	0.11	2.98	
7124																	
7125	marmap	16	9	1979	42.1	-67.4N	D	12.32	45.4	3.21	0	100	0	1.4	0.23	3.96	494
7126											1.45	69	0.37	1.26	3.21	49.8	
7127											3.04	46	0.78	1.05	1.26	16.3	
7128											5.42	25	1.39	1.26	2.28	35.4	
7129											9	10	2.3	1.26	2.92	45.3	
7130											13.71	3	3.51	1.96	0.78	18.9	
7131											18	1	4.61	1.87	0.1	2.29	
7132																	
7133	marmap	17	9	1979	40.5	-67.3N	D	12.25	41.6	4.95	0	100	0	0.78	0.27	2.55	753.7
7134											1.77	69	0.37	0.78	1.66	15.9	
7135											3.71	46	0.78	0.81	1.62	16.1	
7136											6.62	25	1.39	0.65	3.4	27.1	
7137											11	10	2.3	1.54	4.95	93.3	
7138											16.75	3	3.51	1.9	0.83	19.3	
7139											22	1	4.61	1.55	0.11	2.08	
7140																	
7141	marmap	17	9	1979	40.4	-67.3N	D	12.25	41.6	4.13	0	100	0	0.65	0.99	7.87	535
7142											2.01	69	0.37	0.69	2.31	19.5	
7143											4.22	46	0.78	0.71	3.17	27.6	
7144											7.53	25	1.39	0.59	4.08	29.5	
7145											12.5	10	2.3	0.67	4.13	33.9	
7146											19.04	3	3.51	0.59	1.83	13.2	
7147											25	1	4.61	1.05	0.26	3.39	
7148																	
7149	marmap	18	9	1979	40.3	-68.5N	D	12.21	39.3	12.08	0	100	0	0.42	8.87	45.5	739.1
7150											1.85	69	0.37	0.42	10	51.3	
7151											3.88	46	0.78	0.56	12.08	82.6	
7152											6.92	25	1.39	0.49	8.59	51.4	
7153											11.5	10	2.3	0.56	2.31	15.8	
7154											17.51	3	3.51	1.58	0.91	17.5	
7155											23	1	4.61	0.95	0.25	2.89	
7156																	
7157	marmap	18	9	1979	40	-69.1N	D	12.2	39.3	7.12	0	100	0	0.12	2.48	3.63	490.4
7158											3.79	69	0.37	0.15	4.73	8.65	
7159											7.93	46	0.78	0.13	7.12	11.3	
7160											14.15	25	1.39	0.18	5.19	11.4	
7161											23.5	10	2.3	0.32	3.92	15.3	
7162											35.79	3	3.51	0.75	1.2	11	
