Count	Criuse	Day	Month	Year	LAT	LONG	Temp D	ayLengh	Irr	Pb_opt	Depth	%Irr	O.D.	Chl	Pb	PP	IPP
11875	marmap	20	12	1981	41.1	-71	7.12	9.03	12.5	1.92	19	1	4.61	2.68	0.05	1.18	
11876																	
11877	marmap	20	12	1981	41.1	-71.2	6.14	9.03	12.5	2.55	0	100	0	3.91	0.28	9.78	448.3
11878											0.89	69	0.37	3.91	1.59	56	
11879											1.85	46	0.78	3.8	2.19	75.2	
11880											3.31	25	1.39	3.56	2.55	82.1	
11881											5.5	10	2.3	3.61	1.47	47.8	
11882											8.38	3	3.51	3.69	0.3	10.1	
11883											11	1	4.61	3.78	0.05	1.86	
11884																	
11885	marmap	21	12	1981	39.5	-70.4	7.86	9.2	11	1.84	0	100	0	0.56	0.61	3.16	159.2
11886											2.42	69	0.37	0.56	1.84	9.48	
11887											5.06	46	0.78	0.59	1.57	8.52	
11888											9.03	25	1.39	0.63	1.69	9.77	
11889											15	10	2.3	0.53	1.3	6.33	
11890											22.84	3	3.51	0.61	0.25	1.39	
11891											30	1	4.61	0.69	0.02	0.15	
11892																	
11893	marmap	21	12	1981	40.1	-71	9.14	9.14	11	1.91	0	100	0	0.74	0.55	3.75	227.7
11894	marmap	21	12	1981	40.1	-71	9.14	9.14	11	1.91	2.66	69	0.37	0.74	1.55	10.5	
11895	marmap	21	12	1981	40.1	-71	9.14	9.14	11	1.91	5.56	46	0.78	0.78	1.77	12.6	
11896	marmap	21	12	1981	40.1	-71	9.14	9.14	11	1.91	9.93	25	1.39	0.72	1.91	12.6	
11897	marmap	21	12	1981	40.1	-71	9.14	9.14	11	1.91	16.5	10	2.3	0.66	1.33	8.03	
11898	marmap	21	12	1981	40.1	-71	9.14	9.14	11	1.91	25.13	3	3.51	0.7	0.32	2.03	
11899	marmap	21	12	1981	40.1	-71	9.14	9.14	11	1.91	33	1	4.61	0.73	0.04	0.26	
11900																	
11901	marmap	27	1	1982	40.4	-71.2N	D	9.77	14.7	2.15	0	100	0	0.77	1.21	9.09	93.3
11902											0.81	69	0.37	0.77	1.71	12.9	
11903											1.69	46	0.78	0.9	2.15	18.9	
11904											3.01	25	1.39	0.9	1.91	16.8	
11905											5	10	2.3	0.84	1.32	10.8	
11906											7.61	3	3.51	0.94	0.23	2.08	
11907											10	1	4.61	0.76	0	0.01	
11908																	
11909	marmap	28	1	1982	41.4	-69.2N	D	9.72	11.6	1.85	0	100	0	0.5	0.41	1.97	190.2
11910											3.71	69	0.37	0.51	0.99	4.89	
11911											7.76	46	0.78	0.52	1.67	8.46	
11912											13.85	25	1.39	0.47	1.85	8.47	
11913											23	10	2.3	0.36	1.25	4.39	
11914											35.03	3	3.51	0.43	0.25	1.03	
11915											46	1	4.61	0.5	0.07	0.33	
11916																	
11917	marmap	28	1	1982	41.4	-69.3N	D	9.72	11.6	5.02	0	100	0	0.37	2.47	8.88	282.1
11918											2.98	69	0.37	0.37	4.25	15.3	
11919											6.24	46	0.78	0.34	5.02	16.6	
11920											11.14	25	1.39	0.46	3.06	13.7	
11921											18.5	10	2.3	0.48	1.25	5.82	
11922											28.17	3	3.51	0.39	0.5	1.9	
11923											37	1	4.61	0.46	0.12	0.52	
11924																	
11925	marmap	29	1	1982	42.4	-70.4N	D	9.68	15.9	2.21	0	100	0	0.91	0.59	5.21	232.1
11926											1.77	69	0.37	0.91	1.59	14	
11927											3.71	46	0.78	0.93	2.11	19	
11928											6.62	25	1.39	0.91	2.21	19.5	
11929											11	10	2.3	0.91	1.54	13.6	
11930											16.75	3	3.51	0.98	0.27	2.58	
11931											22	1	4.61	0.47	0.11	0.51	
11932																	
11933	marmap	30	1	1982	42.3	-68.2N	D	9.72	15.1	1.33	0	100	0	0.57	0.64	3.55	196.3
11934											2.82	69	0.37	0.57	1.23	6.79	
11935											5.9	46	0.78	0.69	1.17	7.82	
11936											10.54	25	1.39	0.79	1.33	10.2	
11937											17.5	10	2.3	0.77	0.95	7.14	
11938											26.65	3	3.51	0.73	0.33	2.32	
11939											35	1	4.61	0.57	0.18	0.99	
11940																	
11941	marmap	31	1	1982	40.5	-67.3N	D	9.9	4.56	1.49	0	100	0	1.5	1.05	15.6	476.3
11942											4.51	69	0.37	1.5	1.22	18.1	
11943											9.44	46	0.78	1.41	1.49	20.8	
11944											16.86	25	1.39	1.31	0.88	11.4	
11945											28	10	2.3	1.41	0.42	5.83	
11946											42.64	3	3.51	1.42	0.21	2.9	
11947											56	1	4.61	1.47	0.06	0.86	
11948																	
11949	marmap	5	2	1982	40.4	-72.2N	D	10.09	13.8	1.36	0	100	0	2.53	0.47	12.1	247.5
11950											1.05	69	0.37	2.53	1.15	29.4	
11951											2.19	46	0.78	2.53	1.36	34.8	
11952											3.91	25	1.39	3.04	1.01	31.1	
11953											6.5	10	2.3	2.87	0.78	22.5	
11954											9.9	3	3.51	2.68	0.26	7.07	
11955											13	1	4.61	4.91	0.02	1.13	
11956																	
11957	marmap	5	2	1982	40.3	-72.4N	D	10.1	13.8	1.56	0	100	0	1.74	0.68	12	292.8
11958											1.53	69	0.37	1.74	1.56	27.5	
11959											3.2	46	0.78	1.62	1.5	24.6	
11960											5.72	25	1.39	2.16	1.3	28.4	
11961											9.5	10	2.3	1.89	0.89	17	
11962											14.47	3	3.51	1.9	0.25	4.75	
11963											19	1	4.61	1.73	0.04	0.76	
11964																	
11965	marmap	6	2	1982	39.5	-73.3N	D	10.19	5.86	2.41	0	100	0	2.78	1.75	49.6	651.2
11966											2.01	69	0.37	2.78	2.41	68.2	
11967											4.22	46	0.78	2.42	2.13	52.6	
11968											7.53	25	1.39	2.68	1.64	44.9	
11969											12.5	10	2.3	2.95	0.58	17.3	
11970											19.04	3	3.51	3.11	0.12	3.76	
11971											25	1	4.61	3.03	0.04	1.16	
11972																	
11973	marmap	6	2	1982	39.3	-73.5N	D	10.2	5.86	1.1	0	100	0	2.2	1.1	24.7	266.8
11974											1.53	69	0.37	2.2	1.1	24.7	
11975											3.2	46	0.78	3.07	0.83	26	
11976											5.72	25	1.39	2.66	0.81	22	
11977											9.5	10	2.3	2.55	0.48	12.5	
11978											14.47	3	3.51	4.52	0.12	5.73	
11979											19	1	4.61	4.94	0.02	1.21	
11980																	
11981	marmap	7	2	1982	38.1	-74.5N	D	10.32	19.7	0.64	0	100	0	8.12	0.41	34.3	442.9
11982											1.05	69	0.37	8.12	0.56	47.1	
11983											2.19	46	0.78	8.12	0.64	53.8	
11984											3.91	25	1.39	9.04	0.59	54.7	
11985											6.5	10	2.3	8.15	0.49	40.8	
11986											9.9	3	3.51	9.2	0.17	16.2	
11987											13	1	4.61	6.24	0.04	2.34	
11988																	
11989	marmap	8	2	1982	36.4	-75.1N	D	10.45	25.6	2.24	0	100	0	2.14	1	22.3	809.3
11990											2.01	69	0.37	2.14	1.49	33.3	
11991											4.22	46	0.78	2.58	1.81	48.9	
11992											7.53	25	1.39	2.19	2.24	51.3	
11993											12.5	10	2.3	2.44	1.84	46.8	
11994											19.04	3	3.51	1.99	0.73	15.1	
11995											25	1	4.61	3.46	0.05	1.91	
11996																	
11997	marmap	8	2	1982	36.4	-74.4N	D	10.45	25.6	2.62	0	100	0	1.13	0.66	7.8	835.9
11998											3.46	69	0.37	1.13	1.8	21.3	
11999											7.25	46	0.78	1.14	2.45	29.2	
12000											12.94	25	1.39	1.19	2.56	31.8	
12001											21.5	10	2.3	1.05	2.62	28.8	
12002											32.74	3	3.51	1.15	0.68	8.23	
12003											43	1	4.61	1.01	0.12	1.3	
12004																	
12005	marmap	9	2	1982	38.1	-74.1N	D	10.39	5.81	1.1	0	100	0	2.49	0.85	22	514.9
12006											2.66	69	0.37	3.22	1.04	34.9	
12007											5.56	46	0.78	2.57	1.1	29.4	
12008											9.93	25	1.39	2.63	0.93	25.4	
12009											16.5	10	2.3	2	0.76	15.8	
12010											25.13	3	3.51	2.33	0.11	2.57	
12011											33	1	4.61	2.49	0.02	0.39	
12012																	
12013	marmap	10	2	1982	39.2	-72.4N	D	10.36	23.7	1.42	0	100	0	2.2	0.46	10.4	470.2
12014											2.42	69	0.37	2.2	0.68	15.4	
12015											5.06	46	0.78	1.99	1.42	29.2	
12016											9.03	25	1.39	1.79	1.19	22.1	
12017											15	10	2.3	1.94	1.16	23.4	
12018											22.84	3	3.51	1.81	0.32	5.99	
12019											30	1	4.61	3.23	0.05	1.6	
12020																	
12021	marmap	10	2	1982	39.3	-72.3N	D	10.35	23.7	1.35	0	100	0	1.25	0.05	0.6	321.3
12022											2.5	69	0.37	1.25	0.89	11.5	
12023											5.23	46	0.78	1.16	1.35	16.2	
12024											9.33	25	1.39	1.78	1.14	21	
12025											15.5	10	2.3	1.84	0.69	13.1	
12026											23.6	3	3.51	1.21	0.32	4.06	
12027											31	1	4.61	1.11	0.06	0.64	
12028																	
12029	marmap	17	2	1982	42.1	-69.4	3.69	10.49	18.5	2.35	0	100	0	2.96	0.94	29.3	1394.2
12030											2.26	69	0.37	2.96	2.05	63.7	
12031											4.72	46	0.78	3.15	2.33	77	
12032											8.43	25	1.39	3.33	2.35	82	
12033											14	10	2.3	3.08	2.17	70.2	
12034											21.32	3	3.51	3.27	0.54	18.6	
12035											28	1	4.61	3.29	0.09	2.99	
12036																	
12037	marmap	17	2	1982	42.2	-70	3.84	10.48	18.5	3.37	0	100	0	1.5	1.02	16	877.2
12038											2.74	69	0.37	1.5	2.74	43	
12039											5.73	46	0.78	1.44	3.37	50.9	
12040											10.24	25	1.39	1.31	2.48	34	
12041											17	10	2.3	1.37	2.47	35.5	
12042											25.89	3	3.51	1.48	0.49	7.65	
12043											34	1	4.61	1.39	0.12	1.68	
12044																	
12045	marmap	18	2	1982	43.1	-70	3.02	10.48	25.1	2.28	0	100	0	3.65	0.25	9.48	1439.1
12046											2.26	69	0.37	3.65	1.12	43	
12047											4.72	46	0.78	2.97	2.08	64.6	
12048											8.43	25	1.39	3.94	2.28	94.1	
12049											14	10	2.3	3.49	2.25	82.3	
12050											21.32	3	3.51	3.79	0.54	21.4	
12051											28	1	4.61	3.82	0.08	3.21	
12052																	
12053	marmap	18	2	1982	43.1	-69.4	3.21	10.48	25.1	3.26	0	100	0	4.29	1.02	46	1804.7
12054											1.69	69	0.37	4.38	2.57	118	
12055											3.54	46	0.78	4.45	3.26	152	
12056											6.32	25	1.39	4.71	3.16	156	
12057											10.5	10	2.3	4.63	2.14	104	
12058											15.99	3	3.51	4.35	0.61	27.7	
12059											21	1	4.61	4.64	0.11	5.58	
12060																	
12061	marmap	19	2	1982	42.1	-69.1	4.15	10.58	14.9	3.12	0	100	0	0.92	0.95	9.28	620.5
12062											2.98	69	0.37	0.92	2.07	20.1	
12063											6.24	46	0.78	0.84	3.12	27.7	
12064											11.14	25	1.39	1.71	1.69	30.5	
12065											18.5	10	2.3	1.22	1.72	22.2	
12066											28.17	3	3.51	2.04	0.28	5.94	
12067											37	1	4.61	1.11	0	0	
12068																	
12069	marmap	22	2	1982	44	-66.1	0.81	10.62	4.56	4.12	0	100	0	0.69	3.64	26.7	132.5
12070											0.89	69	0.37	0.69	4.12	30.2	
12071											1.85	46	0.78	0.68	3.81	27.5	
12072											3.31	25	1.39	0.68	2.48	17.9	
12073											5.5	10	2.3	0.61	1.39	8.98	
12074											8.38	3	3.51	0.49	0.24	1.27	
12075											11	1	4.61	0.64	0.05	0.32	
12076																	
12077	marmap	23	2	1982	42.3	-66.1	2.23	10.75	8.11	1.84	0	100	0	0.52	1.18	6.58	177.6
12078											2.82	69	0.37	0.46	1.84	9.08	
12079											5.9	46	0.78	0.51	1.59	8.72	
12080											10.54	25	1.39	0.52	1.41	7.89	
12081											17.5	10	2.3	0.52	1.12	6.25	
12082											26.65	3	3.51	0.53	0.24	1.35	
12083											35	1	4.61	0.47	0	0	
12084																	
12085	marmap	23	2	1982	42.2	-66.1	3.81	10.75	8.11	1.82	0	100	0	0.92	1.82	18	477.8
12086											3.63	69	0.37	0.97	1.69	17.6	
12087											7.59	46	0.78	1.31	1.33	18.8	
12088											13.55	25	1.39	1.28	1.1	15.1	
12089											22.5	10	2.3	0.94	1.13	11.4	
12090											34.26	3	3.51	0.88	0.44	4.18	
12091											45	1	4.61	0.67	0.19	1.39	
12092																	
12093	marmap	4	3	1982	41.3	-66.2	3.06	11.25	26.1	1.42	0	100	0	2.33	0.97	25.5	753.2
12094											2.26	69	0.37	2.33	1.42	37.2	
12095											4.72	46	0.78	2.72	1.2	36.8	
12096											8.43	25	1.39	3.12	1.35	47.5	
12097											14	10	2.3	3.12	0.85	29.9	
12098											21.32	3	3.51	2.65	0.49	14.5	
12099											28	1	4.61	3.16	0.07	2.53	
12100																	
12101	marmap	4	3	1982	41.5	-66.4	3.66	11.24	26.1	1.61	0	100	0	2.36	0.75	19.8	1021.5
12102											2.74	69	0.37	2.36	0.96	25.4	
12103											5.73	46	0.78	3.38	1.08	41	
12104											10.24	25	1.39	3.22	1.61	58.1	
12105											17	10	2.3	3.54	1.03	40.8	
12106											25.89	3	3.51	2.47	0.51	14.2	
12107											34	1	4.61	1.96	0.01	0.13	
12108																	
12109	marmap	5	3	1982	40.4	-67	2.75	11.31	13.4	2.17	0	100	0	0.87	1.07	10.5	308.8
12110											2.01	69	0.37	0.87	1.63	16	
12111											4.22	46	0.78	0.88	1.93	19.2	
12112											7.53	25	1.39	0.81	2.17	19.9	
12113											12.5	10	2.3	1	1.36	15.4	
12114											19.04	3	3.51	0.91	0.59	6.05	
12115											25	1	4.61	1.05	0.08	0.9	
12116																	
12117	marmap	6	3	1982	41.3	-67.4	3.27	11.34	18.6	2.74	0	100	0	6.25	1.93	137	2190.3
12118											1.29	69	0.37	6.25	2.54	180	
12119											2.7	46	0.78	7.66	2.51	218	
12120											4.82	25	1.39	6.8	2.74	211	
12121											8	10	2.3	9.01	1.78	182	
12122											12.18	3	3.51	6.65	0.74	55.9	
12123											16	1	4.61	8.5	0.12	11.2	
12124																	
12125	marmap	6	3	1982	41.5	-67.4	3.71	11.33	18.6	4.55	0	100	0	4.64	1.56	81.8	2886.1
12126											1.69	69	0.37	5.78	2.73	179	
12127											3.54	46	0.78	5.77	3.76	246	
12128											6.32	25	1.39	4.85	4.55	250	
12129											10.5	10	2.3	3.72	3.89	164	
12130											15.99	3	3.51	3.81	1.11	48	
12131											21	1	4.61	3.65	0.15	6.32	
12132																	
12133	marmap	8	3	1982	41.1	-69	4.37	11.43	27.7	5.48	0	100	0	2.4	1.14	31.4	2431.5
12134											2.82	69	0.37	2.4	3.62	99.2	
12135											5.9	46	0.78	2.17	5.48	136	
12136											10.54	25	1.39	2.7	4.15	128	
12137											17.5	10	2.3	2.07	3.31	78.4	
12138											26.65	3	3.51	1.96	0.96	21.4	
12139											35	1	4.61	1.8	0.1	2.05	
12140																	
12141	marmap	9	3	1982	40	-69.2	4.21	11.5	24.9	3.58	0	100	0	0.59	1.08	7.35	425.7
12142											2.42	69	0.37	0.59	3.1	21	
12143											5.06	46	0.78	0.6	3.58	24.7	
12144											9.03	25	1.39	0.6	2.72	18.8	
12145											15	10	2.3	0.73	2.42	20.3	
12146											22.84	3	3.51	1.06	0.49	5.96	
12147											30	1	4.61	1.12	0.08	1.03	
12148																	
12149	marmap	9	3	1982	40.2	-69.4	4.27	11.5	24.9	5.9	0	100	0	3.64	2.65	111	3014.2
12150											1.77	69	0.37	3.64	4.73	198	
12151											3.71	46	0.78	4.38	4.61	232	
12152											6.62	25	1.39	3.42	5.9	232	
12153											11	10	2.3	4.83	2.88	160	
12154											16.75	3	3.51	3.81	1.31	57.2	
12155											22	1	4.61	4.72	0.11	5.84	
12156																	
12157	marmap	10	3	1982	40.1	-70.4	4.83	11.54	29.6	4.68	0	100	0	1.28	1.79	26.5	1316.8
12158	marmap	10	3	1982	40.1	-70.4	4.83	11.54	29.6	4.68	2.09	69	0.37	1.28	4.68	69.1	
12159	marmap	10	3	1982	40.1	-70.4	4.83	11.54	29.6	4.68	4.38	46	0.78	1.74	4.14	83.1	
12160	marmap	10	3	1982	40.1	-70.4	4.83	11.54	29.6	4.68	7.83	25	1.39	1.61	4.67	86.7	
12161	marmap	10	3	1982	40.1	-70.4	4.83	11.54	29.6	4.68	13	10	2.3	1.84	2.92	62.1	
12162	marmap	10	3	1982	40.1	-70.4	4.83	11.54	29.6	4.68	19.8	3	3.51	1.81	1.11	23.1	
12163	marmap	10	3	1982	40.1	-70.4	4.83	11.54	29.6	4.68	26	1	4.61	2.43	0.05	1.3	
12164																	
12165	marmap	10	3	1982	40.2	-70.5	4.83	11.54	29.6	3.52	0	100	0	4.49	0.75	38.8	2029.4
12166	marmap	10	3	1982	40.2	-70.5	4.83	11.54	29.6	3.52	1.53	69	0.37	4.49	1.99	103	
12167	marmap	10	3	1982	40.2	-70.5	4.83	11.54	29.6	3.52	3.2	46	0.78	4.23	3.52	172	
12168	marmap	10	3	1982	40.2	-70.5	4.83	11.54	29.6	3.52	5.72	25	1.39	4.73	3.28	179	
12169	marmap	10	3	1982	40.2	-70.5	4.83	11.54	29.6	3.52	9.5	10	2.3	4.67	2.73	147	
12170	marmap	10	3	1982	40.2	-70.5	4.83	11.54	29.6	3.52	14.47	3	3.51	5.52	0.84	53.8	
12171	marmap	10	3	1982	40.2	-70.5	4.83	11.54	29.6	3.52	19	1	4.61	4.02	0.12	5.49	
12172																	
12173	marmap	16	3	1982	40.4	-72.4	3.04	11.81	24	1.75	0	100	0	1.37	0.41	6.57	341
12174											1.53	69	0.37	1.37	0.98	15.9	
12175											3.2	46	0.78	1.45	1.54	26.3	
12176											5.72	25	1.39	1.52	1.75	31.5	
12177											9.5	10	2.3	1.33	1.73	27.1	
12178											14.47	3	3.51	1.45	0.45	7.68	
12179											19	1	4.61	1.81	0.03	0.56	
12180																	
12181	marmap	16	3	1982	40.2	-73.1	2.72	11.81	24	2.23	0	100	0	1.85	0.77	16.8	493.8
12182											1.61	69	0.37	1.85	1.54	33.7	
12183											3.37	46	0.78	1.85	1.65	36.1	
12184											6.02	25	1.39	1.72	2.23	45.3	
12185											10	10	2.3	1.79	1.4	29.7	
12186											15.23	3	3.51	1.81	0.5	10.7	
12187											20	1	4.61	1.77	0.07	1.46	
12188																	
12189	marmap	17	3	1982	40	-71.3	4.21	11.85	11.3	1.47	0	100	0	2.06	0.58	14.1	506.7
12190											2.42	69	0.37	2.06	1.13	27.5	
12191											5.06	46	0.78	2.06	1.19	29	
12192											9.03	25	1.39	1.68	1.47	29.3	
12193											15	10	2.3	1.6	1	19	
12194											22.84	3	3.51	2.16	0.22	5.58	
12195											30	1	4.61	1.5	0.09	1.55	
12196																	
12197	marmap	17	3	1982	39.4	-71.5	4.51	11.86	11.3	4.9	0	100	0	2.58	4.9	150	1534.5
12198											2.01	69	0.37	2.58	4.9	150	
12199											4.22	46	0.78	2.66	4.79	151	
12200											7.53	25	1.39	2.49	3.34	98.6	
12201											12.5	10	2.3	2.76	0.97	31.8	
12202											19.04	3	3.51	2.67	0.29	9.12	
12203											25	1	4.61	3.04	0.02	0.9	
12204																	
12205	marmap	18	3	1982	40.1	-73.3	2.13	11.9	39	3.19	0	100	0	7.23	0.97	83.1	1801.9
12206											0.89	69	0.37	7.23	2.24	193	
12207											1.85	46	0.78	7.43	3.19	282	
12208											3.31	25	1.39	7.83	3.05	284	
12209											5.5	10	2.3	7.36	2.37	208	
12210											8.38	3	3.51	6.36	0.81	61.6	
12211											11	1	4.61	5.9	0.33	23.2	
12212																	
12213	marmap	18	3	1982	40.1	-73.5	2.76	11.9	39	2.77	0	100	0	2.03	0.27	6.49	682.3
12214											1.21	69	0.37	2.03	1.15	27.9	
12215											2.53	46	0.78	2.03	1.95	47.2	
12216											4.52	25	1.39	1.9	2.77	62.7	
12217											7.5	10	2.3	2.05	2.46	60	
12218											11.42	3	3.51	2.66	1.39	44.1	
12219											15	1	4.61	7.9	0.22	20.5	
12220																	
12221	marmap	19	3	1982	39.1	-72.5	4.74	11.94	31.8	1.87	0	100	0	3.15	0.89	33.3	2054.8
12222											2.42	69	0.37	3.15	1.65	62.2	
12223											5.06	46	0.78	5.42	1.55	100	
12224											9.03	25	1.39	5.15	1.87	115	
12225											15	10	2.3	4.92	1.64	96.4	
12226											22.84	3	3.51	3.75	0.75	33.6	
12227											30	1	4.61	4.5	0.19	10.4	
12228																	
12229	marmap	19	3	1982	38.5	-73	4.73	11.95	31.8	1.63	0	100	0	6.36	0.31	23.8	1580.3
12230											1.61	69	0.37	6.36	1.42	108	
12231											3.37	46	0.78	6.6	1.56	123	
12232											6.02	25	1.39	6.66	1.63	130	
12233											10	10	2.3	5.8	1.43	99.3	
12234											15.23	3	3.51	6.66	0.48	38.3	
12235											20	1	4.61	9.55	0.1	11.9	
12236																	
12237	marmap	20	3	1982	38.5	-74	4.98	11.99	20.5	4.09	0	100	0	1.04	2.04	25.4	865.8
12238											2.82	69	0.37	1.04	3.38	42.2	
12239											5.9	46	0.78	0.93	3.45	38.5	
12240											10.54	25	1.39	0.85	4.09	41.7	
12241											17.5	10	2.3	0.92	2.58	28.5	
12242											26.65	3	3.51	0.78	0.9	8.42	
12243											35	1	4.61	1.59	0.15	2.83	
12244																	
12245	marmap	20	3	1982	38.4	-74.1	4.69	11.99	20.5	1.98	0	100	0	3.53	0.26	11.1	928.7
12246											1.61	69	0.37	3.53	0.85	35.8	
12247											3.37	46	0.78	3.5	1.38	58.1	
12248											6.02	25	1.39	3.31	1.98	78.6	
12249											10	10	2.3	3.38	1.86	75.3	
12250											15.23	3	3.51	3.19	0.63	24.2	
12251											20	1	4.61	1.16	0.09	1.31	
12252																	
12253	marmap	21	3	1982	38	-74.2	6.37	12.03	9.21	1.81	0	100	0	6.1	1.62	119	1515.1
12254											2.34	69	0.37	6.1	1.81	133	
12255											4.89	46	0.78	4.84	1.77	103	
12256											8.73	25	1.39	5.55	1.4	93.5	
12257											14.5	10	2.3	5.24	0.55	34.8	
12258											22.08	3	3.51	1.52	0.29	5.23	
12259											29	1	4.61	2.2	0.02	0.62	
12260																	
12261	marmap	21	3	1982	38.2	-74.3	4.63	12.03	9.21	2.34	0	100	0	1.84	1.76	39	534.9
12262											1.69	69	0.37	1.84	2.34	51.7	
12263											3.54	46	0.78	1.82	2.13	46.6	
12264											6.32	25	1.39	1.71	2.08	42.7	
12265											10.5	10	2.3	1.74	1.09	22.9	
12266											15.99	3	3.51	2.53	0.24	7.33	
12267											21	1	4.61	1.81	0.09	1.9	
12268																	
12269	marmap	22	3	1982	37.4	-74.4	5.05	12.07	38.4	2.02	0	100	0	1.93	0.88	20.6	643.5
12270											2.98	69	0.37	1.93	0.98	22.9	
12271											6.24	46	0.78	1.36	2.02	33.2	
12272											11.14	25	1.39	1.61	1.6	31	
12273											18.5	10	2.3	1.18	1.38	19.7	
12274											28.17	3	3.51	1.33	0.3	4.76	
12275											37	1	4.61	1.44	0.05	0.92	
12276																	
12277	marmap	22	3	1982	37.3	-74.2	7.52	12.07	38.4	1.65	0	100	0	7.32	0.24	20.8	1523.2
12278											1.45	69	0.37	7.32	0.87	77	
12279											3.04	46	0.78	7.82	1.25	118	
12280											5.42	25	1.39	8.52	1.65	170	
12281											9	10	2.3	8.63	1.07	111	
12282											13.71	3	3.51	8.48	0.38	39.1	
12283											18	1	4.61	7.7	0.07	6.64	
12284																	
12285	marmap	23	3	1982	36.5	-75	7.3	12.11	31.8	3.42	0	100	0	2.04	1.93	47.7	1803.3
12286											3.06	69	0.37	2.04	3.42	84.4	
12287											6.41	46	0.78	2.48	2.55	76.6	
12288											11.44	25	1.39	2.05	3.34	82.8	
12289											19	10	2.3	2.46	1.93	57.5	
12290											28.93	3	3.51	2.21	0.4	10.7	
12291											38	1	4.61	2.67	0.09	2.88	
12292																	
12293	marmap	23	3	1982	36.4	-74.3	10.91	12.1	31.8	2.11	0	100	0	5.89	0.47	33.5	2039.8
12294											2.01	69	0.37	5.89	1.39	99.2	
12295											4.22	46	0.78	5.12	2.11	131	
12296											7.53	25	1.39	5.65	1.99	136	
12297											12.5	10	2.3	5.61	1.71	116	
12298											19.04	3	3.51	5.29	0.47	29.8	
12299											25	1	4.61	5.05	0.1	6.29	
12300																	
12301	marmap	31	3	1982	40.5	-72.1N	D	12.48	13.6	1.44	0	100	0	1.22	0.54	8.25	203
12302											1.69	69	0.37	1.22	0.98	14.9	
12303											3.54	46	0.78	1.22	1.44	22	
12304											6.32	25	1.39	1.29	1.03	16.6	
12305											10.5	10	2.3	1.21	0.61	9.16	
12306											15.99	3	3.51	1.06	0.18	2.35	
12307											21	1	4.61	3.01	0.05	1.74	
12308																	
12309	marmap	31	3	1982	40.4	-72.3N	D	12.48	13.6	2.42	0	100	0	1.26	2.03	31.9	443.6
12310											1.77	69	0.37	1.26	2.42	38	
12311											3.71	46	0.78	1.38	2.4	41.3	
12312											6.62	25	1.39	1.37	1.71	29.3	
12313											11	10	2.3	1.59	0.94	18.7	
12314											16.75	3	3.51	1.42	0.35	6.16	
12315											22	1	4.61	4.05	0.07	3.54	
12316																	
12317	marmap	1	4	1982	39.5	-73.3N	D	12.51	44	1.6	0	100	0	0.77	0.37	3.57	210.9
12318											1.45	69	0.37	0.77	0.75	7.22	
12319											3.04	46	0.78	0.74	1.31	12.1	
12320											5.42	25	1.39	0.85	1.6	17	
12321											9	10	2.3	0.86	1.58	17	
12322											13.71	3	3.51	1.24	0.68	10.6	
12323											18	1	4.61	1.24	0.14	2.11	
12324																	
12325	marmap	1	4	1982	39.3	-73.5N	D	12.5	44	1.84	0	100	0	1.14	0.11	1.51	297.3
12326											1.45	69	0.37	1.14	0.43	6.12	
12327											3.04	46	0.78	1.08	0.95	12.8	
12328											5.42	25	1.39	1.07	1.67	22.3	
12329											9	10	2.3	1.14	1.84	26.2	
12330											13.71	3	3.51	1.64	0.85	17.4	
12331											18	1	4.61	1.33	0.23	3.79	
12332																	
12333	marmap	2	4	1982	38.1	-74.1N	D	12.52	44.8	1.67	0	100	0	3.11	0.21	8.28	820.8
12334											2.18	69	0.37	3.11	0.55	21.3	
12335											4.55	46	0.78	2.57	1.21	38.8	
12336											8.13	25	1.39	2.55	1.67	53.3	
12337											13.5	10	2.3	2.62	1.44	47.1	
12338											20.56	3	3.51	2.43	0.54	16.5	
12339											27	1	4.61	2.55	0.05	1.62	
12340																	
12341	marmap	2	4	1982	38.4	-74N	D	12.53	44.8	2.61	0	100	0	1.27	0.09	1.41	952.3
12342											2.42	69	0.37	1.27	0.98	15.6	
12343											5.06	46	0.78	1.48	2.36	43.7	
12344											9.03	25	1.39	1.75	2.61	57.2	
12345											15	10	2.3	2.04	2.2	56.2	
12346											22.84	3	3.51	1.07	0.81	10.8	
12347											30	1	4.61	1.91	0.15	3.67	
12348																	
12349	marmap	3	4	1982	39.3	-72.3N	D	12.59	10.5	1.53	0	100	0	1.67	1.14	23.9	553.2
12350											2.66	69	0.37	1.67	1.53	32.2	
12351											5.56	46	0.78	1.83	1.27	29.2	
12352											9.93	25	1.39	1.7	1.34	28.7	
12353											16.5	10	2.3	1.52	0.89	17.1	
12354											25.13	3	3.51	1.54	0.21	4.07	
12355											33	1	4.61	1.07	0.1	1.33	
12356																	
12357	marmap	5	4	1982	41.1	-71.3N	D	12.71	44	1.68	0	100	0	3.21	0.11	4.35	903
12358											1.53	69	0.37	3.21	0.34	13.8	
12359											3.2	46	0.78	3.27	1.12	46.7	
12360											5.72	25	1.39	3.62	1.6	73.7	
12361											9.5	10	2.3	3.52	1.68	75.3	
12362											14.47	3	3.51	3.18	1.02	41.4	
12363											19	1	4.61	3.49	0.22	9.6	
12364																	
12365	marmap	6	4	1982	42.4	-70.4N	D	12.8	4.09	3.13	0	100	0	0.74	1.56	14.8	380.8
12366											1.93	69	0.37	0.74	1.45	13.7	
