cruise,cast,niskin,station,data_check,size,mean_npp,depth_category,sd_npp,depth,depth_grp,temp_check,temp_dif
EN661,2,18,L2,A,between520,3.851,NA,NA,3.362,"(1.5,3]",Good,3.096030896
EN661,2,18,L2,A,greater20,6.842,NA,NA,3.362,"(1.5,3]",Good,3.096030896
EN661,5,8,L4,A,total,0.631,D1,NA,28.322,"(27,28.5]",Good,4.077858978
EN661,5,8,L4,A,less20,0.166,D1,NA,28.322,"(27,28.5]",Good,4.077858978
EN661,5,8,L4,A,less5,0.075,D1,NA,28.322,"(27,28.5]",Good,4.077858978
EN661,5,8,L4,A,between520,0.091,NA,NA,28.322,"(27,28.5]",Good,4.077858978
EN661,5,8,L4,A,greater20,0.465,NA,NA,28.322,"(27,28.5]",Good,4.077858978
EN661,5,13,L4,A,total,1.245,D2,NA,15.317,"(13.5,15]",Good,4.078498978
EN661,5,13,L4,A,less20,1.205,D2,NA,15.317,"(13.5,15]",Good,4.078498978
EN661,5,13,L4,A,less5,0.09,D2,NA,15.317,"(13.5,15]",Good,4.078498978
EN661,5,13,L4,A,between520,1.115,NA,NA,15.317,"(13.5,15]",Good,4.078498978
EN661,5,13,L4,A,greater20,0.04,NA,NA,15.317,"(13.5,15]",Good,4.078498978
EN661,5,18,L4,A,total,33.7345,D4,0.7347,2.331,"(1.5,3]",Good,4.085998978
EN661,5,18,L4,A,less20,7.596,D4,NA,2.331,"(1.5,3]",Good,4.085998978
EN661,5,18,L4,A,less5,1.179,D4,NA,2.331,"(1.5,3]",Good,4.085998978
EN661,5,18,L4,A,between520,6.417,NA,NA,2.331,"(1.5,3]",Good,4.085998978
EN661,5,18,L4,A,greater20,26.1385,NA,NA,2.331,"(1.5,3]",Good,4.085998978
EN661,10,4,L11,A,total,0,D1,NA,85.328,"(84,85.5]",Bad,-2.818343056
EN661,10,4,L11,A,less20,0,D1,NA,85.328,"(84,85.5]",Bad,-2.818343056
EN661,10,4,L11,A,less5,0,D1,NA,85.328,"(84,85.5]",Bad,-2.818343056
EN661,10,4,L11,A,between520,0,NA,NA,85.328,"(84,85.5]",Bad,-2.818343056
EN661,10,4,L11,A,greater20,0,NA,NA,85.328,"(84,85.5]",Bad,-2.818343056
EN661,10,7,L11,A,total,0,D2,NA,40.151,"(39,40.5]",Good,-2.532736389
EN661,10,7,L11,A,less20,0,D2,NA,40.151,"(39,40.5]",Good,-2.532736389
EN661,10,7,L11,A,less5,0,D2,NA,40.151,"(39,40.5]",Good,-2.532736389
EN661,10,7,L11,A,between520,0,NA,NA,40.151,"(39,40.5]",Good,-2.532736389
EN661,10,7,L11,A,greater20,0,NA,NA,40.151,"(39,40.5]",Good,-2.532736389
EN661,10,14,L11,A,total,0.455,D3,NA,20.006,"(19.5,21]",Good,-1.899316389
EN661,10,14,L11,A,less20,0,D3,NA,20.006,"(19.5,21]",Good,-1.899316389
EN661,10,14,L11,A,less5,0,D3,NA,20.006,"(19.5,21]",Good,-1.899316389
EN661,10,14,L11,A,between520,0,NA,NA,20.006,"(19.5,21]",Good,-1.899316389
EN661,10,14,L11,A,greater20,0.455,NA,NA,20.006,"(19.5,21]",Good,-1.899316389
EN661,10,20,L11,A,total,3.1355,D4,0.2963,2.869,"(1.5,3]",Good,-1.861801389
EN661,10,20,L11,A,less20,0,D4,NA,2.869,"(1.5,3]",Good,-1.861801389
EN661,10,20,L11,A,less5,0,D4,NA,2.869,"(1.5,3]",Good,-1.861801389
EN661,10,20,L11,A,between520,0,NA,NA,2.869,"(1.5,3]",Good,-1.861801389
EN661,10,20,L11,A,greater20,3.1355,NA,NA,2.869,"(1.5,3]",Good,-1.861801389
EN661,13,9,L1,A,total,0.489,D1,NA,10.42,"(9,10.5]",Good,0.701292026
EN661,13,9,L1,A,less20,0.223,D1,NA,10.42,"(9,10.5]",Good,0.701292026
EN661,13,9,L1,A,less5,0.012,D1,NA,10.42,"(9,10.5]",Good,0.701292026
EN661,13,9,L1,A,between520,0.211,NA,NA,10.42,"(9,10.5]",Good,0.701292026
EN661,13,9,L1,A,greater20,0.266,NA,NA,10.42,"(9,10.5]",Good,0.701292026
EN661,13,14,L1,A,total,28.7285,D4,1.4503,1.821,"(0,1.5]",Good,0.642872026
EN661,13,14,L1,A,less20,6.374,D4,NA,1.821,"(0,1.5]",Good,0.642872026
EN661,13,14,L1,A,less5,0,D4,NA,1.821,"(0,1.5]",Good,0.642872026
EN661,13,14,L1,A,between520,6.374,NA,NA,1.821,"(0,1.5]",Good,0.642872026
EN661,13,14,L1,A,greater20,22.3545,NA,NA,1.821,"(0,1.5]",Good,0.642872026
EN668,1,6,L1,A,total,34.135,D1,NA,14.035,"(13.5,15]",Good,-0.907797917
EN668,1,6,L1,A,less20,31.149,D1,NA,14.035,"(13.5,15]",Good,-0.907797917
EN668,1,6,L1,A,less5,11.859,D1,NA,14.035,"(13.5,15]",Good,-0.907797917
EN668,1,6,L1,A,between520,19.29,NA,NA,14.035,"(13.5,15]",Good,-0.907797917
EN668,1,6,L1,A,greater20,2.986,NA,NA,14.035,"(13.5,15]",Good,-0.907797917
EN668,1,12,L1,A,total,31.042,D2,NA,10.228,"(9,10.5]",Good,-1.23580625
EN668,1,12,L1,A,less20,25.882,D2,NA,10.228,"(9,10.5]",Good,-1.23580625
EN668,1,12,L1,A,less5,6.04,D2,NA,10.228,"(9,10.5]",Good,-1.23580625
EN668,1,12,L1,A,between520,19.842,NA,NA,10.228,"(9,10.5]",Good,-1.23580625
EN668,1,12,L1,A,greater20,5.16,NA,NA,10.228,"(9,10.5]",Good,-1.23580625
EN668,1,18,L1,A,total,30.4927,D3,1.4974,4.03,"(3,4.5]",Good,3.591804861
EN668,1,18,L1,A,less20,24.184,D3,NA,4.03,"(3,4.5]",Good,3.591804861
EN668,1,18,L1,A,less5,11.044,D3,NA,4.03,"(3,4.5]",Good,3.591804861
EN668,1,18,L1,A,between520,13.14,NA,NA,4.03,"(3,4.5]",Good,3.591804861
EN668,1,18,L1,A,greater20,6.3087,NA,NA,4.03,"(3,4.5]",Good,3.591804861
EN668,2,9,L2,A,total,14.459,D1,NA,21.343,"(19.5,21]",Good,0.917468041
EN668,2,9,L2,A,less20,8.669,D1,NA,21.343,"(19.5,21]",Good,0.917468041
EN668,2,9,L2,A,less5,0.373,D1,NA,21.343,"(19.5,21]",Good,0.917468041
EN668,2,9,L2,A,between520,8.296,NA,NA,21.343,"(19.5,21]",Good,0.917468041
EN668,2,9,L2,A,greater20,5.79,NA,NA,21.343,"(19.5,21]",Good,0.917468041
EN668,2,14,L2,A,total,17.572,D2,NA,15.292,"(13.5,15]",Good,-0.755431959
EN668,2,14,L2,A,less20,14.664,D2,NA,15.292,"(13.5,15]",Good,-0.755431959
EN668,2,14,L2,A,less5,4.036,D2,NA,15.292,"(13.5,15]",Good,-0.755431959
EN668,2,14,L2,A,between520,10.628,NA,NA,15.292,"(13.5,15]",Good,-0.755431959
EN668,2,14,L2,A,greater20,2.908,NA,NA,15.292,"(13.5,15]",Good,-0.755431959
EN668,2,19,L2,A,total,12.2853,D3,0.1575,2.719,"(1.5,3]",Good,3.417147751
EN668,2,19,L2,A,less20,9.361,D3,NA,2.719,"(1.5,3]",Good,3.417147751
EN668,2,19,L2,A,less5,4.607,D3,NA,2.719,"(1.5,3]",Good,3.417147751
EN668,2,19,L2,A,between520,4.754,NA,NA,2.719,"(1.5,3]",Good,3.417147751
EN668,2,19,L2,A,greater20,2.9243,NA,NA,2.719,"(1.5,3]",Good,3.417147751
EN668,5,6,L4,A,total,1.177,D1,NA,42.899,"(40.5,42]",Good,5.131273684
EN668,5,6,L4,A,less20,0.678,D1,NA,42.899,"(40.5,42]",Good,5.131273684
EN668,5,6,L4,A,less5,0.2,D1,NA,42.899,"(40.5,42]",Good,5.131273684
EN668,5,6,L4,A,between520,0.478,NA,NA,42.899,"(40.5,42]",Good,5.131273684
EN668,5,6,L4,A,greater20,0.499,NA,NA,42.899,"(40.5,42]",Good,5.131273684
EN668,5,11,L4,A,total,47.686,D2,NA,30.31,"(28.5,30]",Good,3.496153684
EN668,5,11,L4,A,less20,28.792,D2,NA,30.31,"(28.5,30]",Good,3.496153684
EN668,5,11,L4,A,less5,15.156,D2,NA,30.31,"(28.5,30]",Good,3.496153684
EN668,5,11,L4,A,between520,13.636,NA,NA,30.31,"(28.5,30]",Good,3.496153684
EN668,5,11,L4,A,greater20,18.894,NA,NA,30.31,"(28.5,30]",Good,3.496153684
EN668,5,16,L4,A,total,14.084,D3,NA,17.129,"(16.5,18]",Good,-1.499476316
EN668,5,16,L4,A,less20,10.22,D3,NA,17.129,"(16.5,18]",Good,-1.499476316
EN668,5,16,L4,A,less5,4.205,D3,NA,17.129,"(16.5,18]",Good,-1.499476316
EN668,5,16,L4,A,between520,6.015,NA,NA,17.129,"(16.5,18]",Good,-1.499476316
EN668,5,16,L4,A,greater20,3.864,NA,NA,17.129,"(16.5,18]",Good,-1.499476316
EN668,5,20,L4,A,total,9.9003,D4,0.6359,4.064,"(3,4.5]",Good,4.974249123
EN668,5,20,L4,A,less20,7.746,D4,NA,4.064,"(3,4.5]",Good,4.974249123
EN668,5,20,L4,A,less5,3.25,D4,NA,4.064,"(3,4.5]",Good,4.974249123
EN668,5,20,L4,A,between520,4.496,NA,NA,4.064,"(3,4.5]",Good,4.974249123
EN668,5,20,L4,A,greater20,2.1543,NA,NA,4.064,"(3,4.5]",Good,4.974249123
EN668,11,9,L11,A,total,14.761,D2,NA,35.889,"(34.5,36]",Good,3.086623762
EN668,11,9,L11,A,less20,12.715,D2,NA,35.889,"(34.5,36]",Good,3.086623762
EN668,11,9,L11,A,less5,5.008,D2,NA,35.889,"(34.5,36]",Good,3.086623762
EN668,11,9,L11,A,between520,7.707,NA,NA,35.889,"(34.5,36]",Good,3.086623762
EN668,11,9,L11,A,greater20,2.046,NA,NA,35.889,"(34.5,36]",Good,3.086623762
EN668,15,6,L8,A,total,0.322,D1,NA,65.414,"(64.5,66]",Good,3.39009244
EN668,15,6,L8,A,less20,0.164,D1,NA,65.414,"(64.5,66]",Good,3.39009244
EN668,15,6,L8,A,less5,0.019,D1,NA,65.414,"(64.5,66]",Good,3.39009244
EN668,15,6,L8,A,between520,0.145,NA,NA,65.414,"(64.5,66]",Good,3.39009244
EN668,15,6,L8,A,greater20,0.158,NA,NA,65.414,"(64.5,66]",Good,3.39009244
EN668,15,10,L8,A,total,9.735,D2,NA,38.349,"(37.5,39]",Good,2.509848762
EN668,15,10,L8,A,less20,5.506,D2,NA,38.349,"(37.5,39]",Good,2.509848762
EN668,15,10,L8,A,less5,3.193,D2,NA,38.349,"(37.5,39]",Good,2.509848762
EN668,15,10,L8,A,between520,2.313,NA,NA,38.349,"(37.5,39]",Good,2.509848762
EN668,15,10,L8,A,greater20,4.229,NA,NA,38.349,"(37.5,39]",Good,2.509848762
EN668,15,16,L8,A,total,10.89,D3,NA,13.755,"(12,13.5]",Good,0.725925773
EN668,15,16,L8,A,less20,7.895,D3,NA,13.755,"(12,13.5]",Good,0.725925773
EN668,15,16,L8,A,less5,4.936,D3,NA,13.755,"(12,13.5]",Good,0.725925773
EN668,15,16,L8,A,between520,2.959,NA,NA,13.755,"(12,13.5]",Good,0.725925773
EN668,15,16,L8,A,greater20,2.995,NA,NA,13.755,"(12,13.5]",Good,0.725925773
EN668,18,7,L6,A,total,0.09,D1,NA,50.542,"(49.5,51]",Bad,6.14045
EN668,18,7,L6,A,less20,0,D1,NA,50.542,"(49.5,51]",Bad,6.14045
EN668,18,7,L6,A,less5,0,D1,NA,50.542,"(49.5,51]",Bad,6.14045
EN668,18,7,L6,A,between520,0,NA,NA,50.542,"(49.5,51]",Bad,6.14045
EN668,18,7,L6,A,greater20,0.09,NA,NA,50.542,"(49.5,51]",Bad,6.14045
EN668,18,9,L6,A,total,38.5525,D2,2.0952,30.914,"(28.5,30]",Good,4.975566667
EN668,18,9,L6,A,less20,22.605,D2,NA,30.914,"(28.5,30]",Good,4.975566667
EN668,18,9,L6,A,less5,11.971,D2,NA,30.914,"(28.5,30]",Good,4.975566667
EN668,18,9,L6,A,between520,10.634,NA,NA,30.914,"(28.5,30]",Good,4.975566667
EN668,18,9,L6,A,greater20,15.9475,NA,NA,30.914,"(28.5,30]",Good,4.975566667
EN668,18,16,L6,A,total,21.67,D3,NA,17.874,"(16.5,18]",Good,-2.006883333
EN668,18,16,L6,A,less20,13.957,D3,NA,17.874,"(16.5,18]",Good,-2.006883333
EN668,18,16,L6,A,less5,8.429,D3,NA,17.874,"(16.5,18]",Good,-2.006883333
EN668,18,16,L6,A,between520,5.528,NA,NA,17.874,"(16.5,18]",Good,-2.006883333
EN668,18,16,L6,A,greater20,7.713,NA,NA,17.874,"(16.5,18]",Good,-2.006883333
EN668,18,20,L6,A,total,3.226,D4,0.5049,3.801,"(1.5,3]",Good,2.492752993
EN668,18,20,L6,A,less20,2.971,D4,NA,3.801,"(1.5,3]",Good,2.492752993
EN668,18,20,L6,A,less5,1.533,D4,NA,3.801,"(1.5,3]",Good,2.492752993
EN668,18,20,L6,A,between520,1.438,NA,NA,3.801,"(1.5,3]",Good,2.492752993
EN668,18,20,L6,A,greater20,0.255,NA,NA,3.801,"(1.5,3]",Good,2.492752993
EN668,20,3,d6a,A,total,36.396,D2,NA,49.171,"(48,49.5]",Good,1.027655952
EN668,20,3,d6a,A,less20,5.174,D2,NA,49.171,"(48,49.5]",Good,1.027655952
EN668,20,3,d6a,A,less5,2.219,D2,NA,49.171,"(48,49.5]",Good,1.027655952
EN668,20,3,d6a,A,between520,2.955,NA,NA,49.171,"(48,49.5]",Good,1.027655952
EN668,20,3,d6a,A,greater20,31.222,NA,NA,49.171,"(48,49.5]",Good,1.027655952
EN687,1,5,L1,A,total,22.853,D1,NA,15.899,"(16.5,18]",Good,1.194781869
EN687,1,5,L1,A,less20,16.424,D1,NA,15.899,"(16.5,18]",Good,1.194781869
EN687,1,5,L1,A,less5,7.589,D1,NA,15.899,"(16.5,18]",Good,1.194781869
EN687,1,5,L1,A,between520,8.835,NA,NA,15.899,"(16.5,18]",Good,1.194781869
EN687,1,5,L1,A,greater20,6.429,NA,NA,15.899,"(16.5,18]",Good,1.194781869
EN687,1,12,L1,A,total,47.206,D2,NA,13.391,"(12,13.5]",Good,-0.668620351
EN687,1,12,L1,A,less20,38.19,D2,NA,13.391,"(12,13.5]",Good,-0.668620351
EN687,1,12,L1,A,less5,17.626,D2,NA,13.391,"(12,13.5]",Good,-0.668620351
EN687,1,12,L1,A,between520,20.564,NA,NA,13.391,"(12,13.5]",Good,-0.668620351
EN687,1,12,L1,A,greater20,9.016,NA,NA,13.391,"(12,13.5]",Good,-0.668620351
EN687,1,17,L1,A,total,62.3347,D3,3.2881,3.006,"(1.5,3]",Good,1.976033158
EN687,1,17,L1,A,less20,54.5137,D3,2.1276,3.006,"(1.5,3]",Good,1.976033158
EN687,1,17,L1,A,less5,18.7807,D3,1.3994,3.006,"(1.5,3]",Good,1.976033158
EN687,1,17,L1,A,between520,35.733,NA,NA,3.006,"(1.5,3]",Good,1.976033158
EN687,1,17,L1,A,greater20,7.821,NA,NA,3.006,"(1.5,3]",Good,1.976033158
EN687,2,7,L2,A,total,6.555,D1,NA,25.052,"(22.5,24]",Good,3.671094672
EN687,2,7,L2,A,less20,5.718,D1,NA,25.052,"(22.5,24]",Good,3.671094672
EN687,2,7,L2,A,less5,2.97,D1,NA,25.052,"(22.5,24]",Good,3.671094672
EN687,2,7,L2,A,between520,2.748,NA,NA,25.052,"(22.5,24]",Good,3.671094672
EN687,2,7,L2,A,greater20,0.837,NA,NA,25.052,"(22.5,24]",Good,3.671094672
EN687,2,12,L2,A,total,189.814,D2,NA,13.656,"(12,13.5]",Good,3.061169672
EN687,2,12,L2,A,less20,86.953,D2,NA,13.656,"(12,13.5]",Good,3.061169672
EN687,2,12,L2,A,less5,30.924,D2,NA,13.656,"(12,13.5]",Good,3.061169672
EN687,2,12,L2,A,between520,56.029,NA,NA,13.656,"(12,13.5]",Good,3.061169672
EN687,2,12,L2,A,greater20,102.861,NA,NA,13.656,"(12,13.5]",Good,3.061169672
EN687,2,18,L2,A,total,35.369,D3,0.0947,2.665,"(1.5,3]",Good,2.795563125
EN687,2,18,L2,A,less20,30.462,D3,NA,2.665,"(1.5,3]",Good,2.795563125
EN687,2,18,L2,A,less5,11.266,D3,NA,2.665,"(1.5,3]",Good,2.795563125
EN687,2,18,L2,A,between520,19.196,NA,NA,2.665,"(1.5,3]",Good,2.795563125
EN687,2,18,L2,A,greater20,4.907,NA,NA,2.665,"(1.5,3]",Good,2.795563125
EN687,5,6,L4,A,total,0.375,D1,NA,40.223,"(39,40.5]",Good,2.387375439
EN687,5,6,L4,A,less20,0.257,D1,NA,40.223,"(39,40.5]",Good,2.387375439
EN687,5,6,L4,A,less5,0.091,D1,NA,40.223,"(39,40.5]",Good,2.387375439
EN687,5,6,L4,A,between520,0.166,NA,NA,40.223,"(39,40.5]",Good,2.387375439
EN687,5,6,L4,A,greater20,0.118,NA,NA,40.223,"(39,40.5]",Good,2.387375439
EN687,5,10,L4,A,total,7.684,D2,NA,30.257,"(28.5,30]",Good,0.82052281
EN687,5,10,L4,A,less20,5.873,D2,NA,30.257,"(28.5,30]",Good,0.82052281
EN687,5,10,L4,A,less5,3.371,D2,NA,30.257,"(28.5,30]",Good,0.82052281
EN687,5,10,L4,A,between520,2.502,NA,NA,30.257,"(28.5,30]",Good,0.82052281
EN687,5,10,L4,A,greater20,1.811,NA,NA,30.257,"(28.5,30]",Good,0.82052281
EN687,5,13,L4,A,total,29.071,D3,NA,16.088,"(13.5,15]",Good,4.922200877
EN687,5,13,L4,A,less20,18.019,D3,NA,16.088,"(13.5,15]",Good,4.922200877
EN687,5,13,L4,A,less5,12.145,D3,NA,16.088,"(13.5,15]",Good,4.922200877
EN687,5,13,L4,A,between520,5.874,NA,NA,16.088,"(13.5,15]",Good,4.922200877
EN687,5,13,L4,A,greater20,11.052,NA,NA,16.088,"(13.5,15]",Good,4.922200877
EN687,5,21,L4,A,total,35.5843,D4,2.0137,2.974,"(1.5,3]",Good,3.079336587
EN687,5,21,L4,A,less20,30.655,D4,NA,2.974,"(1.5,3]",Good,3.079336587
EN687,5,21,L4,A,less5,10.417,D4,NA,2.974,"(1.5,3]",Good,3.079336587
EN687,5,21,L4,A,between520,20.238,NA,NA,2.974,"(1.5,3]",Good,3.079336587
EN687,5,21,L4,A,greater20,4.9293,NA,NA,2.974,"(1.5,3]",Good,3.079336587
EN687,10,7,L11,A,total,0.966,D1,NA,50.15,"(49.5,51]",Good,-1.235554163
EN687,10,7,L11,A,less20,0.748,D1,NA,50.15,"(49.5,51]",Good,-1.235554163
EN687,10,7,L11,A,less5,0.501,D1,NA,50.15,"(49.5,51]",Good,-1.235554163
EN687,10,7,L11,A,between520,0.247,NA,NA,50.15,"(49.5,51]",Good,-1.235554163
EN687,10,7,L11,A,greater20,0.218,NA,NA,50.15,"(49.5,51]",Good,-1.235554163
EN687,10,11,L11,A,total,8.05,D2,NA,37.51,"(36,37.5]",Good,1.553552778
EN687,10,11,L11,A,less20,6.995,D2,NA,37.51,"(36,37.5]",Good,1.553552778
EN687,10,11,L11,A,less5,4.18,D2,NA,37.51,"(36,37.5]",Good,1.553552778
EN687,10,11,L11,A,between520,2.815,NA,NA,37.51,"(36,37.5]",Good,1.553552778
EN687,10,11,L11,A,greater20,1.055,NA,NA,37.51,"(36,37.5]",Good,1.553552778
EN687,10,15,L11,A,total,9.741,D3,NA,22.951,"(22.5,24]",Bad,5.622169448
EN687,10,15,L11,A,less20,8.116,D3,NA,22.951,"(22.5,24]",Bad,5.622169448
EN687,10,15,L11,A,less5,2.866,D3,NA,22.951,"(22.5,24]",Bad,5.622169448
EN687,10,15,L11,A,between520,5.25,NA,NA,22.951,"(22.5,24]",Bad,5.622169448
EN687,10,15,L11,A,greater20,1.625,NA,NA,22.951,"(22.5,24]",Bad,5.622169448
EN687,10,21,L11,A,total,3.172,D4,0.0622,2.581,"(1.5,3]",Good,-0.170730552
EN687,10,21,L11,A,less20,3.007,D4,NA,2.581,"(1.5,3]",Good,-0.170730552
EN687,10,21,L11,A,less5,1.112,D4,NA,2.581,"(1.5,3]",Good,-0.170730552
EN687,10,21,L11,A,between520,1.895,NA,NA,2.581,"(1.5,3]",Good,-0.170730552
EN687,10,21,L11,A,greater20,0.165,NA,NA,2.581,"(1.5,3]",Good,-0.170730552
EN687,16,5,L8,A,total,0.467,D1,NA,53.538,"(52.5,54]",Good,0.89919386
EN687,16,5,L8,A,less20,0.318,D1,NA,53.538,"(52.5,54]",Good,0.89919386
EN687,16,5,L8,A,less5,0.173,D1,NA,53.538,"(52.5,54]",Good,0.89919386
EN687,16,5,L8,A,between520,0.145,NA,NA,53.538,"(52.5,54]",Good,0.89919386
EN687,16,5,L8,A,greater20,0.149,NA,NA,53.538,"(52.5,54]",Good,0.89919386
EN687,16,15,L8,A,total,21.379,D3,NA,19.218,"(18,19.5]",Good,5.06346053
EN687,16,15,L8,A,less20,19.306,D3,NA,19.218,"(18,19.5]",Good,5.06346053
EN687,16,15,L8,A,less5,8.009,D3,NA,19.218,"(18,19.5]",Good,5.06346053
EN687,16,15,L8,A,between520,11.297,NA,NA,19.218,"(18,19.5]",Good,5.06346053
EN687,16,15,L8,A,greater20,2.073,NA,NA,19.218,"(18,19.5]",Good,5.06346053
EN687,16,21,L8,A,total,24.205,D4,2.2557,2.788,"(1.5,3]",Good,0.36907243
EN687,16,21,L8,A,less20,22.345,D4,NA,2.788,"(1.5,3]",Good,0.36907243
EN687,16,21,L8,A,less5,8.872,D4,NA,2.788,"(1.5,3]",Good,0.36907243
EN687,16,21,L8,A,between520,13.473,NA,NA,2.788,"(1.5,3]",Good,0.36907243
EN687,16,21,L8,A,greater20,1.86,NA,NA,2.788,"(1.5,3]",Good,0.36907243
EN687,18,8,L6,A,total,11.893,D1,NA,30.265,"(28.5,30]",Good,1.160077978
EN687,18,8,L6,A,less20,11.461,D1,NA,30.265,"(28.5,30]",Good,1.160077978
EN687,18,8,L6,A,less5,3.733,D1,NA,30.265,"(28.5,30]",Good,1.160077978
EN687,18,8,L6,A,between520,7.728,NA,NA,30.265,"(28.5,30]",Good,1.160077978
EN687,18,8,L6,A,greater20,0.432,NA,NA,30.265,"(28.5,30]",Good,1.160077978
EN687,18,12,L6,A,total,33.368,D2,NA,19.031,"(16.5,18]",Good,4.621563277
EN687,18,12,L6,A,less20,30.625,D2,NA,19.031,"(16.5,18]",Good,4.621563277
EN687,18,12,L6,A,less5,21.378,D2,2.8143,19.031,"(16.5,18]",Good,4.621563277
EN687,18,12,L6,A,between520,9.247,NA,NA,19.031,"(16.5,18]",Good,4.621563277
EN687,18,12,L6,A,greater20,2.743,NA,NA,19.031,"(16.5,18]",Good,4.621563277
EN687,18,16,L6,A,total,19.548,D3,NA,14.078,"(13.5,15]",Good,3.343806137
EN687,18,16,L6,A,less20,18.271,D3,NA,14.078,"(13.5,15]",Good,3.343806137
EN687,18,16,L6,A,less5,10.02,D3,NA,14.078,"(13.5,15]",Good,3.343806137
EN687,18,16,L6,A,between520,8.251,NA,NA,14.078,"(13.5,15]",Good,3.343806137
EN687,18,16,L6,A,greater20,1.277,NA,NA,14.078,"(13.5,15]",Good,3.343806137
EN687,18,22,L6,A,total,14.1157,D4,0.2831,3.167,"(1.5,3]",Good,1.039689467
EN687,18,22,L6,A,less20,11.537,D4,NA,3.167,"(1.5,3]",Good,1.039689467
EN687,18,22,L6,A,less5,7.124,D4,NA,3.167,"(1.5,3]",Good,1.039689467
EN687,18,22,L6,A,between520,4.413,NA,NA,3.167,"(1.5,3]",Good,1.039689467
EN687,18,22,L6,A,greater20,2.5787,NA,NA,3.167,"(1.5,3]",Good,1.039689467
EN655,12,20,L10,A,total,6.4303,D4,0.225,2.685,"(1.5,3]",Good,2.388856639
EN655,12,20,L10,A,less20,6.4303,D4,NA,2.685,"(1.5,3]",Good,2.388856639
EN655,12,20,L10,A,less5,6.4303,D4,NA,2.685,"(1.5,3]",Good,2.388856639
EN655,12,20,L10,A,between520,0,NA,NA,2.685,"(1.5,3]",Good,2.388856639
EN655,12,20,L10,A,greater20,0,NA,NA,2.685,"(1.5,3]",Good,2.388856639
EN655,1,18,L1,A,total,16.8517,D3,0.2414,2.467,"(1.5,3]",Good,2.887186316
EN655,1,18,L1,A,less20,16.8517,D3,NA,2.467,"(1.5,3]",Good,2.887186316
EN655,1,18,L1,A,less5,13.783,D3,NA,2.467,"(1.5,3]",Good,2.887186316
EN655,1,18,L1,A,between520,3.0687,NA,NA,2.467,"(1.5,3]",Good,2.887186316
EN655,1,18,L1,A,greater20,0,NA,NA,2.467,"(1.5,3]",Good,2.887186316
EN655,7,4,L4,A,total,1.309,D1,NA,39.711,"(37.5,39]",Bad,7.454321799
EN655,7,4,L4,A,less20,1.309,D1,NA,39.711,"(37.5,39]",Bad,7.454321799
EN655,7,4,L4,A,less5,1.063,D1,NA,39.711,"(37.5,39]",Bad,7.454321799
EN655,7,4,L4,A,between520,0.246,NA,NA,39.711,"(37.5,39]",Bad,7.454321799
EN655,7,4,L4,A,greater20,0,NA,NA,39.711,"(37.5,39]",Bad,7.454321799
EN661,1,4,L1,A,total,1.287,D1,NA,17.238,"(16.5,18]",Good,2.125823746
EN661,1,4,L1,A,less20,1.287,D1,NA,17.238,"(16.5,18]",Good,2.125823746
EN661,1,4,L1,A,less5,0.115,D1,NA,17.238,"(16.5,18]",Good,2.125823746
EN661,1,4,L1,A,between520,1.172,NA,NA,17.238,"(16.5,18]",Good,2.125823746
EN661,1,4,L1,A,greater20,0,NA,NA,17.238,"(16.5,18]",Good,2.125823746
EN668,11,5,L11,A,total,0.043,D1,NA,73.59,"(72,73.5]",Good,1.654490429
EN668,11,5,L11,A,less20,0.043,D1,NA,73.59,"(72,73.5]",Good,1.654490429
EN668,11,5,L11,A,less5,0,D1,NA,73.59,"(72,73.5]",Good,1.654490429
EN668,11,5,L11,A,between520,0.043,NA,NA,73.59,"(72,73.5]",Good,1.654490429
EN668,11,5,L11,A,greater20,0,NA,NA,73.59,"(72,73.5]",Good,1.654490429
EN668,11,12,L11,A,total,7.656,D3,NA,13.058,"(12,13.5]",Bad,5.970570903
EN668,11,12,L11,A,less20,7.656,D3,NA,13.058,"(12,13.5]",Bad,5.970570903
EN668,11,12,L11,A,less5,6.446,D3,NA,13.058,"(12,13.5]",Bad,5.970570903
EN668,11,12,L11,A,between520,1.21,NA,NA,13.058,"(12,13.5]",Bad,5.970570903
EN668,11,12,L11,A,greater20,0,NA,NA,13.058,"(12,13.5]",Bad,5.970570903
EN668,11,20,L11,A,total,3.885,D4,0.1118,4.899,"(3,4.5]",Good,1.844345903
EN668,11,20,L11,A,less20,3.885,D4,NA,4.899,"(3,4.5]",Good,1.844345903
EN668,11,20,L11,A,less5,1.295,D4,NA,4.899,"(3,4.5]",Good,1.844345903
EN668,11,20,L11,A,between520,2.59,NA,NA,4.899,"(3,4.5]",Good,1.844345903
EN668,11,20,L11,A,greater20,0,NA,NA,4.899,"(3,4.5]",Good,1.844345903
EN668,15,20,L8,A,total,3.754,D4,0.1131,4.003,"(3,4.5]",Good,1.3716459030000001
EN668,15,20,L8,A,less20,3.754,D4,NA,4.003,"(3,4.5]",Good,1.3716459030000001
EN668,15,20,L8,A,less5,3.723,D4,NA,4.003,"(3,4.5]",Good,1.3716459030000001
EN668,15,20,L8,A,between520,0.031,NA,NA,4.003,"(3,4.5]",Good,1.3716459030000001
EN668,15,20,L8,A,greater20,0,NA,NA,4.003,"(3,4.5]",Good,1.3716459030000001
EN668,20,17,d6a,A,total,6.058,D3,NA,3.786,"(1.5,3]",Good,0.122060119
