cruise,date,latitude,longitude,cast,niskin,depth,depth_grp
EN627,2019-02-03 23:45:34+00:00,40.09988,-70.9878,21,6,1,"(0,1.5]"
EN627,2019-02-04 02:00:27+00:00,40.09769,-70.88388,22,1,144,"(142,144]"
EN627,2019-02-04 02:00:34+00:00,40.0977,-70.88386,22,2,144,"(142,144]"
EN627,2019-02-04 02:03:47+00:00,40.09782,-70.88318,22,3,111,"(110,111]"
EN627,2019-02-04 02:06:21+00:00,40.09788,-70.8826,22,4,80,"(79.5,81]"
EN627,2019-02-04 02:08:37+00:00,40.0979,-70.88206,22,5,60,"(58.5,60]"
EN627,2019-02-04 02:10:42+00:00,40.09788,-70.88158,22,6,45,"(43.5,45]"
EN627,2019-02-04 02:13:04+00:00,40.09794,-70.88101,22,7,25,"(24,25.5]"
EN627,2019-02-04 02:13:12+00:00,40.09794,-70.88097,22,8,25,"(24,25.5]"
EN627,2019-02-04 02:14:58+00:00,40.09792,-70.88055,22,9,15,"(13.5,15]"
EN627,2019-02-04 02:16:56+00:00,40.09798,-70.88004,22,10,2,"(1.5,3]"
EN627,2019-02-04 02:17:03+00:00,40.09796,-70.88002,22,11,2,"(1.5,3]"
EN627,2019-02-04 02:17:10+00:00,40.09798,-70.87998,22,12,2,"(1.5,3]"
EN627,2019-02-04 06:02:28+00:00,39.93356,-70.88192,23,1,24,"(22.5,24]"
EN627,2019-02-04 06:02:35+00:00,39.93354,-70.88192,23,2,24,"(22.5,24]"
EN627,2019-02-04 06:02:43+00:00,39.93352,-70.88192,23,3,24,"(22.5,24]"
EN627,2019-02-04 06:04:49+00:00,39.93342,-70.88172,23,4,14,"(13.5,15]"
EN627,2019-02-04 06:04:57+00:00,39.93342,-70.8817,23,5,15,"(13.5,15]"
EN627,2019-02-04 06:05:05+00:00,39.93342,-70.8817,23,6,14,"(13.5,15]"
EN627,2019-02-04 06:07:03+00:00,39.93333,-70.88152,23,7,5,"(4.5,6]"
EN627,2019-02-04 06:07:10+00:00,39.93332,-70.8815,23,8,4,"(4.5,6]"
EN627,2019-02-04 06:07:18+00:00,39.93332,-70.8815,23,9,5,"(4.5,6]"
EN627,2019-02-04 06:07:26+00:00,39.9333,-70.88148,23,10,5,"(4.5,6]"
EN627,2019-02-04 06:07:33+00:00,39.9333,-70.88148,23,11,5,"(4.5,6]"
EN627,2019-02-04 06:07:40+00:00,39.9333,-70.88146,23,12,5,"(4.5,6]"
EN627,2019-02-04 06:53:23+00:00,39.93892,-70.88402,24,1,441,"(440,441]"
EN627,2019-02-04 06:57:19+00:00,39.9387,-70.88426,24,2,345,"(344,345]"
EN627,2019-02-04 07:02:15+00:00,39.9385,-70.88456,24,3,164,"(164,165]"
EN627,2019-02-04 07:07:53+00:00,39.93826,-70.885,24,4,128,"(128,129]"
EN627,2019-02-04 07:11:42+00:00,39.93818,-70.8853,24,5,69,"(67.5,69]"
EN627,2019-02-04 07:15:12+00:00,39.93811,-70.88558,24,6,19,"(18,19.5]"
EN627,2019-02-04 07:15:20+00:00,39.93812,-70.88557,24,7,19,"(18,19.5]"
EN627,2019-02-04 07:17:19+00:00,39.93808,-70.88574,24,8,13,"(12,13.5]"
EN627,2019-02-04 07:19:19+00:00,39.93808,-70.88586,24,9,4,"(3,4.5]"
EN627,2019-02-04 07:19:28+00:00,39.93808,-70.88588,24,10,4,"(3,4.5]"
EN627,2019-02-04 07:19:37+00:00,39.93808,-70.88589,24,11,4,"(3,4.5]"
EN627,2019-02-04 07:19:47+00:00,39.93808,-70.8859,24,12,4,"(3,4.5]"
EN627,2019-02-04 11:59:30+00:00,39.77662,-70.88952,25,1,50,"(49.5,51]"
EN627,2019-02-04 11:59:40+00:00,39.77664,-70.88956,25,2,50,"(49.5,51]"
EN627,2019-02-04 11:59:48+00:00,39.77666,-70.88959,25,3,50,"(49.5,51]"
EN627,2019-02-04 11:59:57+00:00,39.77666,-70.88964,25,4,50,"(49.5,51]"
EN627,2019-02-04 12:02:10+00:00,39.77671,-70.89024,25,5,29,"(28.5,30]"
EN627,2019-02-04 12:02:19+00:00,39.77672,-70.89027,25,6,29,"(28.5,30]"
EN627,2019-02-04 12:02:26+00:00,39.77674,-70.8903,25,7,29,"(28.5,30]"
EN627,2019-02-04 12:02:34+00:00,39.77674,-70.89034,25,8,29,"(28.5,30]"
EN627,2019-02-04 12:05:04+00:00,39.7767,-70.89096,25,9,4,"(3,4.5]"
EN627,2019-02-04 12:05:13+00:00,39.7767,-70.891,25,10,5,"(3,4.5]"
EN627,2019-02-04 12:05:23+00:00,39.7767,-70.89104,25,11,4,"(3,4.5]"
EN627,2019-02-04 12:05:30+00:00,39.77672,-70.89107,25,12,5,"(3,4.5]"
EN627,2019-02-04 13:01:18+00:00,39.77704,-70.88613,26,1,499,"(498,500]"
EN627,2019-02-04 13:01:28+00:00,39.7771,-70.88618,26,2,499,"(498,500]"
EN627,2019-02-04 13:09:04+00:00,39.77784,-70.88802,26,3,181,"(180,182]"
EN627,2019-02-04 13:12:05+00:00,39.7781,-70.88885,26,4,130,"(129,130]"
EN627,2019-02-04 13:14:28+00:00,39.77824,-70.88948,26,5,110,"(110,111]"
EN627,2019-02-04 13:17:35+00:00,39.7783,-70.89032,26,6,55,"(54,55.5]"
EN627,2019-02-04 13:20:36+00:00,39.77826,-70.89104,26,7,29,"(28.5,30]"
EN627,2019-02-04 13:20:46+00:00,39.77826,-70.89108,26,8,29,"(28.5,30]"
EN627,2019-02-04 13:22:59+00:00,39.77824,-70.89155,26,9,13,"(12,13.5]"
EN627,2019-02-04 13:23:08+00:00,39.77822,-70.89158,26,10,13,"(12,13.5]"
EN627,2019-02-04 13:25:03+00:00,39.77818,-70.89198,26,11,5,"(4.5,6]"
EN627,2019-02-04 13:25:10+00:00,39.77818,-70.892,26,12,4,"(4.5,6]"
EN627,2019-02-04 15:51:43+00:00,39.77314,-70.7754,27,1,24,"(22.5,24]"
EN627,2019-02-04 15:51:52+00:00,39.77314,-70.7754,27,2,24,"(22.5,24]"
EN627,2019-02-04 15:53:55+00:00,39.77308,-70.77542,27,3,13,"(12,13.5]"
EN627,2019-02-04 15:54:03+00:00,39.77308,-70.77542,27,4,14,"(12,13.5]"
EN627,2019-02-04 15:56:09+00:00,39.77302,-70.77542,27,5,5,"(4.5,6]"
EN627,2019-02-04 15:56:17+00:00,39.77302,-70.77542,27,6,5,"(4.5,6]"
EN627,2019-02-04 17:41:12+00:00,39.77725,-70.99254,28,1,35,"(34.5,36]"
EN627,2019-02-04 17:44:00+00:00,39.77764,-70.99296,28,2,10,"(9,10.5]"
EN627,2019-02-04 17:45:49+00:00,39.77788,-70.99316,28,3,4,"(3,4.5]"
EN627,2019-02-04 17:45:56+00:00,39.77788,-70.99318,28,4,5,"(3,4.5]"
EN627,2019-02-04 17:46:02+00:00,39.7779,-70.9932,28,5,5,"(3,4.5]"
EN627,2019-02-04 17:46:09+00:00,39.77792,-70.9932,28,6,4,"(3,4.5]"
EN627,2019-02-04 17:46:15+00:00,39.77792,-70.99322,28,7,4,"(3,4.5]"
EN627,2019-02-04 17:46:22+00:00,39.77794,-70.99324,28,8,4,"(3,4.5]"
EN627,2019-02-04 17:46:28+00:00,39.77796,-70.99324,28,9,5,"(3,4.5]"
EN627,2019-02-04 17:46:35+00:00,39.77798,-70.99326,28,10,4,"(3,4.5]"
EN627,2019-02-04 17:46:42+00:00,39.778,-70.99328,28,11,4,"(3,4.5]"
EN627,2019-02-04 17:46:49+00:00,39.77802,-70.99331,28,12,5,"(3,4.5]"
EN627,2019-02-05 02:55:36+00:00,39.77622,-70.52266,29,1,500,"(500,501]"
EN627,2019-02-05 03:03:25+00:00,39.77718,-70.52334,29,2,250,"(249,250]"
EN627,2019-02-05 03:07:11+00:00,39.77762,-70.52372,29,3,149,"(148,150]"
EN627,2019-02-05 03:07:20+00:00,39.77764,-70.52374,29,4,149,"(148,150]"
EN627,2019-02-05 03:10:31+00:00,39.77788,-70.5241,29,5,100,"(99,100]"
EN627,2019-02-05 03:13:23+00:00,39.77814,-70.52447,29,6,70,"(69,70.5]"
EN627,2019-02-05 03:13:31+00:00,39.77816,-70.52448,29,7,70,"(69,70.5]"
EN627,2019-02-05 03:16:09+00:00,39.77838,-70.52482,29,8,40,"(39,40.5]"
EN627,2019-02-05 03:18:07+00:00,39.77854,-70.5251,29,9,20,"(19.5,21]"
EN627,2019-02-05 03:20:08+00:00,39.77868,-70.5254,29,10,1,"(0,1.5]"
EN627,2019-02-05 03:20:15+00:00,39.77868,-70.52542,29,11,1,"(0,1.5]"
EN627,2019-02-05 03:20:22+00:00,39.7787,-70.52544,29,12,1,"(0,1.5]"
EN627,2019-02-05 06:39:23+00:00,39.77892,-70.88596,30,1,4,"(3,4.5]"
EN627,2019-02-05 06:39:29+00:00,39.77894,-70.88596,30,2,4,"(3,4.5]"
EN627,2019-02-05 06:39:37+00:00,39.77896,-70.88598,30,3,5,"(3,4.5]"
EN627,2019-02-05 06:39:43+00:00,39.77897,-70.88598,30,4,4,"(3,4.5]"
EN627,2019-02-05 06:39:50+00:00,39.77898,-70.88598,30,5,5,"(3,4.5]"
EN627,2019-02-05 06:39:56+00:00,39.779,-70.88598,30,6,4,"(3,4.5]"
EN627,2019-02-05 07:50:19+00:00,39.86272,-70.88267,31,1,5,"(4.5,6]"
EN627,2019-02-05 08:55:48+00:00,39.94612,-70.88096,32,1,5,"(4.5,6]"
EN627,2019-02-05 10:06:39+00:00,39.94046,-70.77374,33,1,4,"(3,4.5]"
EN627,2019-02-05 11:49:09+00:00,40.02281,-70.8792,34,1,5,"(4.5,6]"
EN627,2019-02-05 12:44:03+00:00,40.10335,-70.8877,35,1,4,"(3,4.5]"
EN627,2019-02-05 13:47:37+00:00,40.16816,-70.88301,36,1,5,"(4.5,6]"
EN627,2019-02-05 14:50:08+00:00,40.23103,-70.8839,37,1,4,"(3,4.5]"
EN627,2019-02-05 14:50:17+00:00,40.23107,-70.8839,37,2,5,"(3,4.5]"
EN627,2019-02-05 14:50:27+00:00,40.23112,-70.88388,37,3,4,"(3,4.5]"
EN627,2019-02-05 16:09:28+00:00,40.36462,-70.88888,38,1,5,"(4.5,6]"
EN627,2019-02-05 16:09:36+00:00,40.36462,-70.88888,38,2,6,"(4.5,6]"
EN627,2019-02-05 16:09:44+00:00,40.36464,-70.88889,38,3,6,"(4.5,6]"
EN627,2019-02-05 17:18:11+00:00,40.36499,-70.77964,39,1,87,"(85.5,87]"
EN627,2019-02-05 17:20:59+00:00,40.36508,-70.78004,39,2,54,"(52.5,54]"
EN627,2019-02-05 17:24:22+00:00,40.36524,-70.78044,39,3,3,"(1.5,3]"
EN627,2019-02-05 17:24:29+00:00,40.36525,-70.78044,39,4,2,"(1.5,3]"
EN627,2019-02-05 19:08:25+00:00,40.51334,-70.88531,40,1,69,"(67.5,69]"
EN627,2019-02-05 19:11:58+00:00,40.51336,-70.88572,40,2,15,"(13.5,15]"
EN627,2019-02-05 19:13:59+00:00,40.51344,-70.88582,40,3,3,"(1.5,3]"
EN627,2019-02-05 19:14:12+00:00,40.51343,-70.88582,40,4,2,"(1.5,3]"
EN627,2019-02-05 21:24:58+00:00,40.693,-70.87644,41,1,2,"(1.5,3]"
EN627,2019-02-05 21:25:06+00:00,40.69297,-70.87642,41,2,1,"(1.5,3]"
EN627,2019-02-05 22:58:43+00:00,40.85919,-70.88453,42,1,1,"(1.5,3]"
EN627,2019-02-05 22:58:52+00:00,40.85914,-70.88454,42,2,1,"(1.5,3]"
EN627,2019-02-06 00:27:22+00:00,41.02772,-70.88425,43,1,2,"(1.5,3]"
EN627,2019-02-06 00:27:32+00:00,41.02769,-70.88424,43,2,2,"(1.5,3]"
EN627,2019-02-06 01:47:07+00:00,41.19505,-70.88275,44,1,3,"(1.5,3]"
EN627,2019-02-06 01:47:16+00:00,41.19504,-70.88274,44,2,3,"(1.5,3]"
EN627,2019-02-06 04:26:37+00:00,41.31986,-70.57276,45,1,14,"(13.5,15]"
EN627,2019-02-06 04:26:44+00:00,41.31984,-70.57277,45,2,13,"(13.5,15]"
EN627,2019-02-06 04:26:51+00:00,41.31981,-70.57278,45,3,14,"(13.5,15]"
EN627,2019-02-06 04:26:58+00:00,41.31982,-70.5728,45,4,15,"(13.5,15]"
EN627,2019-02-06 04:28:43+00:00,41.31958,-70.57292,45,5,8,"(7.5,9]"
EN627,2019-02-06 04:28:50+00:00,41.31954,-70.57292,45,6,7,"(7.5,9]"
EN627,2019-02-06 04:28:57+00:00,41.31953,-70.57294,45,7,8,"(7.5,9]"
EN627,2019-02-06 04:29:03+00:00,41.31952,-70.57295,45,8,9,"(7.5,9]"
EN627,2019-02-06 04:30:46+00:00,41.3193,-70.5731,45,9,2,"(1.5,3]"
EN627,2019-02-06 04:30:57+00:00,41.31926,-70.5731,45,10,2,"(1.5,3]"
EN627,2019-02-06 04:31:05+00:00,41.31926,-70.57312,45,11,2,"(1.5,3]"
EN627,2019-02-06 04:31:16+00:00,41.31923,-70.57312,45,12,2,"(1.5,3]"
EN644,2019-08-20 19:10:32+00:00,41.19684,-70.87932,1,1,17,"(16.5,18]"
EN644,2019-08-20 19:10:41+00:00,41.19684,-70.87928,1,2,17,"(16.5,18]"
EN644,2019-08-20 19:10:50+00:00,41.19684,-70.87924,1,3,17,"(16.5,18]"
EN644,2019-08-20 19:10:58+00:00,41.19684,-70.87922,1,4,17,"(16.5,18]"
EN644,2019-08-20 19:11:06+00:00,41.19684,-70.87918,1,5,17,"(16.5,18]"
EN644,2019-08-20 19:13:07+00:00,41.19688,-70.8787,1,6,12,"(10.5,12]"
EN644,2019-08-20 19:13:15+00:00,41.19688,-70.87866,1,7,12,"(10.5,12]"
EN644,2019-08-20 19:13:23+00:00,41.19688,-70.87863,1,8,12,"(10.5,12]"
EN644,2019-08-20 19:13:30+00:00,41.1969,-70.8786,1,9,12,"(10.5,12]"
EN644,2019-08-20 19:13:39+00:00,41.1969,-70.87857,1,10,12,"(10.5,12]"
EN644,2019-08-20 19:15:37+00:00,41.1969,-70.87812,1,11,6,"(4.5,6]"
EN644,2019-08-20 19:15:48+00:00,41.1969,-70.87808,1,12,6,"(4.5,6]"
EN644,2019-08-20 19:15:54+00:00,41.1969,-70.87805,1,13,6,"(4.5,6]"
EN644,2019-08-20 19:16:01+00:00,41.1969,-70.87802,1,14,6,"(4.5,6]"
EN644,2019-08-20 19:16:08+00:00,41.1969,-70.878,1,15,6,"(4.5,6]"
EN644,2019-08-20 19:17:48+00:00,41.19686,-70.87768,1,16,2,"(1.5,3]"
EN644,2019-08-20 19:17:59+00:00,41.19684,-70.87764,1,17,2,"(1.5,3]"
EN644,2019-08-20 19:18:11+00:00,41.19684,-70.87761,1,18,2,"(1.5,3]"
EN644,2019-08-20 19:18:18+00:00,41.19685,-70.8776,1,19,2,"(1.5,3]"
EN644,2019-08-20 19:18:23+00:00,41.19684,-70.87758,1,20,2,"(1.5,3]"
EN644,2019-08-20 19:18:27+00:00,41.19684,-70.87758,1,21,2,"(1.5,3]"
EN644,2019-08-20 19:18:33+00:00,41.19684,-70.87756,1,22,2,"(1.5,3]"
EN644,2019-08-20 19:18:41+00:00,41.19682,-70.87754,1,23,2,"(1.5,3]"
EN644,2019-08-20 19:18:52+00:00,41.19682,-70.8775,1,24,2,"(1.5,3]"
EN644,2019-08-21 00:39:50+00:00,41.02418,-70.87188,2,1,42,"(40.5,42]"
EN644,2019-08-21 00:40:04+00:00,41.02418,-70.87186,2,2,42,"(40.5,42]"
EN644,2019-08-21 00:42:17+00:00,41.02406,-70.87178,2,3,25,"(24,25.5]"
EN644,2019-08-21 00:42:24+00:00,41.02408,-70.87178,2,4,25,"(24,25.5]"
EN644,2019-08-21 00:42:30+00:00,41.02407,-70.87178,2,5,25,"(24,25.5]"
EN644,2019-08-21 00:42:39+00:00,41.02406,-70.87178,2,6,24,"(24,25.5]"
EN644,2019-08-21 00:44:08+00:00,41.02398,-70.87172,2,7,18,"(16.5,18]"
EN644,2019-08-21 00:44:15+00:00,41.02398,-70.87172,2,8,17,"(16.5,18]"
EN644,2019-08-21 00:44:24+00:00,41.02398,-70.87172,2,9,18,"(16.5,18]"
EN644,2019-08-21 00:44:32+00:00,41.02398,-70.87172,2,10,17,"(16.5,18]"
EN644,2019-08-21 00:46:07+00:00,41.02388,-70.87164,2,11,9,"(7.5,9]"
EN644,2019-08-21 00:46:14+00:00,41.02386,-70.87162,2,12,10,"(7.5,9]"
EN644,2019-08-21 00:46:24+00:00,41.02384,-70.87162,2,13,9,"(7.5,9]"
EN644,2019-08-21 00:48:09+00:00,41.0237,-70.87156,2,14,1,"(0,1.5]"
EN644,2019-08-21 00:48:17+00:00,41.0237,-70.87155,2,15,1,"(0,1.5]"
EN644,2019-08-21 00:48:24+00:00,41.0237,-70.87154,2,16,1,"(0,1.5]"
EN644,2019-08-21 00:48:30+00:00,41.02368,-70.87154,2,17,1,"(0,1.5]"
EN644,2019-08-21 00:48:36+00:00,41.02368,-70.87154,2,18,1,"(0,1.5]"
EN644,2019-08-21 00:48:42+00:00,41.02368,-70.87152,2,19,1,"(0,1.5]"
EN644,2019-08-21 00:48:49+00:00,41.02367,-70.87152,2,20,2,"(1.5,3]"
EN644,2019-08-21 00:48:55+00:00,41.02366,-70.87152,2,21,1,"(0,1.5]"
EN644,2019-08-21 00:49:02+00:00,41.02366,-70.87152,2,22,1,"(0,1.5]"
EN644,2019-08-21 00:49:08+00:00,41.02364,-70.87152,2,23,1,"(0,1.5]"
EN644,2019-08-21 00:49:15+00:00,41.02364,-70.8715,2,24,1,"(0,1.5]"
EN644,2019-08-21 02:52:49+00:00,41.03098,-70.76746,3,1,42,"(40.5,42]"
EN644,2019-08-21 02:52:56+00:00,41.03098,-70.76746,3,2,43,"(40.5,42]"
EN644,2019-08-21 04:25:42+00:00,41.03046,-70.98899,4,1,38,"(37.5,39]"
EN644,2019-08-21 07:42:33+00:00,40.86286,-70.88086,5,1,51,"(49.5,51]"
EN644,2019-08-21 07:42:43+00:00,40.86288,-70.88082,5,2,51,"(49.5,51]"
EN644,2019-08-21 07:42:51+00:00,40.86288,-70.8808,5,3,51,"(49.5,51]"
EN644,2019-08-21 07:45:02+00:00,40.86294,-70.88044,5,4,40,"(39,40.5]"
EN644,2019-08-21 07:45:10+00:00,40.86295,-70.8804,5,5,40,"(39,40.5]"
EN644,2019-08-21 07:47:19+00:00,40.86304,-70.87998,5,6,30,"(28.5,30]"
EN644,2019-08-21 07:47:28+00:00,40.86304,-70.87996,5,7,30,"(28.5,30]"
EN644,2019-08-21 07:49:08+00:00,40.8631,-70.87966,5,8,19,"(19.5,21]"
EN644,2019-08-21 07:49:15+00:00,40.86312,-70.87964,5,9,20,"(19.5,21]"
EN644,2019-08-21 07:49:23+00:00,40.86312,-70.87962,5,10,20,"(19.5,21]"
EN644,2019-08-21 07:51:25+00:00,40.86316,-70.87928,5,11,10,"(9,10.5]"
EN644,2019-08-21 07:51:32+00:00,40.86316,-70.87926,5,12,10,"(9,10.5]"
EN644,2019-08-21 07:51:40+00:00,40.86316,-70.87924,5,13,10,"(9,10.5]"
EN644,2019-08-21 07:53:37+00:00,40.8632,-70.87892,5,14,2,"(1.5,3]"
EN644,2019-08-21 07:53:45+00:00,40.86322,-70.8789,5,15,2,"(1.5,3]"
EN644,2019-08-21 07:53:59+00:00,40.86322,-70.87886,5,16,2,"(1.5,3]"
EN644,2019-08-21 07:54:07+00:00,40.86322,-70.87884,5,17,2,"(1.5,3]"
EN644,2019-08-21 07:54:14+00:00,40.86322,-70.87883,5,18,2,"(1.5,3]"
EN644,2019-08-21 07:54:21+00:00,40.86324,-70.8788,5,19,2,"(1.5,3]"
EN644,2019-08-21 07:54:29+00:00,40.86322,-70.8788,5,20,2,"(1.5,3]"
EN644,2019-08-21 07:54:35+00:00,40.86324,-70.87877,5,21,2,"(1.5,3]"
EN644,2019-08-21 07:54:43+00:00,40.86324,-70.87876,5,22,2,"(1.5,3]"
EN644,2019-08-21 07:54:51+00:00,40.86324,-70.87874,5,23,2,"(1.5,3]"
EN644,2019-08-21 07:54:56+00:00,40.86326,-70.87872,5,24,2,"(1.5,3]"
EN644,2019-08-21 10:37:34+00:00,41.03004,-70.88314,6,1,2,"(1.5,3]"
EN644,2019-08-21 20:34:40+00:00,40.35732,-70.874,7,1,90,"(88.5,90]"
EN644,2019-08-21 20:34:53+00:00,40.35728,-70.87395,7,2,90,"(88.5,90]"
EN644,2019-08-21 20:38:55+00:00,40.35593,-70.8737,7,3,61,"(60,61.5]"
EN644,2019-08-21 20:39:04+00:00,40.3559,-70.87372,7,4,61,"(60,61.5]"
EN644,2019-08-21 20:41:05+00:00,40.35544,-70.87396,7,5,35,"(34.5,36]"
EN644,2019-08-21 20:41:14+00:00,40.35541,-70.87396,7,6,35,"(34.5,36]"
EN644,2019-08-21 20:42:48+00:00,40.35494,-70.87402,7,7,29,"(28.5,30]"
EN644,2019-08-21 20:44:29+00:00,40.35454,-70.874,7,8,23,"(22.5,24]"
EN644,2019-08-21 20:44:37+00:00,40.3545,-70.874,7,9,23,"(22.5,24]"
EN644,2019-08-21 20:44:47+00:00,40.35446,-70.874,7,10,23,"(22.5,24]"
EN644,2019-08-21 20:44:59+00:00,40.35442,-70.874,7,11,23,"(22.5,24]"
EN644,2019-08-21 20:46:48+00:00,40.35402,-70.87402,7,12,18,"(16.5,18]"
EN644,2019-08-21 20:46:57+00:00,40.35398,-70.874,7,13,18,"(16.5,18]"
EN644,2019-08-21 20:47:54+00:00,40.35378,-70.87402,7,14,18,"(16.5,18]"
EN644,2019-08-21 20:49:18+00:00,40.35347,-70.8741,7,15,11,"(10.5,12]"
EN644,2019-08-21 20:49:27+00:00,40.35342,-70.87411,7,16,11,"(10.5,12]"
EN644,2019-08-21 20:51:08+00:00,40.35278,-70.87436,7,17,2,"(1.5,3]"
EN644,2019-08-21 20:51:15+00:00,40.35272,-70.87437,7,18,2,"(1.5,3]"
EN644,2019-08-21 20:51:25+00:00,40.35264,-70.87438,7,19,2,"(1.5,3]"
EN644,2019-08-21 20:51:34+00:00,40.35258,-70.8744,7,20,2,"(1.5,3]"
EN644,2019-08-21 20:51:43+00:00,40.35251,-70.87442,7,21,2,"(1.5,3]"
EN644,2019-08-21 20:51:51+00:00,40.35246,-70.87443,7,22,2,"(1.5,3]"
EN644,2019-08-21 20:52:00+00:00,40.3524,-70.87444,7,23,2,"(1.5,3]"
EN644,2019-08-21 20:52:08+00:00,40.35235,-70.87446,7,24,2,"(1.5,3]"
EN644,2019-08-22 00:09:07+00:00,40.21738,-70.88526,8,1,126,"(124,126]"
EN644,2019-08-22 00:09:22+00:00,40.21734,-70.88524,8,2,126,"(124,126]"
EN644,2019-08-22 00:12:05+00:00,40.21676,-70.88488,8,3,80,"(79.5,81]"
EN644,2019-08-22 00:12:17+00:00,40.2167,-70.88486,8,4,80,"(79.5,81]"
EN644,2019-08-22 00:14:38+00:00,40.21605,-70.8849,8,5,60,"(58.5,60]"
EN644,2019-08-22 00:14:46+00:00,40.21602,-70.8849,8,6,61,"(58.5,60]"
EN644,2019-08-22 00:16:33+00:00,40.21564,-70.88498,8,7,40,"(39,40.5]"
EN644,2019-08-22 00:16:42+00:00,40.21558,-70.88498,8,8,40,"(39,40.5]"
EN644,2019-08-22 00:18:15+00:00,40.21507,-70.88516,8,9,29,"(28.5,30]"
EN644,2019-08-22 00:18:24+00:00,40.21502,-70.88518,8,10,29,"(28.5,30]"
EN644,2019-08-22 00:18:32+00:00,40.21499,-70.8852,8,11,29,"(28.5,30]"
EN644,2019-08-22 00:20:04+00:00,40.21459,-70.8852,8,12,18,"(16.5,18]"
EN644,2019-08-22 00:20:13+00:00,40.21456,-70.8852,8,13,18,"(16.5,18]"
EN644,2019-08-22 00:20:23+00:00,40.21451,-70.88519,8,14,18,"(16.5,18]"
EN644,2019-08-22 00:22:14+00:00,40.2142,-70.885,8,15,10,"(9,10.5]"
EN644,2019-08-22 00:22:25+00:00,40.21419,-70.88497,8,16,10,"(9,10.5]"
EN644,2019-08-22 00:24:10+00:00,40.21378,-70.8845,8,17,2,"(1.5,3]"
EN644,2019-08-22 00:24:23+00:00,40.21371,-70.88444,8,18,2,"(1.5,3]"
EN644,2019-08-22 00:24:31+00:00,40.21365,-70.88442,8,19,2,"(1.5,3]"
EN644,2019-08-22 00:24:40+00:00,40.2136,-70.8844,8,20,2,"(1.5,3]"
EN644,2019-08-22 00:25:03+00:00,40.21346,-70.88436,8,21,4,"(1.5,3]"
EN644,2019-08-22 04:31:06+00:00,40.12238,-70.78142,9,1,126,"(124,126]"
EN644,2019-08-22 04:33:38+00:00,40.12119,-70.78108,9,2,111,"(110,111]"
EN644,2019-08-22 04:36:32+00:00,40.11993,-70.78068,9,3,90,"(88.5,90]"
EN644,2019-08-22 04:39:02+00:00,40.11892,-70.78016,9,4,75,"(73.5,75]"
EN644,2019-08-22 04:39:10+00:00,40.11886,-70.78012,9,5,75,"(73.5,75]"
EN644,2019-08-22 04:39:18+00:00,40.11882,-70.78008,9,6,74,"(73.5,75]"
EN644,2019-08-22 04:44:04+00:00,40.11696,-70.7797,9,7,49,"(48,49.5]"
EN644,2019-08-22 04:44:10+00:00,40.1169,-70.77968,9,8,49,"(48,49.5]"
EN644,2019-08-22 04:44:18+00:00,40.11685,-70.77968,9,9,49,"(48,49.5]"
EN644,2019-08-22 04:44:26+00:00,40.11679,-70.77968,9,10,49,"(48,49.5]"
EN644,2019-08-22 04:44:37+00:00,40.1167,-70.77968,9,11,50,"(49.5,51]"
EN644,2019-08-22 04:46:56+00:00,40.11583,-70.77923,9,12,31,"(30,31.5]"
EN644,2019-08-22 04:47:04+00:00,40.11576,-70.77922,9,13,31,"(30,31.5]"
EN644,2019-08-22 04:50:15+00:00,40.11458,-70.77882,9,14,15,"(13.5,15]"
EN644,2019-08-22 04:50:22+00:00,40.11455,-70.7788,9,15,15,"(13.5,15]"
EN644,2019-08-22 04:50:31+00:00,40.1145,-70.77878,9,16,15,"(13.5,15]"
EN644,2019-08-22 04:52:18+00:00,40.11408,-70.77833,9,17,4,"(3,4.5]"
EN644,2019-08-22 04:52:25+00:00,40.11408,-70.7783,9,18,4,"(3,4.5]"
EN644,2019-08-22 04:52:35+00:00,40.11402,-70.7782,9,19,3,"(3,4.5]"
EN644,2019-08-22 04:52:43+00:00,40.114,-70.77814,9,20,4,"(3,4.5]"
EN644,2019-08-22 04:52:49+00:00,40.114,-70.7781,9,21,4,"(3,4.5]"
EN644,2019-08-22 04:52:56+00:00,40.11398,-70.77806,9,22,4,"(3,4.5]"
EN644,2019-08-22 04:53:03+00:00,40.11396,-70.77802,9,23,4,"(3,4.5]"
EN644,2019-08-22 04:53:11+00:00,40.11392,-70.77796,9,24,4,"(3,4.5]"
EN644,2019-08-22 09:16:26+00:00,40.09882,-70.76785,10,1,4,"(3,4.5]"
EN644,2019-08-22 10:52:53+00:00,40.0951,-70.99128,11,1,4,"(3,4.5]"
EN644,2019-08-22 13:04:34+00:00,40.09197,-70.88889,12,1,145,"(144,146]"
EN644,2019-08-22 13:04:42+00:00,40.09194,-70.88892,12,2,146,"(144,146]"
EN644,2019-08-22 13:07:24+00:00,40.09159,-70.88936,12,3,110,"(110,111]"
EN644,2019-08-22 13:07:32+00:00,40.09158,-70.88938,12,4,111,"(110,111]"
EN644,2019-08-22 13:09:51+00:00,40.09128,-70.88948,12,5,85,"(84,85.5]"
EN644,2019-08-22 13:09:59+00:00,40.09126,-70.88948,12,6,85,"(84,85.5]"
EN644,2019-08-22 13:12:35+00:00,40.09092,-70.89016,12,7,59,"(58.5,60]"
EN644,2019-08-22 13:12:44+00:00,40.09088,-70.89022,12,8,59,"(58.5,60]"
