cruise,date,latitude,longitude,cast,niskin,depth,depth_grp
EN668,2021-07-20 06:15:43+00:00,40.2157,-70.90217,17,5,61,"(60,61.5]"
EN668,2021-07-20 06:16:08+00:00,40.21566,-70.90235,17,6,62,"(61.5,63]"
EN668,2021-07-20 06:16:20+00:00,40.21564,-70.90243,17,7,62,"(61.5,63]"
EN668,2021-07-20 06:16:30+00:00,40.21562,-70.90251,17,8,63,"(61.5,63]"
EN668,2021-07-20 06:24:27+00:00,40.2144,-70.90594,17,9,42,"(40.5,42]"
EN668,2021-07-20 06:24:34+00:00,40.21436,-70.906,17,10,41,"(40.5,42]"
EN668,2021-07-20 06:24:42+00:00,40.21436,-70.90605,17,11,41,"(40.5,42]"
EN668,2021-07-20 06:24:49+00:00,40.21434,-70.90611,17,12,41,"(40.5,42]"
EN668,2021-07-20 06:24:59+00:00,40.2143,-70.90617,17,13,41,"(40.5,42]"
EN668,2021-07-20 06:25:09+00:00,40.21428,-70.90623,17,14,41,"(40.5,42]"
EN668,2021-07-20 06:30:28+00:00,40.21356,-70.90873,17,15,26,"(25.5,27]"
EN668,2021-07-20 06:30:42+00:00,40.21354,-70.90883,17,16,26,"(25.5,27]"
EN668,2021-07-20 06:33:32+00:00,40.21316,-70.91029,17,17,19,"(18,19.5]"
EN668,2021-07-20 06:33:42+00:00,40.21314,-70.91039,17,18,19,"(18,19.5]"
EN668,2021-07-20 06:36:03+00:00,40.21285,-70.91161,17,19,4,"(3,4.5]"
EN668,2021-07-20 06:36:09+00:00,40.21282,-70.91168,17,20,4,"(3,4.5]"
EN668,2021-07-20 06:36:16+00:00,40.2128,-70.91173,17,21,4,"(3,4.5]"
EN668,2021-07-20 06:36:22+00:00,40.2128,-70.91179,17,22,4,"(3,4.5]"
EN668,2021-07-20 06:36:29+00:00,40.21278,-70.91186,17,23,4,"(3,4.5]"
EN668,2021-07-20 06:36:36+00:00,40.21276,-70.91193,17,24,4,"(3,4.5]"
EN668,2021-07-20 09:26:34+00:00,40.36554,-70.8893,18,1,89,"(88.5,90]"
EN668,2021-07-20 09:26:40+00:00,40.36556,-70.88932,18,2,89,"(88.5,90]"
EN668,2021-07-20 09:31:30+00:00,40.36628,-70.89034,18,3,73,"(72,73.5]"
EN668,2021-07-20 09:34:13+00:00,40.36674,-70.89094,18,4,60,"(58.5,60]"
EN668,2021-07-20 09:37:53+00:00,40.36726,-70.8917,18,5,50,"(49.5,51]"
EN668,2021-07-20 09:38:00+00:00,40.36728,-70.89171,18,6,50,"(49.5,51]"
EN668,2021-07-20 09:38:09+00:00,40.3673,-70.89175,18,7,50,"(49.5,51]"
EN668,2021-07-20 09:40:13+00:00,40.36759,-70.89218,18,8,37,"(36,37.5]"
EN668,2021-07-20 09:43:27+00:00,40.36818,-70.89288,18,9,30,"(28.5,30]"
EN668,2021-07-20 09:43:33+00:00,40.36819,-70.8929,18,10,30,"(28.5,30]"
EN668,2021-07-20 09:43:39+00:00,40.36821,-70.89292,18,11,31,"(28.5,30]"
EN668,2021-07-20 09:43:47+00:00,40.36824,-70.89296,18,12,30,"(28.5,30]"
EN668,2021-07-20 09:46:00+00:00,40.36859,-70.89334,18,13,18,"(16.5,18]"
EN668,2021-07-20 09:46:06+00:00,40.3686,-70.89334,18,14,17,"(16.5,18]"
EN668,2021-07-20 09:46:12+00:00,40.36863,-70.89338,18,15,18,"(16.5,18]"
EN668,2021-07-20 09:46:20+00:00,40.36866,-70.8934,18,16,17,"(16.5,18]"
EN668,2021-07-20 09:49:05+00:00,40.36912,-70.8939,18,17,3,"(1.5,3]"
EN668,2021-07-20 09:49:12+00:00,40.36914,-70.89392,18,18,3,"(1.5,3]"
EN668,2021-07-20 09:49:18+00:00,40.36916,-70.89394,18,19,3,"(1.5,3]"
EN668,2021-07-20 09:49:24+00:00,40.36918,-70.89396,18,20,3,"(1.5,3]"
EN668,2021-07-20 09:49:30+00:00,40.3692,-70.89398,18,21,3,"(1.5,3]"
EN668,2021-07-20 09:49:37+00:00,40.36922,-70.894,18,22,3,"(1.5,3]"
EN668,2021-07-20 09:49:44+00:00,40.36922,-70.89402,18,23,3,"(1.5,3]"
EN668,2021-07-20 09:49:50+00:00,40.36924,-70.89404,18,24,3,"(1.5,3]"
EN668,2021-07-20 13:09:30+00:00,40.36604,-70.77294,19,1,28,"(27,28.5]"
EN668,2021-07-20 13:09:37+00:00,40.36604,-70.77292,19,2,28,"(27,28.5]"
EN668,2021-07-20 13:11:31+00:00,40.36632,-70.77277,19,3,16,"(15,16.5]"
EN668,2021-07-20 13:11:39+00:00,40.36636,-70.77278,19,4,15,"(15,16.5]"
EN668,2021-07-20 13:13:19+00:00,40.36664,-70.77268,19,5,4,"(3,4.5]"
EN668,2021-07-20 13:13:26+00:00,40.36666,-70.77268,19,6,4,"(3,4.5]"
EN668,2021-07-20 14:53:26+00:00,40.36133,-70.99704,20,1,49,"(48,49.5]"
EN668,2021-07-20 14:53:33+00:00,40.36132,-70.99706,20,2,49,"(48,49.5]"
EN668,2021-07-20 14:53:41+00:00,40.36129,-70.99706,20,3,49,"(48,49.5]"
EN668,2021-07-20 14:53:49+00:00,40.36128,-70.99708,20,4,49,"(48,49.5]"
EN668,2021-07-20 14:53:57+00:00,40.36128,-70.9971,20,5,49,"(48,49.5]"
EN668,2021-07-20 14:54:04+00:00,40.36128,-70.9971,20,6,49,"(48,49.5]"
EN668,2021-07-20 14:54:10+00:00,40.36126,-70.9971,20,7,49,"(48,49.5]"
EN668,2021-07-20 14:54:17+00:00,40.36124,-70.9971,20,8,49,"(48,49.5]"
EN668,2021-07-20 14:54:24+00:00,40.36122,-70.99712,20,9,49,"(48,49.5]"
EN668,2021-07-20 14:54:31+00:00,40.36122,-70.99713,20,10,49,"(48,49.5]"
EN668,2021-07-20 14:54:37+00:00,40.36124,-70.99716,20,11,49,"(48,49.5]"
EN668,2021-07-20 14:54:44+00:00,40.36124,-70.99716,20,12,49,"(48,49.5]"
EN668,2021-07-20 14:58:40+00:00,40.3608,-70.99736,20,13,16,"(15,16.5]"
EN668,2021-07-20 14:58:48+00:00,40.36078,-70.99736,20,14,16,"(15,16.5]"
EN668,2021-07-20 15:01:09+00:00,40.36044,-70.99742,20,15,4,"(3,4.5]"
EN668,2021-07-20 15:01:16+00:00,40.36042,-70.99742,20,16,3,"(1.5,3]"
EN668,2021-07-20 15:01:22+00:00,40.36041,-70.99742,20,17,3,"(1.5,3]"
EN668,2021-07-20 15:01:29+00:00,40.36036,-70.99742,20,18,3,"(1.5,3]"
EN668,2021-07-20 15:01:35+00:00,40.36034,-70.99742,20,19,3,"(1.5,3]"
EN668,2021-07-20 15:01:42+00:00,40.36032,-70.9974,20,20,3,"(1.5,3]"
EN668,2021-07-20 15:01:48+00:00,40.36029,-70.9974,20,21,3,"(1.5,3]"
EN668,2021-07-20 15:01:54+00:00,40.36028,-70.9974,20,22,4,"(3,4.5]"
EN668,2021-07-20 15:02:01+00:00,40.3603,-70.99742,20,23,3,"(1.5,3]"
EN668,2021-07-20 15:02:08+00:00,40.36028,-70.99742,20,24,3,"(1.5,3]"
EN668,2021-07-21 02:16:20+00:00,40.86096,-70.88556,21,1,48,"(46.5,48]"
EN668,2021-07-21 02:16:28+00:00,40.86095,-70.88554,21,2,48,"(46.5,48]"
EN668,2021-07-21 02:18:36+00:00,40.86076,-70.88534,21,3,37,"(36,37.5]"
EN668,2021-07-21 02:18:44+00:00,40.86074,-70.88533,21,4,37,"(36,37.5]"
EN668,2021-07-21 02:19:01+00:00,40.86072,-70.8853,21,5,37,"(36,37.5]"
EN668,2021-07-21 02:19:27+00:00,40.86068,-70.88526,21,6,36,"(36,37.5]"
EN668,2021-07-21 02:21:16+00:00,40.86054,-70.88506,21,7,30,"(28.5,30]"
EN668,2021-07-21 02:21:23+00:00,40.86054,-70.88504,21,8,30,"(28.5,30]"
EN668,2021-07-21 02:22:40+00:00,40.86044,-70.88491,21,9,26,"(25.5,27]"
EN668,2021-07-21 02:22:47+00:00,40.86042,-70.8849,21,10,26,"(25.5,27]"
EN668,2021-07-21 02:22:58+00:00,40.86041,-70.88488,21,11,26,"(25.5,27]"
EN668,2021-07-21 02:23:06+00:00,40.8604,-70.88485,21,12,26,"(25.5,27]"
EN668,2021-07-21 02:23:16+00:00,40.86038,-70.88484,21,13,26,"(25.5,27]"
EN668,2021-07-21 02:25:27+00:00,40.86019,-70.88462,21,14,13,"(12,13.5]"
EN668,2021-07-21 02:25:40+00:00,40.86018,-70.88461,21,15,13,"(12,13.5]"
EN668,2021-07-21 02:25:53+00:00,40.86016,-70.8846,21,16,13,"(12,13.5]"
EN668,2021-07-21 02:26:03+00:00,40.86014,-70.88458,21,17,13,"(12,13.5]"
EN668,2021-07-21 02:28:00+00:00,40.85998,-70.88442,21,18,3,"(1.5,3]"
EN668,2021-07-21 02:28:08+00:00,40.85998,-70.8844,21,19,3,"(1.5,3]"
EN668,2021-07-21 02:28:15+00:00,40.85997,-70.8844,21,20,3,"(1.5,3]"
EN668,2021-07-21 02:28:23+00:00,40.85996,-70.88438,21,21,3,"(1.5,3]"
EN668,2021-07-21 02:28:31+00:00,40.85995,-70.88436,21,22,3,"(1.5,3]"
EN668,2021-07-21 02:28:39+00:00,40.85994,-70.88434,21,23,3,"(1.5,3]"
EN668,2021-07-21 05:57:38+00:00,41.02102,-70.7798,22,1,16,"(15,16.5]"
EN668,2021-07-21 05:57:52+00:00,41.02096,-70.77984,22,2,16,"(15,16.5]"
EN668,2021-07-21 06:00:02+00:00,41.02027,-70.78026,22,3,4,"(3,4.5]"
EN668,2021-07-21 06:00:15+00:00,41.0202,-70.7803,22,4,4,"(3,4.5]"
EN668,2021-07-21 06:51:01+00:00,41.02766,-70.87847,23,1,32,"(31.5,33]"
EN668,2021-07-21 06:51:10+00:00,41.02768,-70.8785,23,2,32,"(31.5,33]"
EN668,2021-07-21 06:53:49+00:00,41.0282,-70.87902,23,3,20,"(19.5,21]"
EN668,2021-07-21 06:54:00+00:00,41.02824,-70.87904,23,4,20,"(19.5,21]"
EN668,2021-07-21 06:57:00+00:00,41.0291,-70.87922,23,5,3,"(1.5,3]"
EN668,2021-07-21 06:57:17+00:00,41.02917,-70.87924,23,6,3,"(1.5,3]"
EN668,2021-07-21 07:48:38+00:00,41.02966,-70.99632,24,1,3,"(1.5,3]"
EN668,2021-07-21 11:08:55+00:00,41.31762,-70.57864,25,1,15,"(13.5,15]"
EN668,2021-07-21 11:09:04+00:00,41.3176,-70.57862,25,2,15,"(13.5,15]"
EN668,2021-07-21 11:09:13+00:00,41.3176,-70.5786,25,3,15,"(13.5,15]"
EN668,2021-07-21 11:09:20+00:00,41.3176,-70.57857,25,4,15,"(13.5,15]"
EN668,2021-07-21 11:10:46+00:00,41.31754,-70.57836,25,5,10,"(9,10.5]"
EN668,2021-07-21 11:10:53+00:00,41.31752,-70.57834,25,6,10,"(9,10.5]"
EN668,2021-07-21 11:11:00+00:00,41.31752,-70.57834,25,7,10,"(9,10.5]"
EN668,2021-07-21 11:11:07+00:00,41.31752,-70.57832,25,8,10,"(9,10.5]"
EN668,2021-07-21 11:12:33+00:00,41.31746,-70.57816,25,9,4,"(3,4.5]"
EN668,2021-07-21 11:12:39+00:00,41.31746,-70.57814,25,10,3,"(3,4.5]"
EN668,2021-07-21 11:12:46+00:00,41.31746,-70.57814,25,11,4,"(3,4.5]"
EN668,2021-07-21 11:12:53+00:00,41.31746,-70.57812,25,12,4,"(3,4.5]"
EN668,2021-07-21 11:12:59+00:00,41.31744,-70.57812,25,13,3,"(3,4.5]"
EN668,2021-07-21 11:13:10+00:00,41.31742,-70.57811,25,14,4,"(3,4.5]"
AR61B,2021-11-08 20:17:56+00:00,41.19633333,-70.88333333,1,1,19,"(18,19.5]"
AR61B,2021-11-08 20:18:05+00:00,41.19633333,-70.88333333,1,2,19,"(18,19.5]"
AR61B,2021-11-08 20:20:26+00:00,41.19633333,-70.88333333,1,3,13,"(10.5,12]"
AR61B,2021-11-08 20:20:44+00:00,41.19633333,-70.88333333,1,4,12,"(10.5,12]"
AR61B,2021-11-08 20:20:53+00:00,41.19633333,-70.88333333,1,5,12,"(10.5,12]"
AR61B,2021-11-08 20:22:42+00:00,41.19633333,-70.88333333,1,6,3,"(1.5,3]"
AR61B,2021-11-08 20:22:51+00:00,41.19633333,-70.88333333,1,7,2,"(1.5,3]"
AR61B,2021-11-08 20:23:01+00:00,41.19633333,-70.88333333,1,8,3,"(1.5,3]"
AR61B,2021-11-08 20:23:11+00:00,41.19633333,-70.88333333,1,9,3,"(1.5,3]"
AR61B,2021-11-08 21:50:26+00:00,41.02866667,-70.88716667,2,1,41,"(40.5,42]"
AR61B,2021-11-08 21:50:36+00:00,41.02866667,-70.88716667,2,2,40,"(40.5,42]"
AR61B,2021-11-08 21:50:45+00:00,41.02866667,-70.88716667,2,3,42,"(40.5,42]"
AR61B,2021-11-08 21:53:47+00:00,41.02866667,-70.88716667,2,4,24,"(22.5,24]"
AR61B,2021-11-08 21:54:02+00:00,41.02866667,-70.88716667,2,5,24,"(22.5,24]"
AR61B,2021-11-08 21:54:11+00:00,41.02866667,-70.88716667,2,6,25,"(22.5,24]"
AR61B,2021-11-08 21:54:19+00:00,41.02866667,-70.88716667,2,7,26,"(22.5,24]"
AR61B,2021-11-08 21:56:39+00:00,41.02866667,-70.88716667,2,8,16,"(15,16.5]"
AR61B,2021-11-08 21:56:49+00:00,41.02866667,-70.88716667,2,9,16,"(15,16.5]"
AR61B,2021-11-08 21:56:59+00:00,41.02866667,-70.88716667,2,10,16,"(15,16.5]"
AR61B,2021-11-08 21:57:08+00:00,41.02866667,-70.88716667,2,11,16,"(15,16.5]"
AR61B,2021-11-08 21:59:30+00:00,41.02866667,-70.88716667,2,12,4,"(1.5,3]"
AR61B,2021-11-08 21:59:38+00:00,41.02866667,-70.88716667,2,13,2,"(1.5,3]"
AR61B,2021-11-08 21:59:45+00:00,41.02866667,-70.88716667,2,14,3,"(1.5,3]"
AR61B,2021-11-08 21:59:52+00:00,41.02866667,-70.88716667,2,15,3,"(1.5,3]"
AR61B,2021-11-08 23:54:29+00:00,40.86416667,-70.8835,3,1,49,"(46.5,48]"
AR61B,2021-11-08 23:54:42+00:00,40.86416667,-70.8835,3,2,48,"(46.5,48]"
AR61B,2021-11-08 23:54:51+00:00,40.86416667,-70.8835,3,3,48,"(46.5,48]"
AR61B,2021-11-08 23:57:12+00:00,40.86416667,-70.8835,3,4,32,"(31.5,33]"
AR61B,2021-11-08 23:57:21+00:00,40.86416667,-70.8835,3,5,33,"(31.5,33]"
AR61B,2021-11-08 23:59:41+00:00,40.86416667,-70.8835,3,6,24,"(22.5,24]"
AR61B,2021-11-08 23:59:48+00:00,40.86416667,-70.8835,3,7,25,"(22.5,24]"
AR61B,2021-11-08 23:59:57+00:00,40.86416667,-70.8835,3,8,26,"(22.5,24]"
AR61B,2021-11-09 00:01:55+00:00,40.86416667,-70.8835,3,9,17,"(16.5,18]"
AR61B,2021-11-09 00:02:19+00:00,40.86416667,-70.8835,3,10,16,"(16.5,18]"
AR61B,2021-11-09 00:04:06+00:00,40.86416667,-70.8835,3,11,3,"(3,4.5]"
AR61B,2021-11-09 00:04:12+00:00,40.86416667,-70.8835,3,12,4,"(3,4.5]"
AR61B,2021-11-09 00:04:20+00:00,40.86416667,-70.8835,3,13,4,"(3,4.5]"
AR61B,2021-11-09 00:04:28+00:00,40.86416667,-70.8835,3,14,4,"(3,4.5]"
AR61B,2021-11-09 02:04:25+00:00,40.6965,-70.8835,4,1,59,"(58.5,60]"
AR61B,2021-11-09 02:04:35+00:00,40.6965,-70.8835,4,2,60,"(58.5,60]"
AR61B,2021-11-09 02:05:10+00:00,40.6965,-70.8835,4,3,59,"(58.5,60]"
AR61B,2021-11-09 02:07:24+00:00,40.6965,-70.8835,4,4,52,"(51,52.5]"
AR61B,2021-11-09 02:07:34+00:00,40.6965,-70.8835,4,5,53,"(51,52.5]"
AR61B,2021-11-09 02:07:42+00:00,40.6965,-70.8835,4,6,53,"(51,52.5]"
AR61B,2021-11-09 02:07:51+00:00,40.6965,-70.8835,4,7,52,"(51,52.5]"
AR61B,2021-11-09 02:10:03+00:00,40.6965,-70.8835,4,8,42,"(40.5,42]"
AR61B,2021-11-09 02:10:23+00:00,40.6965,-70.8835,4,9,42,"(40.5,42]"
AR61B,2021-11-09 02:10:30+00:00,40.6965,-70.8835,4,10,42,"(40.5,42]"
AR61B,2021-11-09 02:10:37+00:00,40.6965,-70.8835,4,11,44,"(43.5,45]"
AR61B,2021-11-09 02:13:38+00:00,40.6965,-70.8835,4,12,23,"(22.5,24]"
AR61B,2021-11-09 02:13:48+00:00,40.6965,-70.8835,4,13,23,"(22.5,24]"
AR61B,2021-11-09 02:13:55+00:00,40.6965,-70.8835,4,14,24,"(22.5,24]"
AR61B,2021-11-09 02:14:05+00:00,40.6965,-70.8835,4,15,25,"(22.5,24]"
AR61B,2021-11-09 02:17:04+00:00,40.6965,-70.8835,4,16,4,"(3,4.5]"
AR61B,2021-11-09 02:17:11+00:00,40.6965,-70.8835,4,17,4,"(3,4.5]"
AR61B,2021-11-09 02:17:18+00:00,40.6965,-70.8835,4,18,4,"(3,4.5]"
AR61B,2021-11-09 02:17:27+00:00,40.6965,-70.8835,4,19,4,"(3,4.5]"
AR61B,2021-11-09 02:17:42+00:00,40.6965,-70.8835,4,20,4,"(3,4.5]"
AR61B,2021-11-09 04:16:52+00:00,40.5135,-70.88383333,5,1,69,"(67.5,69]"
AR61B,2021-11-09 04:17:01+00:00,40.5135,-70.88383333,5,2,69,"(67.5,69]"
AR61B,2021-11-09 04:19:56+00:00,40.5135,-70.88383333,5,3,61,"(60,61.5]"
AR61B,2021-11-09 04:20:03+00:00,40.5135,-70.88383333,5,4,60,"(60,61.5]"
AR61B,2021-11-09 04:20:11+00:00,40.5135,-70.88383333,5,5,61,"(60,61.5]"
AR61B,2021-11-09 04:22:08+00:00,40.5135,-70.88383333,5,6,50,"(49.5,51]"
AR61B,2021-11-09 04:22:17+00:00,40.5135,-70.88383333,5,7,50,"(49.5,51]"
AR61B,2021-11-09 04:22:26+00:00,40.5135,-70.88383333,5,8,49,"(49.5,51]"
AR61B,2021-11-09 04:24:48+00:00,40.5135,-70.88383333,5,9,40,"(39,40.5]"
AR61B,2021-11-09 04:24:57+00:00,40.5135,-70.88383333,5,10,40,"(39,40.5]"
AR61B,2021-11-09 04:26:19+00:00,40.5135,-70.88383333,5,11,20,"(18,19.5]"
AR61B,2021-11-09 04:27:23+00:00,40.5135,-70.88383333,5,12,19,"(18,19.5]"
AR61B,2021-11-09 04:27:33+00:00,40.5135,-70.88383333,5,13,19,"(18,19.5]"
AR61B,2021-11-09 04:30:20+00:00,40.5135,-70.88383333,5,14,3,"(1.5,3]"
AR61B,2021-11-09 04:30:30+00:00,40.5135,-70.88383333,5,15,3,"(1.5,3]"
AR61B,2021-11-09 04:30:39+00:00,40.5135,-70.88383333,5,16,3,"(1.5,3]"
AR61B,2021-11-09 04:31:03+00:00,40.5135,-70.88383333,5,17,4,"(1.5,3]"
AR61B,2021-11-09 05:03:49+00:00,40.51316667,-70.8835,6,1,72,"(70.5,72]"
AR61B,2021-11-09 05:03:56+00:00,40.51316667,-70.8835,6,2,71,"(70.5,72]"
AR61B,2021-11-09 05:04:03+00:00,40.51316667,-70.8835,6,3,71,"(70.5,72]"
AR61B,2021-11-09 05:06:35+00:00,40.51316667,-70.8835,6,4,54,"(54,55.5]"
AR61B,2021-11-09 05:06:42+00:00,40.51316667,-70.8835,6,5,55,"(54,55.5]"
AR61B,2021-11-09 05:06:52+00:00,40.51316667,-70.8835,6,6,55,"(54,55.5]"
AR61B,2021-11-09 05:09:28+00:00,40.51316667,-70.8835,6,7,43,"(43.5,45]"
AR61B,2021-11-09 05:09:39+00:00,40.51316667,-70.8835,6,8,44,"(43.5,45]"
AR61B,2021-11-09 05:09:50+00:00,40.51316667,-70.8835,6,9,44,"(43.5,45]"
AR61B,2021-11-09 05:12:22+00:00,40.51316667,-70.8835,6,10,24,"(22.5,24]"
AR61B,2021-11-09 05:12:33+00:00,40.51316667,-70.8835,6,11,24,"(22.5,24]"
AR61B,2021-11-09 05:14:49+00:00,40.51316667,-70.8835,6,12,3,"(1.5,3]"
AR61B,2021-11-09 05:14:57+00:00,40.51316667,-70.8835,6,13,2,"(1.5,3]"
AR61B,2021-11-09 05:15:04+00:00,40.51316667,-70.8835,6,14,2,"(1.5,3]"
AR61B,2021-11-09 05:15:12+00:00,40.51316667,-70.8835,6,15,3,"(1.5,3]"
AR61B,2021-11-09 05:15:29+00:00,40.51316667,-70.8835,6,16,3,"(1.5,3]"
AR61B,2021-11-09 16:11:14+00:00,39.93983333,-70.8835,7,1,438,"(436,438]"
AR61B,2021-11-09 16:11:38+00:00,39.93983333,-70.8835,7,2,437,"(436,438]"
AR61B,2021-11-09 16:11:51+00:00,39.93983333,-70.8835,7,3,438,"(436,438]"
AR61B,2021-11-09 16:16:16+00:00,39.93983333,-70.8835,7,4,299,"(298,300]"
AR61B,2021-11-09 16:16:32+00:00,39.93983333,-70.8835,7,5,301,"(298,300]"
AR61B,2021-11-09 16:16:53+00:00,39.93983333,-70.8835,7,6,300,"(298,300]"
AR61B,2021-11-09 16:20:46+00:00,39.93983333,-70.8835,7,7,202,"(201,202]"
AR61B,2021-11-09 16:20:56+00:00,39.93983333,-70.8835,7,8,202,"(201,202]"
AR61B,2021-11-09 16:21:10+00:00,39.93983333,-70.8835,7,9,202,"(201,202]"
AR61B,2021-11-09 16:24:40+00:00,39.93983333,-70.8835,7,10,130,"(129,130]"
AR61B,2021-11-09 16:24:51+00:00,39.93983333,-70.8835,7,11,130,"(129,130]"
AR61B,2021-11-09 16:28:22+00:00,39.93983333,-70.8835,7,12,80,"(79.5,81]"
AR61B,2021-11-09 16:28:47+00:00,39.93983333,-70.8835,7,13,80,"(79.5,81]"
AR61B,2021-11-09 16:30:50+00:00,39.93983333,-70.8835,7,14,55,"(54,55.5]"
AR61B,2021-11-09 16:31:02+00:00,39.93983333,-70.8835,7,15,55,"(54,55.5]"
AR61B,2021-11-09 16:31:14+00:00,39.93983333,-70.8835,7,16,55,"(54,55.5]"
AR61B,2021-11-09 16:34:08+00:00,39.93983333,-70.8835,7,17,23,"(22.5,24]"
AR61B,2021-11-09 16:34:18+00:00,39.93983333,-70.8835,7,18,23,"(22.5,24]"
AR61B,2021-11-09 16:36:36+00:00,39.93983333,-70.8835,7,19,6,"(4.5,6]"
AR61B,2021-11-09 16:36:47+00:00,39.93983333,-70.8835,7,20,6,"(4.5,6]"
AR61B,2021-11-09 16:36:56+00:00,39.93983333,-70.8835,7,21,7,"(4.5,6]"
AR61B,2021-11-09 16:37:05+00:00,39.93983333,-70.8835,7,22,7,"(4.5,6]"
AR61B,2021-11-10 00:04:34+00:00,39.93916667,-70.775,8,1,444,"(442,444]"
AR61B,2021-11-10 00:04:55+00:00,39.93916667,-70.775,8,2,444,"(442,444]"
AR61B,2021-11-10 00:09:12+00:00,39.93916667,-70.775,8,3,332,"(332,333]"
AR61B,2021-11-10 00:09:23+00:00,39.93916667,-70.775,8,4,332,"(332,333]"
AR61B,2021-11-10 00:15:56+00:00,39.93916667,-70.775,8,5,113,"(112,114]"
AR61B,2021-11-10 00:16:25+00:00,39.93916667,-70.775,8,6,113,"(112,114]"
AR61B,2021-11-10 00:21:32+00:00,39.93916667,-70.775,8,7,8,"(7.5,9]"
AR61B,2021-11-10 00:21:41+00:00,39.93916667,-70.775,8,8,7,"(7.5,9]"
AR61B,2021-11-10 02:57:59+00:00,39.77333333,-70.88216667,9,1,499,"(498,500]"
AR61B,2021-11-10 02:58:08+00:00,39.77333333,-70.88216667,9,2,500,"(498,500]"
AR61B,2021-11-10 03:03:32+00:00,39.77333333,-70.88216667,9,3,300,"(298,300]"
AR61B,2021-11-10 03:03:40+00:00,39.77333333,-70.88216667,9,4,300,"(298,300]"
AR61B,2021-11-10 03:08:04+00:00,39.77333333,-70.88216667,9,5,177,"(176,177]"
AR61B,2021-11-10 03:08:13+00:00,39.77333333,-70.88216667,9,6,177,"(176,177]"
AR61B,2021-11-10 03:11:34+00:00,39.77333333,-70.88216667,9,7,103,"(102,104]"
AR61B,2021-11-10 03:11:43+00:00,39.77333333,-70.88216667,9,8,103,"(102,104]"
AR61B,2021-11-10 03:14:59+00:00,39.77333333,-70.88216667,9,9,65,"(64.5,66]"
AR61B,2021-11-10 03:15:06+00:00,39.77333333,-70.88216667,9,10,65,"(64.5,66]"
AR61B,2021-11-10 03:15:14+00:00,39.77333333,-70.88216667,9,11,65,"(64.5,66]"
AR61B,2021-11-10 03:17:47+00:00,39.77333333,-70.88216667,9,12,38,"(36,37.5]"
AR61B,2021-11-10 03:17:53+00:00,39.77333333,-70.88216667,9,13,37,"(36,37.5]"
AR61B,2021-11-10 03:18:00+00:00,39.77333333,-70.88216667,9,14,37,"(36,37.5]"
AR61B,2021-11-10 03:18:11+00:00,39.77333333,-70.88216667,9,15,37,"(36,37.5]"
AR61B,2021-11-10 03:20:33+00:00,39.77333333,-70.88216667,9,16,15,"(13.5,15]"
AR61B,2021-11-10 03:20:40+00:00,39.77333333,-70.88216667,9,17,15,"(13.5,15]"
AR61B,2021-11-10 03:20:46+00:00,39.77333333,-70.88216667,9,18,15,"(13.5,15]"
AR61B,2021-11-10 03:20:56+00:00,39.77333333,-70.88216667,9,19,16,"(13.5,15]"
AR61B,2021-11-10 03:22:36+00:00,39.77333333,-70.88216667,9,20,3,"(1.5,3]"
AR61B,2021-11-10 03:22:42+00:00,39.77333333,-70.88216667,9,21,2,"(1.5,3]"
AR61B,2021-11-10 03:22:49+00:00,39.77333333,-70.88216667,9,22,4,"(1.5,3]"
AR61B,2021-11-10 03:22:56+00:00,39.77333333,-70.88216667,9,23,4,"(1.5,3]"
AR61B,2021-11-10 03:23:03+00:00,39.77333333,-70.88216667,9,24,3,"(1.5,3]"
AR61B,2021-11-10 06:00:39+00:00,39.77316667,-70.774,10,1,62,"(61.5,63]"
AR61B,2021-11-10 06:03:10+00:00,39.77316667,-70.774,10,2,17,"(16.5,18]"
AR61B,2021-11-10 06:03:17+00:00,39.77316667,-70.774,10,3,17,"(16.5,18]"
AR61B,2021-11-10 06:04:45+00:00,39.77316667,-70.774,10,4,4,"(3,4.5]"
AR61B,2021-11-10 06:04:52+00:00,39.77316667,-70.774,10,5,3,"(3,4.5]"
AR61B,2021-11-10 13:48:25+00:00,40.098,-70.883,11,1,141,"(140,141]"
AR61B,2021-11-10 13:48:53+00:00,40.098,-70.883,11,2,141,"(140,141]"
AR61B,2021-11-10 13:49:04+00:00,40.098,-70.883,11,3,141,"(140,141]"
AR61B,2021-11-10 13:52:12+00:00,40.098,-70.883,11,4,100,"(99,100]"
AR61B,2021-11-10 13:52:29+00:00,40.098,-70.883,11,5,100,"(99,100]"
AR61B,2021-11-10 13:52:39+00:00,40.098,-70.883,11,6,100,"(99,100]"
AR61B,2021-11-10 13:54:52+00:00,40.098,-70.883,11,7,80,"(79.5,81]"
AR61B,2021-11-10 13:55:04+00:00,40.098,-70.883,11,8,80,"(79.5,81]"
AR61B,2021-11-10 13:57:19+00:00,40.098,-70.883,11,9,66,"(64.5,66]"
AR61B,2021-11-10 13:57:33+00:00,40.098,-70.883,11,10,66,"(64.5,66]"
AR61B,2021-11-10 14:00:17+00:00,40.098,-70.883,11,11,51,"(49.5,51]"
AR61B,2021-11-10 14:00:36+00:00,40.098,-70.883,11,12,51,"(49.5,51]"
AR61B,2021-11-10 14:02:30+00:00,40.098,-70.883,11,13,40,"(39,40.5]"
AR61B,2021-11-10 14:02:41+00:00,40.098,-70.883,11,14,40,"(39,40.5]"
